,NL_P2HT_OTH,NL_STUR_BIO_CHP,NL_COMC_GAS_CHP
2016-01-05 07:00:00,11356.573108090985,6616.696595860356,4378.36720808766
2016-01-05 08:00:00,10874.42002092884,6335.779046160751,4192.4798593235355
2016-01-05 09:00:00,10275.8147050877,5987.012766237091,3961.6959898833325
2016-01-05 10:00:00,10112.95670107046,5892.126572089161,3898.908374501745
2016-01-05 11:00:00,9661.157077022637,5628.89390445297,3724.723376991538
2016-01-05 12:00:00,9486.624664115274,5527.205832588344,3657.4348572815225
2016-01-05 13:00:00,9321.431778320011,5430.959262897073,3593.7470610342493
2016-01-05 14:00:00,9544.412988121392,5560.875127285995,3679.7143337072466
2016-01-05 15:00:00,10057.503258842367,5859.8176529348475,3877.5290789417068
2016-01-05 16:00:00,10529.733098447909,6134.95360657526,4059.5906590266663
2016-01-05 17:00:00,10581.392357786712,6165.051915471646,4079.5071606799647
2016-01-05 18:00:00,10417.658773102712,6069.655580494964,4016.3819774737462
2016-01-05 19:00:00,10079.392775511351,5872.571173653655,3885.9682745575114
2016-01-05 20:00:00,9300.417842317787,5418.715883007019,3585.6454332430776
2016-01-05 21:00:00,7469.578668123991,4352.011410085942,2879.7911119371765
2016-01-05 22:00:00,6215.163432880099,3621.1496494268013,2396.1689418474652
2016-01-05 23:00:00,5531.918652585557,3223.069756057084,2132.75351602615
2016-01-06 00:00:00,5820.568412393887,3391.2461826024282,2244.03837554656
2016-01-06 01:00:00,5677.8487637121125,3308.0932275158016,2189.0148201315137
2016-01-06 02:00:00,6212.828551102075,3619.7892738834616,2395.2687609817795
2016-01-06 03:00:00,7630.393650585459,4445.707275633449,2941.791069061288
2016-01-06 04:00:00,10470.193613108275,6100.2640302201025,4036.6360469516776
2016-01-06 05:00:00,11386.92657120531,6634.381477923768,4390.069559341576
2016-01-06 06:00:00,10711.853877133855,6241.06289895574,4129.804766550161
2016-01-06 07:00:00,10478.365699331362,6105.025344621789,4039.786679981577
2016-01-06 08:00:00,10040.283505729436,5849.784883302719,3870.890245057274
2016-01-06 09:00:00,9482.538621003729,5524.825175387498,3655.8595407665716
2016-01-06 10:00:00,9261.016712313616,5395.759545713165,3570.4548811346285
2016-01-06 11:00:00,8949.018134725035,5213.979363734425,3450.1682129573596
2016-01-06 12:00:00,8844.53217515842,5153.102558169983,3409.885119217919
2016-01-06 13:00:00,9068.680825848813,5283.698610330574,3496.3024823237583
2016-01-06 14:00:00,9235.333012755342,5380.79541473643,3560.5528916120843
2016-01-06 15:00:00,9624.090828796492,5607.297942702455,3710.433005748775
2016-01-06 16:00:00,10141.267142629013,5908.621125552152,3909.823067498186
2016-01-06 17:00:00,10251.882166862944,5973.0689169178595,3952.469136010052
2016-01-06 18:00:00,10169.285723965313,5924.945632072226,3920.625237886416
2016-01-06 19:00:00,10002.34167683653,5827.678780723451,3856.2623059898788
2016-01-06 20:00:00,9088.23546073977,5295.091755506042,3503.8414970738777
2016-01-06 21:00:00,7316.643911663359,4262.906811997205,2820.829265234755
2016-01-06 22:00:00,6054.05659019638,3527.2837369363765,2334.056462115143
2016-01-06 23:00:00,4697.490277163897,2736.905546256134,1811.0513791516767
2016-01-07 00:00:00,4975.92492919337,2899.1303297993677,1918.3979473847116
2016-01-07 01:00:00,5097.338781650666,2969.869858053021,1965.2073524003745
2016-01-07 02:00:00,5698.570839492085,3320.1665604629393,2197.0039253144755
2016-01-07 03:00:00,6894.3221700631,4016.8488855956753,2658.0090511538306
2016-01-07 04:00:00,9015.562265398747,5252.7500667196,3475.8233676294058
2016-01-07 05:00:00,10757.384071805342,6267.59022205086,4147.358293431034
2016-01-07 06:00:00,10597.152809788378,6174.234450389187,4085.583381523344
2016-01-07 07:00:00,10351.406502651256,6031.054924452706,3990.8393454099105
2016-01-07 08:00:00,9697.347744582024,5649.979725374732,3738.676180409668
2016-01-07 09:00:00,9104.287772963693,5304.444337366502,3510.030240525468
2016-01-07 10:00:00,8571.059146907251,4993.768572656346,3304.4514353244663
2016-01-07 11:00:00,8382.517443331737,4883.918247531681,3231.761830420335
2016-01-07 12:00:00,8274.821021320337,4821.170925595147,3190.2409879905763
2016-01-07 13:00:00,8334.360506659974,4855.860501950306,3213.195600065566
2016-01-07 14:00:00,8500.720833344249,4952.787259413243,3277.3334867456806
2016-01-07 15:00:00,8939.386747390683,5208.367814618151,3446.4549668864065
2016-01-07 16:00:00,9279.987626760068,5406.812597002798,3577.768850668326
2016-01-07 17:00:00,9510.265342117777,5540.979634964655,3666.549188546591
2016-01-07 18:00:00,9473.199093891631,5519.38367321414,3652.258817303828
2016-01-07 19:00:00,9167.329580970365,5341.174477036668,3534.335123898985
2016-01-07 20:00:00,8297.002398211574,4834.094493256874,3198.7927062145927
2016-01-07 21:00:00,6432.891158680924,3748.0046688432085,2480.110807572669
2016-01-07 22:00:00,5148.122460322708,2999.458026120655,1984.7862862290415
2016-01-07 23:00:00,4505.738111143601,2625.1847047593787,1737.1240255572282
2016-01-08 00:00:00,4753.235579614244,2769.3845123533642,1832.5431973199259
2016-01-08 01:00:00,4867.352926515211,2835.872867034082,1876.5395371303207
2016-01-08 02:00:00,5465.666382134098,3184.469100014826,2107.2108839623143
2016-01-08 03:00:00,6690.020014485919,3897.8160255534704,2579.2432254063206
2016-01-08 04:00:00,8786.160130707796,5119.0931695864965,3387.3805975757737
2016-01-08 05:00:00,10540.823786893528,6141.415390406122,4063.8665181386737
2016-01-08 06:00:00,10410.070407324132,6065.23435997911,4013.456389660267
2016-01-08 07:00:00,10260.346113308284,5978.000278262466,3955.7322916481635
2016-01-08 08:00:00,9458.89794300123,5511.051373011186,3646.7452095015024
2016-01-08 09:00:00,8803.671744042984,5129.295986161543,3394.131954068417
2016-01-08 10:00:00,8339.322130438277,4858.751299979902,3215.108484405148
2016-01-08 11:00:00,8103.499070857759,4721.353370102613,3124.190216970879
2016-01-08 12:00:00,8057.093295519515,4694.315906178741,3106.2991222653736
2016-01-08 13:00:00,8146.110663306712,4746.180223768559,3140.6185177696457
2016-01-08 14:00:00,8297.58611865608,4834.434587142708,3199.0177514310135
2016-01-08 15:00:00,8654.239310249388,5042.231951387815,3336.520378664524
2016-01-08 16:00:00,9026.944814066617,5259.38189749338,3480.211749349624
2016-01-08 17:00:00,9111.000558075515,5308.355417053602,3512.618260514314
2016-01-08 18:00:00,9128.220311188448,5318.388186685731,3519.257094398747
2016-01-08 19:00:00,8881.598423384567,5174.698519920498,3424.175490460682
2016-01-08 20:00:00,8024.988671071672,4675.610742457822,3093.921635362193
2016-01-08 21:00:00,6138.696054649783,3576.597350382433,2366.6880184962542
2016-01-08 22:00:00,4904.419174741356,2857.468828784596,1890.829908373083
2016-01-08 23:00:00,4425.18468980174,2578.251748514166,1706.067785691067
2016-01-09 00:00:00,4670.055416272105,2720.921133621895,1800.474253979868
2016-01-09 01:00:00,4782.421601839555,2786.389206645108,1843.7954581409988
2016-01-09 02:00:00,5373.146691679862,3130.5642191099987,2071.5412171595135
2016-01-09 03:00:00,6574.443366473685,3830.4774361581653,2534.6842725548718
2016-01-09 04:00:00,8638.186998025469,5032.879369527357,3330.3316352129345
2016-01-09 05:00:00,10370.377417097709,6042.107975742339,3998.1533149436077
2016-01-09 06:00:00,10240.499618195074,5966.43708614408,3948.080754289834
2016-01-09 07:00:00,10094.277646846262,5881.2435677424455,3891.706927576259
2016-01-09 08:00:00,9302.169003651305,5419.736164664523,3586.3205688923417
2016-01-09 09:00:00,8654.823030693895,5042.57204527365,3336.7454238809455
2016-01-09 10:00:00,8196.894341978756,4775.768391836192,3160.197451598312
2016-01-09 11:00:00,7972.45383106611,4645.0022927326845,3073.6675658842623
2016-01-09 12:00:00,7918.167829727029,4613.373561350042,3052.738360757067
2016-01-09 13:00:00,8014.189842848305,4669.319005569878,3089.7582988583963
2016-01-09 14:00:00,8165.373437975419,4757.40332200111,3148.0450099115537
2016-01-09 15:00:00,8516.189425123664,4961.799747387868,3283.297184980849
2016-01-09 16:00:00,8885.68446649611,5177.079177121342,3425.750806975632
2016-01-09 17:00:00,8968.572769615994,5225.372508909893,3457.7072277074785
2016-01-09 18:00:00,8986.376243173436,5235.745372427857,3464.571106808333
2016-01-09 19:00:00,8740.921796258563,5092.735893434294,3369.9395933031105
2016-01-09 20:00:00,7903.282958392121,4604.701167261252,3046.999707738319
2016-01-09 21:00:00,6030.999632638384,3513.8500284458996,2325.167176066496
2016-01-09 22:00:00,4820.655290954712,2808.6653561672915,1858.5359198166038
2016-01-09 23:00:00,4147.333758216775,2416.3670588567666,1598.946262674453
2016-01-10 00:00:00,4370.314968018155,2546.2829232456884,1684.91353534745
2016-01-10 01:00:00,4473.633486695759,2606.4795410384604,1724.7465386540478
2016-01-10 02:00:00,5027.5841885321715,2929.2286386957544,1938.3144490380107
2016-01-10 03:00:00,6151.537904428921,3584.0794158708004,2371.639013257526
2016-01-10 04:00:00,8072.8537475211815,4703.4984410962825,3112.3753431087525
2016-01-10 05:00:00,9690.051239025697,5645.728551801796,3735.8631152044
2016-01-10 06:00:00,9566.010644568121,5573.458601061886,3688.0410067148405
2016-01-10 07:00:00,9445.472372777584,5503.229213636985,3641.5691695238097
2016-01-10 08:00:00,8707.941591143961,5073.520588884623,3357.2245385752976
2016-01-10 09:00:00,8102.331629968747,4720.673182330943,3123.740126538036
2016-01-10 10:00:00,7676.799425923703,4472.744739557322,2959.682163766794
2016-01-10 11:00:00,7461.406581900904,4347.250095684253,2876.6404789072762
2016-01-10 12:00:00,7428.13451656405,4327.864744191666,2863.8129015712534
2016-01-10 13:00:00,7515.108862795477,4378.5387331810625,2897.3446388180505
2016-01-10 14:00:00,7656.952930810492,4461.181547438936,2952.0306264084647
2016-01-10 15:00:00,7994.05148751284,4657.585766508574,3081.9942388918557
2016-01-10 16:00:00,8338.446549771517,4858.241159151149,3214.7709165805154
2016-01-10 17:00:00,8415.49764844634,4903.133552081353,3244.476885148148
2016-01-10 18:00:00,8426.880197114211,4909.765382855133,3248.8652668683667
2016-01-10 19:00:00,8196.602481756503,4775.598344893275,3160.0849289901016
2016-01-10 20:00:00,7404.7856987838,4314.260988758271,2854.811092914395
2016-01-10 21:00:00,5655.959247043131,3295.339706796994,2180.5756245157095
2016-01-10 22:00:00,4517.704380255979,2632.1566294189934,1741.7374524938677
2016-01-10 23:00:00,3298.8960921269672,1922.04059579578,1271.843040605865
2016-01-11 00:00:00,3489.480817258252,2033.081249520866,1345.3203037674712
2016-01-11 01:00:00,3563.6133137105435,2076.2731730218948,1373.9010462529961
2016-01-11 02:00:00,3985.3513348662955,2321.99100553759,1536.4962151174989
2016-01-11 03:00:00,4891.577324962221,2849.9867632962287,1885.878913611811
2016-01-11 04:00:00,6428.513255347127,3745.453964699447,2478.4229684495076
2016-01-11 05:00:00,7954.3584972864155,4634.459382271803,3066.6911641751967
2016-01-11 06:00:00,7806.6772248263405,4548.415629155581,3009.7547244205684
2016-01-11 07:00:00,7707.444749260281,4490.599668563653,2971.4970376289207
2016-01-11 08:00:00,7112.925476530684,4144.214045840835,2742.288484703666
2016-01-11 09:00:00,6657.0398093713175,3878.6007210038,2566.5281706785086
2016-01-11 10:00:00,6319.065672002209,3681.6863611054087,2436.2269903704846
2016-01-11 11:00:00,6119.725140203331,3565.5442990928004,2359.374048962557
2016-01-11 12:00:00,6056.391471974404,3528.644112479716,2334.9566429808287
2016-01-11 13:00:00,6183.058808432257,3602.4444857058834,2383.791454944285
2016-01-11 14:00:00,6297.176155333225,3668.9328403866007,2427.78779475468
2016-01-11 15:00:00,6569.18988247313,3827.4165911856517,2532.658865607079
2016-01-11 16:00:00,6811.725727165468,3968.725600750041,2626.1651530301942
2016-01-11 17:00:00,6936.058181845296,4041.1655984328686,2674.0997841279645
2016-01-11 18:00:00,6892.8628689518355,4015.9986508810885,2657.446438112777
2016-01-11 19:00:00,6702.27814382055,3904.9579971560024,2583.969174951171
2016-01-11 20:00:00,6051.429848196102,3525.7533144501194,2333.0437586412463
2016-01-11 21:00:00,4638.242652046516,2702.3860168438946,1788.2092896848987
2016-01-11 22:00:00,3702.8306397252795,2157.3855647935115,1427.5743303695135
2016-01-11 23:00:00,3607.3923470485106,2101.7802144595103,1390.7794374846053
2016-01-12 00:00:00,3798.5607926243015,2213.1609620704307,1464.4817458626326
2016-01-12 01:00:00,3929.8978926382033,2289.682086383277,1515.1169195574603
2016-01-12 02:00:00,4407.381216244301,2567.8788849962025,1699.2039065902122
2016-01-12 03:00:00,5494.268683914904,3201.1337004207344,2118.2380995669655
2016-01-12 04:00:00,7533.496056797423,4389.25169058486,2904.433563135326
2016-01-12 05:00:00,8862.919369160367,5163.815515573781,3416.9740435351946
2016-01-12 06:00:00,8560.260318683886,4987.4768357684015,3300.28809882067
2016-01-12 07:00:00,8304.298903767902,4838.345666829809,3201.60577141986
2016-01-12 08:00:00,7739.257513485871,4509.134785341653,2983.76200192389
2016-01-12 09:00:00,7080.528991860587,4125.338835176999,2729.798475192275
2016-01-12 10:00:00,6948.024450957674,4048.1375230924837,2678.713211064605
2016-01-12 11:00:00,6709.5746493768775,3909.209170728938,2586.7822401564395
2016-01-12 12:00:00,6366.638888229468,3709.404012800951,2454.5681755088335
2016-01-12 13:00:00,6203.1971637677225,3614.1777247671866,2391.5555149108254
2016-01-12 14:00:00,6471.70856824059,3770.6209122512278,2495.0763144646958
2016-01-12 15:00:00,6883.815202061988,4010.727195650648,2653.958237258245
2016-01-12 16:00:00,7365.968289224134,4291.644745350252,2839.845586022368
2016-01-12 17:00:00,7595.07856369283,4425.131595540439,2928.1758334677897
2016-01-12 18:00:00,7539.625121464739,4392.822676386127,2906.7965379077514
2016-01-12 19:00:00,7421.129871229974,4323.783617561648,2861.112358974196
2016-01-12 20:00:00,6678.345605595794,3891.0141478367723,2574.7423210778916
2016-01-12 21:00:00,5298.13861456081,3086.862154780217,2042.622906849356
2016-01-12 22:00:00,4131.573306215108,2407.184523939225,1592.8700418310736
2016-01-12 23:00:00,4280.130159341943,2493.7384178842008,1650.144049410335
2016-01-13 00:00:00,4761.991386281837,2774.485920640888,1835.9188755662478
2016-01-13 01:00:00,4476.260228696036,2608.0099635247175,1725.7592421279444
2016-01-13 02:00:00,4995.4795640843295,2910.523474974836,1925.9369621348305
2016-01-13 03:00:00,6342.998210226965,3695.630210424639,2445.4538442437643
2016-01-13 04:00:00,8912.243746721144,5192.553448926828,3435.990364322808
2016-01-13 05:00:00,9662.616378133904,5629.7441391675575,3725.285990032592
2016-01-13 06:00:00,9064.302922515017,5281.147906186812,3494.614643200597
2016-01-13 07:00:00,8651.612568249111,5040.701528901558,3335.507675190627
2016-01-13 08:00:00,8211.195492869158,4784.100692039146,3165.7110594006376
2016-01-13 09:00:00,7637.98201636404,4450.128496149303,2944.716656874767
2016-01-13 10:00:00,7416.168247451671,4320.89281953205,2859.199474634613
2016-01-13 11:00:00,7173.632402759331,4179.583809967661,2765.693187211498
2016-01-13 12:00:00,7037.041818744873,4100.001840682301,2713.032606568877
2016-01-13 13:00:00,7248.932340100637,4223.45592124036,2794.724020129866
2016-01-13 14:00:00,7324.815997886446,4267.668126398894,2823.9798982646553
2016-01-13 15:00:00,7836.155107273905,4565.590370390241,3021.1195078498517
2016-01-13 16:00:00,8308.384946879447,4840.726324030653,3203.1810879348104
2016-01-13 17:00:00,8449.353434227702,4922.858997459775,3257.529507700593
2016-01-13 18:00:00,8484.08480067582,4943.09458366695,3270.9196980776696
2016-01-13 19:00:00,8440.0139071156,4917.417495286417,3253.928784237849
2016-01-13 20:00:00,7577.566950357645,4414.928778965394,2921.4244769751463
2016-01-13 21:00:00,6125.562344648393,3568.945237951149,2361.6245011267715
2016-01-13 22:00:00,4764.034407837608,2775.676249241309,1836.7065338237226
2016-01-13 23:00:00,4387.826581353342,2556.485739820734,1691.6648918400933
2016-01-14 00:00:00,4674.141459383648,2723.30179082274,1802.0495704948187
2016-01-14 01:00:00,4786.507644951097,2788.769863845952,1845.370774655949
2016-01-14 02:00:00,5380.443197236189,3134.8153926829336,2074.3542823647813
2016-01-14 03:00:00,6581.44801180776,3834.5585627881837,2537.3848151519296
2016-01-14 04:00:00,8586.819598908918,5002.9511075738865,3310.527656167845
2016-01-14 05:00:00,10263.55657575307,5979.8707946345585,3956.970040338482
2016-01-14 06:00:00,10127.257851960861,5900.458872292114,3904.4219823040708
2016-01-14 07:00:00,9873.339458600653,5752.518031953945,3806.527313160737
2016-01-14 08:00:00,9204.687689418766,5362.9404857301,3548.738017749958
2016-01-14 09:00:00,8613.0870189117,5018.255332436456,3320.654690906811
2016-01-14 10:00:00,8085.987457522572,4711.150553527567,3117.4388604782357
2016-01-14 11:00:00,7926.048055727864,4617.964828808811,3055.776471178756
2016-01-14 12:00:00,7804.342343048314,4547.05525361224,3008.854543554882
2016-01-14 13:00:00,7864.173688610204,4581.914876910316,3031.9216782380818
2016-01-14 14:00:00,8027.907273294201,4677.311211886997,3095.0468614443002
2016-01-14 15:00:00,8467.740628229647,4933.5719548635725,3264.618432017868
2016-01-14 16:00:00,8801.336862264958,5127.935610618202,3393.231773202731
2016-01-14 17:00:00,9054.963395402914,5275.706404013455,3491.0139197378544
2016-01-14 18:00:00,9038.61922295674,5266.183775210077,3484.712653678053
2016-01-14 19:00:00,8765.438054927825,5107.019836639358,3379.3914923928114
2016-01-14 20:00:00,7916.124808171258,4612.183232749619,3051.950702499591
2016-01-14 21:00:00,6104.548408646168,3556.701858061093,2353.522873335599
2016-01-14 22:00:00,4846.047130290734,2823.459440201109,1868.3253867309375
2016-01-14 23:00:00,3943.323462861847,2297.504245757479,1520.2929595351538
2016-01-15 00:00:00,4152.587242217331,2419.4279038292802,1600.971669622246
2016-01-15 01:00:00,4249.776696227619,2476.053535820787,1638.441698156419
2016-01-15 02:00:00,4778.335558728011,2784.0085494442633,1842.2201416260482
2016-01-15 03:00:00,5845.084671063149,3405.530125807493,2253.490274636262
2016-01-15 04:00:00,7666.876178367098,4466.963143498128,2955.856395087629
2016-01-15 05:00:00,9206.14699053003,5363.7907204446865,3549.300630791012
2016-01-15 06:00:00,9085.608718739493,5293.561333019786,3502.8287935999806
2016-01-15 07:00:00,8981.998339839636,5233.194668284095,3462.883267685172
2016-01-15 08:00:00,8280.6582257654,4824.571864453496,3192.4914401547912
2016-01-15 09:00:00,7703.066845926483,4488.048964419891,2969.8091985057595
2016-01-15 10:00:00,7300.007878994931,4253.214136250912,2814.4154765667436
2016-01-15 11:00:00,7095.997583640003,4134.351323151624,2735.762173427444
2016-01-15 12:00:00,7070.022023859476,4119.217145231973,2725.74766129669
2016-01-15 13:00:00,7155.828929201893,4169.210946449698,2758.829308110643
2016-01-15 14:00:00,7292.711373438604,4248.962962677976,2811.6024113614753
2016-01-15 15:00:00,7618.135521250827,4438.565304030916,2937.0651195164373
2016-01-15 16:00:00,7946.770131507836,4630.03816175595,3063.7655763617176
2016-01-15 17:00:00,8019.7351870711145,4672.54989748531,3091.8962284144004
2016-01-15 18:00:00,8027.323552849694,4676.971118001162,3094.821816227879
2016-01-15 19:00:00,7806.6772248263405,4548.415629155581,3009.7547244205684
2016-01-15 20:00:00,7051.926690079782,4108.674234771091,2718.771259587624
2016-01-15 21:00:00,5381.026917680694,3135.1554865687694,2074.579327581203
2016-01-15 22:00:00,4297.349912454876,2503.771187516329,1656.7828832947675
2016-01-15 23:00:00,3785.135222400658,2205.338802696229,1459.305705884939
2016-01-16 00:00:00,3986.226915533055,2322.5011463663423,1536.8337829421312
2016-01-16 01:00:00,4079.622186654052,2376.916168099922,1572.8410175695642
2016-01-16 02:00:00,4590.377575597004,2674.498318205435,1769.7555819383394
2016-01-16 03:00:00,5612.180213705163,3269.8326653593786,2163.6972332840996
2016-01-16 04:00:00,7363.049687001605,4289.944275921078,2838.7203599402606
2016-01-16 05:00:00,8848.910078492216,5155.6532623137455,3411.5729583410803
2016-01-16 06:00:00,8730.998548701957,5086.9542973751,3366.113824623945
2016-01-16 07:00:00,8637.311417358707,5032.369228698603,3329.9940673883016
