,DK_P2HT_OTH,DK_STUR_BIO_CHP,DK_COMC_GAS_CHP
2016-01-06 01:00:00,3377.3049091448056,1259.8277208546829,806.7742904704028
2016-01-06 02:00:00,3595.0492149056527,1341.0523422126744,858.7892883785013
2016-01-06 03:00:00,4046.7930436976885,1509.5652285369802,966.7023482746432
2016-01-06 04:00:00,5313.187877549837,1981.9653701155771,1269.220131247091
2016-01-06 05:00:00,6291.903168547811,2347.053121323633,1503.0167103860963
2016-01-06 06:00:00,6055.2574473563345,2258.7777515838716,1446.486521687364
2016-01-06 07:00:00,6055.635475664949,2258.9187665515074,1446.5768255031771
2016-01-06 08:00:00,5822.770037559598,2172.053546488099,1390.9496749625714
2016-01-06 09:00:00,5585.746288059509,2083.637161780702,1334.329182448027
2016-01-06 10:00:00,5373.294378619237,2004.3867499696064,1283.5784379613058
2016-01-06 11:00:00,5249.679121702924,1958.2748555528296,1254.0490901905623
2016-01-06 12:00:00,5163.488667339256,1926.1234429319582,1233.4598201852734
2016-01-06 13:00:00,5227.375451494781,1949.9549724623407,1248.7211650576146
2016-01-06 14:00:00,5292.018292267532,1974.0685319279949,1264.1631175615814
2016-01-06 15:00:00,5480.6544182652115,2044.4350007780606,1309.2247216521043
2016-01-06 16:00:00,5583.100089899221,2082.650057007254,1333.697055737338
2016-01-06 17:00:00,5567.978957554717,2077.009458301838,1330.0849031048313
2016-01-06 18:00:00,5494.263437375264,2049.5115396129345,1312.4756590213603
2016-01-06 19:00:00,5284.835754403894,1971.3892475429218,1262.4473450611406
2016-01-06 20:00:00,4776.009651011358,1781.5831011056705,1140.8984089772855
2016-01-06 21:00:00,3939.433004051715,1469.516977728526,941.0560645838447
2016-01-06 22:00:00,3334.9657385801966,1244.0340444795177,796.6602630993835
2016-01-06 23:00:00,3027.2506953695547,1129.2478608243005,723.1529570278694
2016-01-07 00:00:00,3100.966215549009,1156.745779513204,740.7622011113405
2016-01-07 01:00:00,3186.02258498684,1188.4741472311694,761.0805596691913
2016-01-07 02:00:00,3385.6215319342828,1262.9300501426617,808.7609744182816
2016-01-07 03:00:00,3848.328181676083,1435.5323705283938,919.2928449729909
2016-01-07 04:00:00,5118.125270305745,1909.2016468157096,1222.6233622877528
2016-01-07 05:00:00,6146.74029804058,2292.903373751639,1468.3400451140305
2016-01-07 06:00:00,5907.826406997428,2203.781914206065,1411.2680335204227
2016-01-07 07:00:00,5854.524415483054,2183.8988037694735,1398.5351954908363
2016-01-07 08:00:00,5634.511939870532,2101.828092605669,1345.9783746878616
2016-01-07 09:00:00,5411.475237789109,2018.6292617007819,1292.6991233583856
2016-01-07 10:00:00,5201.669526509126,1940.3659546631334,1242.580505582353
2016-01-07 11:00:00,5074.652014815299,1892.9849255376387,1212.2384234692956
2016-01-07 12:00:00,4988.461560451629,1860.8335129167667,1191.6491534640068
2016-01-07 13:00:00,5055.75059938467,1885.9341771558684,1207.723232678662
2016-01-07 14:00:00,5120.015411848808,1909.9067216538867,1223.0748813668163
2016-01-07 15:00:00,5313.56590585845,1982.1063850832124,1269.3104350629037
2016-01-07 16:00:00,5405.048756542696,2016.2320072509801,1291.1639584895702
2016-01-07 17:00:00,5423.572143664711,2023.1417406651144,1295.588845464391
2016-01-07 18:00:00,5343.430142238844,1993.2465675264093,1276.4444365121049
2016-01-07 19:00:00,5144.965280217239,1919.2137095178232,1229.0349332104524
2016-01-07 20:00:00,4652.016365786432,1735.3301917212589,1111.2787573907294
2016-01-07 21:00:00,3798.806473247835,1417.059409768156,907.463045101531
2016-01-07 22:00:00,3178.0839905059747,1185.5128329108256,759.184179537125
2016-01-07 23:00:00,2602.3468764890135,970.7470372021083,621.6514680544273
2016-01-08 00:00:00,2649.6004150655863,988.3739081565337,632.9394450310111
2016-01-08 01:00:00,2751.668058390983,1026.447949418092,657.3214753004322
2016-01-08 02:00:00,2947.108693943688,1099.3526876855951,704.0085480755831
2016-01-08 03:00:00,3435.143240362531,1281.4030109028993,820.5907742897414
2016-01-08 04:00:00,4785.08233041806,1784.9674603289204,1143.0657005567896
2016-01-08 05:00:00,5705.581261889697,2128.3389065211245,1362.9554920606433
2016-01-08 06:00:00,5423.572143664711,2023.1417406651144,1295.588845464391
2016-01-08 07:00:00,5256.48363125795,1960.813124970267,1255.6745588751905
2016-01-08 08:00:00,5038.36129718849,1879.4474886446399,1203.5692571512793
2016-01-08 09:00:00,4803.6057175400765,1791.877193743055,1147.4905875316106
2016-01-08 10:00:00,4670.917781217061,1742.3809401030292,1115.793948181363
2016-01-08 11:00:00,4505.719410353363,1680.757399246358,1076.3311806712259
2016-01-08 12:00:00,4436.162201568648,1654.8106452014442,1059.7152785616943
2016-01-08 13:00:00,4434.272060025584,1654.1055703632674,1059.263759482631
2016-01-08 14:00:00,4523.864769166767,1687.5261176928573,1080.6657638302338
2016-01-08 15:00:00,4745.389358013739,1770.1608887272032,1133.5837998964594
2016-01-08 16:00:00,4937.427738788932,1841.7964922859874,1179.4581383292962
2016-01-08 17:00:00,4975.6085979588015,1856.039004017163,1188.5788237263757
2016-01-08 18:00:00,4925.330832913329,1837.2840133216546,1176.5684162232906
2016-01-08 19:00:00,4761.266546975468,1776.0835173678902,1137.3765601605915
2016-01-08 20:00:00,4356.020200142781,1624.915472062739,1040.570869609408
2016-01-08 21:00:00,3442.7038065347833,1284.2233102556074,822.3968506059949
2016-01-08 22:00:00,2797.031455424493,1043.3697455343406,668.1579331979528
2016-01-08 23:00:00,2521.4488184459215,940.5698341281324,602.3264514705157
2016-01-09 00:00:00,2603.102933106238,971.0290671373791,621.8320756860526
2016-01-09 01:00:00,2616.3339239076786,975.9645910046182,624.9927092394961
2016-01-09 02:00:00,2848.0652770871916,1062.4067661651197,680.3489483326634
2016-01-09 03:00:00,3440.0576083744945,1283.2362054821594,821.7647238953061
2016-01-09 04:00:00,4752.193867568766,1772.6991581446405,1135.2092685810871
2016-01-09 05:00:00,5316.968160635963,1983.3755197919309,1270.1231694052176
2016-01-09 06:00:00,5022.862136535376,1873.6658749715887,1199.8668007029598
2016-01-09 07:00:00,4894.332511607096,1825.7207859755515,1169.1635033266514
2016-01-09 08:00:00,4707.208498843869,1755.9183769960275,1124.4631144993793
2016-01-09 09:00:00,4495.1346177122105,1676.8089801525668,1073.802673828471
2016-01-09 10:00:00,4373.409502338959,1631.4021605739672,1044.724845136791
2016-01-09 11:00:00,4249.416217114032,1585.1492511895556,1015.1051935502348
2016-01-09 12:00:00,4216.527754264737,1572.8809490052756,1007.2487615745324
2016-01-09 13:00:00,4297.803840616442,1603.199167046887,1026.6640819742565
2016-01-09 14:00:00,4390.420776226526,1637.7478341175606,1048.7885168483613
2016-01-09 15:00:00,4543.900269523234,1694.9999109775338,1085.4518660683054
2016-01-09 16:00:00,4757.108235580729,1774.5323527239007,1136.383218186652
2016-01-09 17:00:00,4807.00797231759,1793.1463284517738,1148.3033218739245
2016-01-09 18:00:00,4765.046830061594,1777.4936670442441,1138.2795983187182
2016-01-09 19:00:00,4639.163403293604,1730.535682821655,1108.2084276530986
2016-01-09 20:00:00,4218.7959241164135,1573.727038811088,1007.7905844694085
2016-01-09 21:00:00,3328.1612290251705,1241.4957750620806,795.0347944147557
2016-01-09 22:00:00,2751.2900300823703,1026.3069344504568,657.2311714846196
2016-01-09 23:00:00,2538.082064024874,946.7744927040899,606.2998193662731
2016-01-10 00:00:00,2626.162659931606,979.6309801631387,627.3406084506255
2016-01-10 01:00:00,2691.9395856301953,1004.1675845316987,643.0534724020303
2016-01-10 02:00:00,2916.866429254681,1088.071490274763,696.7842428105695
2016-01-10 03:00:00,3388.2677300945707,1263.9171549161094,809.3931011289703
2016-01-10 04:00:00,4653.906507329495,1736.035266559436,1111.730276469793
2016-01-10 05:00:00,5523.371617138433,2060.369692120861,1319.4290528389363
2016-01-10 06:00:00,5321.504500339314,1985.0676994035557,1271.2068151949697
2016-01-10 07:00:00,5182.390082769884,1933.174191313728,1237.975010975907
2016-01-10 08:00:00,4987.705503834404,1860.551482981496,1191.4685458323816
2016-01-10 09:00:00,4772.985424542458,1780.4549813645872,1140.175978450784
2016-01-10 10:00:00,4574.898590829465,1706.5631383236368,1092.8567789649446
2016-01-10 11:00:00,4442.210654506449,1657.0668846836106,1061.160139614697
2016-01-10 12:00:00,4430.49177693946,1652.6954206869132,1058.360721324504
2016-01-10 13:00:00,4464.892353023204,1665.5277827417349,1066.5783685634574
2016-01-10 14:00:00,4541.254071362946,1694.012806204086,1084.8197393576168
2016-01-10 15:00:00,4716.2811782505705,1759.3027362192772,1126.6304060788837
2016-01-10 16:00:00,4879.211379262594,1820.0801872701356,1165.551350694145
2016-01-10 17:00:00,4909.831672260212,1831.502399648603,1172.865959774971
2016-01-10 18:00:00,4862.956161992253,1814.0165436618133,1161.6682866141998
2016-01-10 19:00:00,4669.783696291223,1741.957895200123,1115.523036733925
2016-01-10 20:00:00,4242.611707559006,1582.6109817721183,1013.4797248656067
2016-01-10 21:00:00,3338.3679933577105,1245.3031791882365,797.4729974416978
2016-01-10 22:00:00,2715.7553690727877,1013.0515274927291,648.7426127982285
2016-01-10 23:00:00,2692.317613938808,1004.308599499334,643.1437762178429
2016-01-11 00:00:00,2805.726106522582,1046.6130897899548,670.2349209616443
2016-01-11 01:00:00,2872.2590888383966,1071.4317240937855,686.1283925446744
2016-01-11 02:00:00,3094.539734302595,1154.348525063402,739.2270362425248
2016-01-11 03:00:00,3592.024988436752,1339.9242224715913,858.066857852
2016-01-11 04:00:00,4928.355059382228,1838.4121330627377,1177.2908467497919
2016-01-11 05:00:00,5850.366104088316,2182.3476391254835,1397.5418535168965
2016-01-11 06:00:00,5670.046600880115,2115.083499563397,1354.4669333742524
2016-01-11 07:00:00,5507.494428176704,2054.4470634801737,1315.6362925748037
2016-01-11 08:00:00,5298.066745205334,1976.324771410161,1265.607978614584
2016-01-11 09:00:00,5054.994542767445,1885.6521472205977,1207.5426250470368
2016-01-11 10:00:00,4842.920661635786,1806.542750377137,1156.8821843761284
2016-01-11 11:00:00,4715.903149941959,1759.1617212516417,1126.5401022630708
2016-01-11 12:00:00,4688.3070834132395,1748.8676286142575,1119.947923708746
2016-01-11 13:00:00,4729.8901973606235,1764.3792750541518,1129.8813434481397
2016-01-11 14:00:00,4815.70262341568,1796.3896727073877,1150.3803096376157
2016-01-11 15:00:00,5012.655372202835,1869.8584708454323,1197.4285976760175
2016-01-11 16:00:00,5142.319082056951,1918.2266047443754,1228.4028064997638
2016-01-11 17:00:00,5152.147818080877,1921.8929939028963,1230.7507057108933
2016-01-11 18:00:00,5104.516251195691,1904.1251079808355,1219.3724249184968
2016-01-11 19:00:00,4950.658729590371,1846.7320161532268,1182.6187718827398
2016-01-11 20:00:00,4475.855173972968,1669.6172168031615,1069.197179222025
2016-01-11 21:00:00,3522.4677796520377,1313.9774684266772,841.4509557424685
2016-01-11 22:00:00,2868.478805752271,1070.0215744174316,685.2253543865477
2016-01-11 23:00:00,2684.000991149331,1001.2062702113552,641.1570922699642
2016-01-12 00:00:00,2794.7632855728175,1042.523655728528,667.6161103030768
2016-01-12 01:00:00,2864.320494357533,1068.4704097734423,684.2320124126084
2016-01-12 02:00:00,3086.6011398217306,1151.3872107430584,737.3306561104588
2016-01-12 03:00:00,3584.464422264501,1337.1039231188831,856.2607815357466
2016-01-12 04:00:00,4915.502096889401,1833.6176241631342,1174.220517012161
2016-01-12 05:00:00,5837.891169904102,2177.6941451935154,1394.5618275950785
2016-01-12 06:00:00,5654.169411918387,2109.16087092271,1350.6741731101204
2016-01-12 07:00:00,5494.641465683877,2049.6525545805703,1312.5659628371732
2016-01-12 08:00:00,5281.811527934993,1970.261127801839,1261.7249145346395
2016-01-12 09:00:00,5041.763551966004,1880.7166233533585,1204.3819914935934
2016-01-12 10:00:00,4829.689670834345,1801.6072265098976,1153.7215508226848
2016-01-12 11:00:00,4705.696385609419,1755.354317125486,1124.1018992361287
2016-01-12 12:00:00,4678.478347389313,1745.201239455737,1117.6000244976165
2016-01-12 13:00:00,4715.903149941959,1759.1617212516417,1126.5401022630708
2016-01-12 14:00:00,4802.093604305627,1791.3131338725134,1147.12937226836
2016-01-12 15:00:00,5002.070579561682,1865.910051751641,1194.9000908332625
2016-01-12 16:00:00,5128.710062946897,1913.1500659095007,1225.1518691305075
2016-01-12 17:00:00,5141.563025439726,1917.9445748091046,1228.2221988681383
2016-01-12 18:00:00,5094.309486863152,1900.3177038546792,1216.9342218915544
2016-01-12 19:00:00,4940.451965257831,1842.9246120270705,1180.1805688557974
2016-01-12 20:00:00,4465.270381331817,1665.6687977093702,1066.66867237927
2016-01-12 21:00:00,3514.15115686256,1310.8751391386984,839.4642717945896
2016-01-12 22:00:00,2860.5402112714064,1067.060260097088,683.3289742544815
2016-01-12 23:00:00,2809.8844179173207,1048.164254433944,671.2282629355836
2016-01-13 00:00:00,2916.866429254681,1088.071490274763,696.7842428105695
2016-01-13 01:00:00,2986.4236380393963,1114.018244319677,713.400144920101
2016-01-13 02:00:00,3208.326255194982,1196.7940303216578,766.4084848021388
2016-01-13 03:00:00,3698.628971465501,1379.6904433447748,883.5325339111732
2016-01-13 04:00:00,5025.130306387049,1874.5119647774004,1200.4086235978357
2016-01-13 05:00:00,5962.640511746253,2224.229084513198,1424.3620868132598
2016-01-13 06:00:00,5769.846074353836,2152.311451019143,1378.3071407487978
2016-01-13 07:00:00,5639.804336191108,2103.8023021525646,1347.2426281092387
2016-01-13 08:00:00,5425.084256899161,2023.7058005356562,1295.9500607276418
2016-01-13 09:00:00,5182.390082769884,1933.174191313728,1237.975010975907
2016-01-13 10:00:00,4969.182116712387,1853.6417495673613,1187.0436588575603
2016-01-13 11:00:00,4842.164605018561,1806.2607204418662,1156.701576744503
2016-01-13 12:00:00,4802.849660922853,1791.5951638077843,1147.3099798999854
2016-01-13 13:00:00,4848.969114573587,1808.7989898593034,1158.3270454291312
2016-01-13 14:00:00,4930.623229233905,1839.25822286855,1177.832669644668
2016-01-13 15:00:00,5126.441893095222,1912.3039761036885,1224.6100462356317
2016-01-13 16:00:00,5251.191234937374,1958.838915423371,1254.4103054538127
2016-01-13 17:00:00,5255.727574640725,1960.531095034996,1255.493951243565
2016-01-13 18:00:00,5202.803611434964,1940.78899956604,1242.8514170297915
2016-01-13 19:00:00,5037.227212262653,1879.0244437417334,1203.298345703841
2016-01-13 20:00:00,4553.72900554716,1698.6663001360544,1087.7997652794352
2016-01-13 21:00:00,3620.377111582696,1350.5003450442464,864.8396440379503
2016-01-13 22:00:00,2974.7047604724066,1109.6467803229793,710.6007266299081
2016-01-13 23:00:00,2667.3677455703773,995.0016116353976,637.1837243742067
2016-01-14 00:00:00,2770.191445512999,1033.3576828322268,661.7463622752531
2016-01-14 01:00:00,2844.284994001066,1060.9966164887658,679.4459101745367
2016-01-14 02:00:00,3037.079431393482,1132.9142499828208,725.500856238999
2016-01-14 03:00:00,3517.1753833314615,1312.0032588797817,840.1867023210912
2016-01-14 04:00:00,4807.00797231759,1793.1463284517738,1148.3033218739245
2016-01-14 05:00:00,5783.455093463889,2157.387989854017,1381.5580781180538
2016-01-14 06:00:00,5589.526571145635,2085.047311457056,1335.2322206061535
2016-01-14 07:00:00,5438.315247700602,2028.6413244028952,1299.110694281085
2016-01-14 08:00:00,5226.997423186169,1949.8139574947056,1248.6308612418022
2016-01-14 09:00:00,5006.22889095642,1867.4612163956306,1195.893432807202
2016-01-14 10:00:00,4802.471632614239,1791.4541488401487,1147.2196760841725
2016-01-14 11:00:00,4667.515526439547,1741.1118053943103,1114.9812138390491
2016-01-14 12:00:00,4619.127902937137,1723.061889536979,1103.422325415027
2016-01-14 13:00:00,4667.515526439547,1741.1118053943103,1114.9812138390491
2016-01-14 14:00:00,4744.2552730879015,1769.737843824297,1133.3128884490213
2016-01-14 15:00:00,4937.427738788932,1841.7964922859874,1179.4581383292962
2016-01-14 16:00:00,5055.372571076056,1885.793162188233,1207.6329288628494
2016-01-14 17:00:00,5077.676241284198,1894.1130452787218,1212.960853995797
2016-01-14 18:00:00,5027.776504547339,1875.4990695508486,1201.0407503085244
2016-01-14 19:00:00,4859.931935523351,1812.8884239207298,1160.9458560876985
2016-01-14 20:00:00,4398.737399016003,1640.8501634055397,1050.77520079624
2016-01-14 21:00:00,3492.981571580256,1302.978300951116,834.4072581090802
2016-01-14 22:00:00,2847.309220469966,1062.124736229849,680.1683407010381
2016-01-14 23:00:00,2441.684845328666,910.8156759570625,583.2723463340421
2016-01-15 00:00:00,2486.6702140535635,927.5964571056753,594.0185004157498
2016-01-15 01:00:00,2584.579545984222,964.1193337232445,617.4071887112317
2016-01-15 02:00:00,2768.6793322785497,1032.7936229616853,661.3851470120024
2016-01-15 03:00:00,3229.873868785899,1204.8318834768759,771.5558023034611
2016-01-15 04:00:00,4507.987580205038,1681.603489052171,1076.873003566102
2016-01-15 05:00:00,5374.050435236463,2004.668779904877,1283.759045592931
2016-01-15 06:00:00,5106.406392738756,1904.8301828190122,1219.8239439975598
2016-01-15 07:00:00,4949.902672973147,1846.4499862179557,1182.4381642511141
2016-01-15 08:00:00,4743.499216470676,1769.455813889026,1133.132280817396
2016-01-15 09:00:00,4520.084486080641,1686.1159680165035,1079.7627256721073
2016-01-15 10:00:00,4397.603314090164,1640.427118502633,1050.5042893488019
2016-01-15 11:00:00,4240.721566015943,1581.905906933941,1013.0282057865433
2016-01-15 12:00:00,4176.456753551804,1557.9333624359228,997.6765570983894
2016-01-15 13:00:00,4172.676470465678,1556.5232127595689,996.7735189402626
2016-01-15 14:00:00,4258.866924829346,1588.6746253804406,1017.3627889455516
2016-01-15 15:00:00,4469.050664417942,1667.0789473857242,1067.5717105373967
2016-01-15 16:00:00,4653.5284790208825,1735.8942515918004,1111.63997265398
2016-01-15 17:00:00,4689.81919664769,1749.4316884847988,1120.3091389719964
2016-01-15 18:00:00,4642.94368637973,1731.9458324980094,1109.1114658112253
2016-01-15 19:00:00,4487.952079848572,1674.1296957674945,1072.0869013280303
2016-01-15 20:00:00,4105.387431532638,1531.4225485204674,980.6994397256072
2016-01-15 21:00:00,3240.4586614270515,1208.7803025706671,774.0843091462158
2016-01-15 22:00:00,2629.1868864005064,980.7590999042219,628.0630389771269
2016-01-15 23:00:00,2155.139387400329,803.9263304894275,514.8220539480374
2016-01-16 00:00:00,2232.6351906659083,832.8343988546851,533.334336189635
2016-01-16 01:00:00,2237.171530369259,834.5265784663098,534.417981979387
