0,AT,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,SE,SI,SK
2016-01-01 00:00:00,194.17084799999998,291.39738267000007,147.00248779999998,178.61249999999998,174.68957665,1532.4901249,153.39589934999998,31.80765,205.9370066,749.6855527199999,338.7140236,1775.7491115,51.784034999999996,123.9521432,127.989915,668.3935899999999,38.342141,12.435203,22.008317175000002,400.39474734999993,485.335178,481.39485495,187.222994,216.90018750000002,539.92807725,32.3037,83.78999999999999
2016-01-01 01:00:00,182.347071,269.51185552000004,141.63615675,181.4187,171.7359095,1464.38722825,150.378311,30.909356250000002,192.5515882,729.17501862,334.2444499999999,1711.59826155,48.060416399999994,114.3015368,124.621662,625.8500012,37.48823325,11.625838799999999,21.050682112500002,370.24527985000003,480.33507280000003,458.82748334999997,185.47703325000003,210.78844049999998,525.24158025,30.772499999999997,80.28
2016-01-01 02:00:00,168.30638249999998,251.78647765,138.75705539999998,185.9766,169.1029906,1397.0764609,142.90529985,30.10719375,181.002163,716.164888035,330.932586,1600.52775095,45.2920302,106.2913576,119.951371,588.788872,37.08369155,11.234136399999999,20.7120453,345.02024945000005,472.1628372,441.12496649999997,182.782172,207.2353655,514.5622218,29.5224,77.49
2016-01-01 03:00:00,161.473719,239.59733802999997,138.02673525,183.3801,167.36580135,1355.1450088000001,135.9835155,29.82958125,175.05641020000002,716.2308790499999,332.25606,1595.74808055,43.6813701,102.13238239999998,114.472354,568.5533512000001,37.2306167,11.142034599999999,20.7985495125,321.2709605,469.1861664,432.15748905,181.19790875,204.21215475,509.44612875,29.0478,77.19
2016-01-01 04:00:00,162.178551,231.53079429,136.84622595,176.73420000000002,165.51433194999998,1321.02468445,129.29960165,29.62003125,173.1409226,736.507047615,337.529452,1520.8182853,43.7071647,103.05333919999998,113.055496,568.465304,38.1156257,11.0396036,21.4032087375,306.09211354999997,471.74685,428.8171701,181.557377,201.25766950000002,511.28590590000005,29.303399999999996,76.92
2016-01-01 05:00:00,160.5757635,230.53372066,137.64524845,175.7799,166.21309495,1241.1998486999998,126.27430539999999,29.933887499999997,171.9428458,774.846890265,337.99591719999995,1534.9271313999998,44.839805250000005,103.7523348,114.95566400000001,592.5382628,39.0422066,10.8726492,21.927159037499997,301.83546714999994,473.85991980000006,427.99033605,186.01363525,198.45750024999998,523.7024307,30.3315,77.19
2016-01-01 06:00:00,170.9381505,226.74399599999998,148.6105098,170.07209999999998,165.30203684999998,1204.2033778999999,122.7595772,30.42515625,190.2638902,842.8842175499999,344.078042,1553.37575085,44.37127605,106.02180480000001,118.134262,607.6052276,39.0706,9.4714292,22.108161225,303.55471155,481.58087179999995,422.78691779999997,198.05969825,194.27955,531.31067085,31.526400000000002,76.87599999999999
2016-01-01 07:00:00,176.55425599999998,229.03760943,164.3611472,168.2834,165.79446905,1189.5253948,121.13953654999999,30.547181249999998,225.65451899999996,901.3731433099999,345.1374852,1559.87499555,47.50299315,107.8693408,123.089313,676.454774,40.09476685,9.861042999999999,22.507833075,311.74672804999994,493.88179759999997,422.39764679999996,222.06428275000002,197.14942075,548.1922158,33.21815,82.786
2016-01-01 08:00:00,190.27361,234.20652408,173.2263202,177.3931,183.30890995000001,1244.4619392000002,120.78385410000001,31.73529375,257.77041840000004,974.279162265,347.0476048,1601.4493989,52.21907985,114.1996568,133.909178,834.1760308,41.998720850000005,9.7028218,23.377909725,317.76159494999996,504.546621,437.26343340000005,240.13053675000003,203.20830999999998,550.97344605,36.27415,89.1035
2016-01-01 09:00:00,205.3710915,247.97646038999997,178.23337514999997,190.6315,200.95675049999997,1362.9482901499998,123.30816255,32.7061875,281.2461466,1053.86484937,353.91401759999997,1628.40035895,56.224671900000004,119.4261116,142.960718,973.4379655999999,43.50089455,10.150773999999998,24.467400375,342.85291530000006,520.0085646,455.08929285,275.4067135,206.65200775,562.9649379,40.0617,94.0555
2016-01-01 10:00:00,217.3364125,262.89665696,177.79801255,200.40619999999998,211.536342,1497.5721396500003,125.37520655000002,32.975081249999995,286.137913,1217.72666351,356.185188,1720.0192226499998,58.62290084999999,123.39701479999998,161.29185800000002,1070.6907712,43.94306105,10.513006,24.732598537499996,361.4248869,528.5444133999999,471.1832278499999,297.20993400000003,209.34563625,581.2564047000001,41.203900000000004,96.306
2016-01-01 11:00:00,223.73709649999998,277.40652085,172.43342485,206.3988,218.53272865000002,1575.26287605,124.81622044999999,32.875837499999996,271.7979312,1360.95556345,357.08216359999994,1815.5088585499998,58.1793687,127.8330784,179.27570099999997,1104.308826,43.444268050000005,11.230936999999999,24.7579253625,365.09775644999996,533.5515034,482.77333304999996,326.51940049999996,208.1009975,591.7204386000001,41.46175,94.67099999999999
2016-01-01 12:00:00,218.551985,285.69675506,165.62630474999997,213.59099999999998,218.79893745,1543.6482907,122.1418071,32.73950625,240.74054639999997,1426.325883925,359.3884332,1911.8418632,55.4241075,126.717142,196.46458,1031.0932076,42.57777815,11.3452056,24.79336425,366.5795862499999,534.9200079999999,495.33210825,358.99831025,204.9819855,596.98136745,40.722649999999994,94.0475
2016-01-01 13:00:00,213.065686,283.71277480000003,157.9242649,202.54309999999998,215.63433655000003,1455.53137105,118.25238584999998,33.55805625,220.48689379999996,1447.6370552899998,372.4483048,1894.6402539499998,53.17971135,125.60620440000001,212.970878,919.275774,42.152848299999995,11.483203399999999,25.267412399999998,372.2018327,542.0523583999999,497.5449408,353.51975749999997,198.47306675000002,605.2224172499999,38.57135,90.642
2016-01-01 14:00:00,206.53561599999998,284.17617155,153.61961995000001,186.8408,207.96527145000002,1348.0507667499999,115.65038075,36.2201625,198.6144154,1388.92630057,381.63214999999997,1779.2241141,52.372157249999994,126.24771679999999,219.097941,806.6742992,44.2236324,11.380574199999998,27.2927802,382.47861459999996,553.2782038,508.0319748,338.7175035,196.309762,621.68143125,36.632299999999994,88.038
2016-01-01 15:00:00,205.93692950000002,285.14389585999993,166.58991945,174.8028,206.20049559999998,1343.69808405,122.7759251,37.13701875,196.1833318,1299.651394495,379.82631399999997,1787.47793125,56.5895118,130.7017048,224.05855200000002,741.1142004000001,47.02049185,11.904173,28.615829774999998,394.38674414999997,559.8287414,556.7658521999999,334.312729,217.273258,636.9899364,38.0835,87.72
2016-01-01 16:00:00,227.142255,302.51316288,172.95141819999998,175.92749999999998,206.29771250000002,1488.5711123,129.2430097,37.233149999999995,213.6670624,1265.260760745,379.2296616,1809.86249355,63.228240449999994,139.0662192,227.277692,850.3783304,47.3636874,12.794031999999998,28.204135349999998,436.82235704999994,554.442608,572.5586403000001,310.6012657499999,225.65051575,640.21411695,40.8531,93.99
2016-01-01 17:00:00,234.6239535,311.73912838,170.7391965,183.396,204.75280809999998,1559.46055475,132.53165815,37.0577625,216.69111279999998,1345.16619258,380.2782132,2017.65959685,63.98413289999999,138.8664056,233.130684,878.4834067999999,46.949630649999996,13.987608999999999,28.104701924999997,455.2254918,549.3516761999999,576.5186611500001,295.17414925,226.26131924999999,631.4005942499999,40.999500000000005,93.99
2016-01-01 18:00:00,228.332742,312.86941949000004,165.32164485,185.8791,203.55428795,1576.5276232,131.53162360000002,36.6504,213.8896396,1375.28479221,372.8896672,2061.3310012,64.5112236,138.4054548,229.97526,892.2987584,46.3034435,13.9187796,27.8129335875,451.2220753,537.0973338,578.051454,279.10239249999995,225.07784325,620.1854256,41.6421,94.5
2016-01-01 19:00:00,218.3801055,308.1749577,160.52736919999998,183.17489999999998,201.44188659999998,1566.2298027999998,133.23576889999998,35.671518750000004,207.7063586,1397.1860599499998,361.42220239999995,2035.9153647,64.14009899999999,135.71831279999998,219.377333,879.0705027999999,44.70073515,13.8582308,27.187633875,447.7881533,529.2542604,572.03797935,271.05861649999997,221.66312025,614.34271275,40.3653,93.66
2016-01-01 20:00:00,204.42198299999998,303.62229579999996,158.05593305,180.8913,191.32516409999997,1537.5418958,137.33102005,34.009162499999995,196.7318852,1396.82315505,366.1818776,1981.50488605,64.9040598,132.92700320000003,206.641799,838.1473536,42.41854875,13.5070582,25.64152395,434.20544744999995,520.6269266,554.75034555,264.9746795,213.8035495,609.20464455,38.3832,93.66
2016-01-01 21:00:00,202.9690425,311.49900467,151.67075864999998,179.40329999999997,186.32315544999997,1577.3369683499998,139.50795735,32.65395,187.887808,1364.90169348,361.6002352,2006.5168926,62.266431149999995,128.02012839999998,192.016241,779.2138696,40.0666548,13.513689,24.0230517375,415.49802465,506.43643900000006,536.6840409,248.5947365,205.65824425,593.9078481,35.7894,89.82
