PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
500,KW Silz,DE,HDAM,WAT,0.85,0,0,0.18,0.18,0,0,0,0,0.85,0.3,0,,,295000,0,0,0.86
480,Waldeck II,DE,HPHS,WAT,0.86,0,0,0.625,0.625,0,0,0,0,0.86,0.3,0,,,3024,0,480,0.86
472,Kraftwerk Zolling,DE,STUR,HRD,0.395,8,6,0.0105932203,0.0105932203,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
427,KW Hafen,DE,STUR,HRD,0.395,8,6,0.0117096019,0.0117096019,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
400,Sued GuD2,DE,COMC,GAS,0.525,5,1,0.027925,0.027925,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
400,Global Tech I,DE,WTOF,WIN,1,0,0,0.35,0.35,0,0,0,0,1,0,0,,,,,,
352,Kraftwerk Buschhaus,DE,STUR,LIG,0.385,8,6,0.0142045455,0.0142045455,136849.915,0,0,0.3,0.385,7,1,,,,,,
345,Kraftwerk Farge,DE,STUR,HRD,0.395,8,6,0.0144927536,0.0144927536,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
333,Nord 2,DE,STUR,HRD,0.395,8,6,0.015015015,0.015015015,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
323,Kiel,DE,STUR,HRD,0.395,8,6,0.0154798762,0.0154798762,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
321,Huntorf,DE,COMC,GAS,0.525,5,1,0.0347975078,0.0347975078,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
312,Borkum Riffgrund I,DE,WTOF,WIN,1,0,0,0.4487179487,0.4487179487,0,0,0,0,1,0,0,,,,,,
298,Sued GuD1,DE,COMC,GAS,0.525,5,1,0.0374832215,0.0374832215,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
289,KW Kahtai,DE,HPHS,WAT,0.86,0,0,1.0380622837,1.0380622837,0,0,0,0,0.86,0.3,0,,,1820.7,0,289,0.86
288,OWP Butendiek,DE,WTOF,WIN,1,0,0,0.4861111111,0.4861111111,0,0,0,0,1,0,0,,,,,,
288,DanTysk,DE,WTOF,WIN,1,0,0,0.4861111111,0.4861111111,0,0,0,0,1,0,0,,,,,,
288,Offshore Windpark,DE,WTOF,WIN,1,0,0,0.4861111111,0.4861111111,0,0,0,0,1,0,0,,,,,,
288,Amrumbank West,DE,WTOF,WIN,1,0,0,0.4861111111,0.4861111111,0,0,0,0,1,0,0,,,,,,
277,HKW West,DE,STUR,HRD,0.395,8,6,0.0180505415,0.0180505415,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
272,GKW Hannover (GKH),DE,STUR,HRD,0.395,8,6,0.0183823529,0.0183823529,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
267,KW Hastedt,DE,COMC,GAS,0.525,5,1,0.041835206,0.041835206,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
230,Heizkraftwerk Linden (GKL),DE,COMC,GAS,0.525,5,1,0.0485652174,0.0485652174,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
228,PSW Erzhausen,DE,HPHS,WAT,0.86,0,0,1.3157894737,1.3157894737,0,0,0,0,0.86,0.3,0,,,1436.4,0,228,0.86
227,Kraftwerk HKW West,DE,STUR,HRD,0.395,8,6,0.0220264317,0.0220264317,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
200,Windpark Trianel Borkum West,DE,WTOF,WIN,1,0,0,0.7,0.7,0,0,0,0,1,0,0,,,,,,
160,Gemeinschaftskraftwerk Burghausen,DE,COMC,GAS,0.525,5,1,0.0698125,0.0698125,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
150,KW Mittelsbueren,DE,COMC,GAS,0.525,5,1,0.0744666667,0.0744666667,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
147,Windpark Havelland,DE,WTON,WIN,1,0,0,0.9183673469,0.9183673469,0,0,0,0,1,0,0,,,,,,
124,HKW Niederrad,DE,COMC,GAS,0.525,5,1,0.0900806452,0.0900806452,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
123,HKW Nord 1,DE,STUR,HRD,0.395,8,6,0.0406504065,0.0406504065,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
113,Offshore-Windpark RIFFGAT,DE,WTOF,WIN,1,0,0,1.2389380531,1.2389380531,0,0,0,0,1,0,0,,,,,,
100,KW Herrenhausen (KWH),DE,COMC,GAS,0.525,5,1,0.1117,0.1117,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
4179,Neurath,DE,STUR,LIG,0.385,8,6,0.0011964585,0.0011964585,136849.915,0,0,0.3,0.385,7,1,,,,,,
3366,Niederau??em,DE,STUR,LIG,0.385,8,6,0.0014854427,0.0014854427,136849.915,0,0,0.3,0.385,7,1,,,,,,
2572,Gundremmingen,DE,STUR,NUC,0.405,24,24,0.0013335925,0.0013335925,200000,0,0,0.9,0.405,72,0,,,,,,
2426,Weisweiler,DE,STUR,LIG,0.385,8,6,0.0020610058,0.0020610058,136849.915,0,0,0.3,0.385,7,1,,,,,,
2005,Gersteinwerk,DE,COMC,GAS,0.525,5,1,0.0055710723,0.0055710723,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
1820,Emsland 1,DE,COMC,GAS,0.525,5,1,0.0061373626,0.0061373626,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
1390,Kraftwerk Voerde,DE,STUR,HRD,0.395,8,6,0.0035971223,0.0035971223,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
1184,Emsland 2,DE,STUR,NUC,0.405,24,24,0.0028969595,0.0028969595,200000,0,0,0.9,0.405,72,0,,,,,,
1291,Vianden,DE,HPHS,WAT,0.86,0,0,0.2323780015,0.2323780015,0,0,0,0,0.86,0.3,0,,,8133.3,0,1291,0.86
1095,Walsum,DE,STUR,HRD,0.395,8,6,0.00456621,0.00456621,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
1014,Westfalen,DE,STUR,HRD,0.395,8,6,0.0049309665,0.0049309665,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
995,Kraftwerk Lausward,DE,COMC,GAS,0.525,5,1,0.0112261307,0.0112261307,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
870,Schluchsee,DE,HPHS,WAT,0.86,0,0,0.3448275862,0.3448275862,0,0,0,0,0.86,0.3,0,,,5481,0,870,0.86
866,HKW Niehl,DE,COMC,GAS,0.525,5,1,0.0128983834,0.0128983834,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
834,KW Hamm-Uentrop,DE,COMC,GAS,0.525,5,1,0.0133932854,0.0133932854,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
792,Ibbenbaren,DE,STUR,HRD,0.395,8,6,0.0063131313,0.0063131313,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
785,KW Mainz-Wiesbaden,DE,COMC,GAS,0.525,5,1,0.0142292994,0.0142292994,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
784,Knapsack 1,DE,COMC,GAS,0.525,5,1,0.014247449,0.014247449,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
750,KW Lanen,DE,STUR,HRD,0.395,8,6,0.0066666667,0.0066666667,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
740,Herne,DE,STUR,HRD,0.395,8,6,0.0067567568,0.0067567568,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
726,Bexbach,DE,STUR,HRD,0.395,8,6,0.0068870523,0.0068870523,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
717,Bergkamen,DE,STUR,HRD,0.395,8,6,0.0069735007,0.0069735007,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
690,Scholven,DE,STUR,HRD,0.395,8,6,0.0072463768,0.0072463768,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
656,Weiher,DE,STUR,HRD,0.395,8,6,0.0076219512,0.0076219512,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
640,GK-West,DE,STUR,HRD,0.395,8,6,0.0078125,0.0078125,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
587,GuD Dormagen,DE,COMC,GAS,0.525,5,1,0.0190289608,0.0190289608,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
580,Frimmersdorf,DE,STUR,LIG,0.385,8,6,0.0086206897,0.0086206897,136849.915,0,0,0.3,0.385,7,1,,,,,,
473,Luenen,DE,STUR,HRD,0.395,8,6,0.0105708245,0.0105708245,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
426,Knapsack 2,DE,COMC,GAS,0.525,5,1,0.0262206573,0.0262206573,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
424,HERDECKE,DE,COMC,GAS,0.525,5,1,0.0263443396,0.0263443396,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
412,GuD Ludwigshafen Mitte,DE,COMC,GAS,0.525,5,1,0.0271116505,0.0271116505,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
390,Voelklingen,DE,STUR,HRD,0.395,8,6,0.0128205128,0.0128205128,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
39,Kaunertal (TIWAG),DE,HDAM,WAT,0.85,0,0,2.3076923077,2.3076923077,0,0,0,0,0.85,0.3,0,,,23010,0,0,0.86
325,Elverlingsen,DE,STUR,HRD,0.395,8,6,0.0153846154,0.0153846154,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
71,RUHRORT-KW,DE,STUR,HRD,0.395,8,6,0.0704225352,0.0704225352,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
316,GuD Ludwigshafen Sad,DE,COMC,GAS,0.525,5,1,0.0353481013,0.0353481013,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
310,Ensdorf,DE,STUR,HRD,0.395,8,6,0.0161290323,0.0161290323,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
278,HKW III,DE,COMC,GAS,0.525,5,1,0.0401798561,0.0401798561,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
250,Hagen-Kabel,DE,COMC,GAS,0.525,5,1,0.04468,0.04468,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
153,Koepchenwerk,DE,HPHS,WAT,0.86,0,0,1.9607843137,1.9607843137,0,0,0,0,0.86,0.3,0,,,963.9,0,153,0.86
123,Kraftwerk Ramerbracke,DE,COMC,GAS,0.525,5,1,0.0908130081,0.0908130081,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
117,Kraftwerk Ensdorf,DE,STUR,HRD,0.395,8,6,0.0427350427,0.0427350427,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
113,Frechen/Wachtberg,DE,STUR,LIG,0.385,8,6,0.0442477876,0.0442477876,136849.915,0,0,0.3,0.385,7,1,,,,,,
110,HKW Merkenich,DE,COMC,GAS,0.525,5,1,0.1015454545,0.1015454545,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
38994,DispaSET PHOT_DE,DE,PHOT,SUN,1,0,0,0.0230804739,0.0230804739,0,0,0,0,1,0,0,,,,,,
39790,DispaSET WindOn_DE,DE,WTON,WIN,1,0,0,0.0033928123,0.0033928123,0,0,0,0,1,0,0,,,,,,
6609,DispaSET Biomass_DE,DE,STUR,BIO,0.45,8,6,0.0007565441,0.0007565441,2000,0,0,0.2,0.45,7,0,,,,,,
1145,DispaSET FossilBrownCoal_DE,DE,STUR,LIG,0.385,8,6,0.0043668122,0.0043668122,136849.915,0,0,0.3,0.385,7,1,,,,,,
8808,DispaSET FossilGas_DE,DE,COMC,GAS,0.525,5,1,0.0012681653,0.0012681653,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
4183,DispaSET FossilHardCoal_DE,DE,STUR,HRD,0.395,8,6,0.0011953144,0.0011953144,117242.17,0,0,0.3,0.395,7,0.95,,,,,,
1946,DispaSET FossilOil_DE,DE,STUR,OIL,0.41,8,6,0.0025693731,0.0025693731,35280.965,0,0,0.3,0.41,7,0.79,,,,,,
3397,DispaSET HydroRiver_DE,DE,HROR,WAT,1,0,0,0.0647630262,0.0647630262,0,0,0,0,1,0.3,0,,,,,,
1403,DispaSET Waste_DE,DE,STUR,WST,0.465,7.335,7.335,0.2300784034,0.2300784034,0,0,0,0.3,0.465,0,0,,,,,,
1000,DispaSET FossilGas_DE2,DE,COMC,GAS,0.525,5,1,0.01117,0.01117,112542.12,0,0,0.4,0.525,1,0.45,,,,,,
