Total Forecast,Total Measured & Upscaled,Monitored Capacity,Total Forecast,Total Measured & Upscaled,Monitored Capacity ,Total Forecast ,Total Measured & Upscaled ,Monitored Capacity
205506,203512,493190,87610,91065,179359,117896,112447,313831
201913,184659,493190,86275,85642,179359,115639,99017,313831
198267,181560,493190,84928,83391,179359,113339,98169,313831
194642,179411,493190,83593,81015,179359,111049,98395,313831
191023,176240,493190,82252,83770,179359,108771,92469,313831
187271,169431,493190,80806,78541,179359,106465,90890,313831
183471,173476,493190,79343,80011,179359,104128,93465,313831
179709,167125,493190,77901,73035,179359,101807,94089,313831
175941,151772,493190,76444,60812,179359,99497,90960,313831
172178,163317,493190,74844,67167,179359,97334,96150,313831
168410,166277,493190,73222,65121,179359,95188,101156,313831
164663,168715,493190,71627,67663,179359,93037,101053,313831
160938,169522,493190,70021,70328,179359,90917,99194,313831
158850,157007,493190,69338,69632,179359,89512,87375,313831
156826,151821,493190,68675,67579,179359,88151,84242,313831
154817,137936,493190,68023,58954,179359,86794,78982,313831
152772,153752,493190,67356,64888,179359,85416,88863,313831
151325,156380,493190,67244,69781,179359,84081,86599,313831
149852,148215,493190,67133,64519,179359,82719,83696,313831
148421,136553,493190,67032,59466,179359,81388,77088,313831
146948,137928,493190,66926,58517,179359,80021,79411,313831
145225,143129,493190,66433,62638,179359,78792,80491,313831
143519,145045,493190,65941,63750,179359,77578,81295,313831
141759,144415,493190,65432,62025,179359,76328,82390,313831
140042,149789,493190,64944,65376,179359,75098,84413,313831
140811,147206,493190,65400,61508,179359,75411,85699,313831
141537,136027,493190,65866,53966,179359,75670,82062,313831
142316,121992,493190,66328,45412,179359,75988,76580,313831
143074,110013,493190,66794,38227,179359,76280,71785,313831
143900,105626,493190,67525,35528,179359,76375,70098,313831
144674,104440,493190,68278,36704,179359,76396,67736,313831
145527,113060,493190,69036,42273,179359,76492,70788,313831
146333,122616,493190,69783,48148,179359,76550,74468,313831
147456,116498,493190,70503,41098,179359,76953,75400,313831
148606,118410,493190,71203,41845,179359,77403,76564,313831
149724,132564,493190,71924,50079,179359,77801,82485,313831
150880,126851,493190,72629,46567,179359,78251,80285,313831
154118,135689,493190,74828,52824,179359,79290,82865,313831
157324,142941,493190,77038,58705,179359,80286,84236,313831
160572,144141,493190,79237,60579,179359,81335,83562,313831
163805,144413,493190,81452,59484,179359,82353,84929,313831
166683,156235,493190,83466,65086,179359,83217,91149,313831
169555,161145,493190,85495,69131,179359,84059,92015,313831
172443,165938,493190,87520,70502,179359,84923,95436,313831
175331,166904,493190,89550,69798,179359,85782,97107,313831
178956,155420,493190,92258,61686,179359,86698,93735,313831
182623,176195,493190,94987,74683,179359,87636,101513,313831
186269,154953,493190,97700,63043,179359,88569,91910,313831
189905,148978,493190,100403,55388,179359,89502,93590,313831
191373,170033,493190,101399,71413,179359,89974,98620,313831
192851,178763,493190,102395,75310,179359,90456,103453,313831
194308,190838,493190,103381,85629,179359,90927,105209,313831
195760,191054,493190,104383,90759,179359,91378,100295,313831
196757,192753,493190,105072,89342,179359,91685,103411,313831
197822,191180,493190,105766,89547,179359,92056,101633,313831
198829,185996,493190,106460,91748,179359,92369,94248,313831
199830,190479,493190,107149,95020,179359,92682,95459,313831
200747,203189,493190,107939,102846,179359,92809,100343,313831
201622,208627,493190,108718,106838,179359,92904,101789,313831
202475,213830,493190,109497,110084,179359,92978,103746,313831
203381,210665,493190,110276,111697,179359,93105,98968,313831
202973,217109,493190,110466,112204,179359,92507,104905,313831
202528,222947,493190,110668,114947,179359,91860,108000,313831
202141,216480,493190,110874,112641,179359,91267,103840,313831
201706,211534,493190,111070,108361,179359,90636,103173,313831
201447,208293,493190,111267,107159,179359,90180,101133,313831
201229,201463,493190,111468,105096,179359,89762,96366,313831
200975,201768,493190,111664,106378,179359,89311,95390,313831
200753,203730,493190,111871,108286,179359,88882,95444,313831
200943,216117,493190,112157,113960,179359,88786,102157,313831
201092,205814,493190,112454,109868,179359,88638,95946,313831
201282,202866,493190,112756,109257,179359,88527,93609,313831
201510,219780,493190,113063,116459,179359,88447,103320,313831
206783,225598,493190,114430,116365,179359,92353,109233,313831
212040,220350,493190,115792,110633,179359,96248,109717,313831
217356,221609,493190,117165,110321,179359,100191,111288,313831
222607,237534,493190,118527,124193,179359,104081,113341,313831
227711,247760,493190,119724,128649,179359,107986,119111,313831
232734,251844,493190,120917,129652,179359,111818,122192,313831
237774,267111,493190,122114,136002,179359,115660,131109,313831
242867,272528,493190,123302,138924,179359,119565,133603,313831
247912,271975,493190,124552,137415,179359,123360,134560,313831
252994,271847,493190,125808,136754,179359,127186,135093,313831
258071,278727,493190,127059,137605,179359,131012,141122,313831
263148,295276,493190,128309,144779,179359,134838,150497,313831
266561,296576,493190,129131,140205,179359,137430,156371,313831
270016,285526,493190,129942,133025,179359,140074,152501,313831
273408,287119,493190,130758,134495,179359,142650,152624,313831
283360,288445,493190,133906,135335,179359,149454,153110,313831
288071,296759,493190,135109,138200,179359,152962,158559,313831
292756,280636,493190,136317,124731,179359,156439,155905,313831
297446,292286,493190,137509,130084,179359,159936,162202,313831
302146,315882,493190,138707,143923,179359,163439,171958,313831
306879,331063,493190,140026,146250,179359,166852,184813,313831
311563,334706,493190,141320,146839,179359,170244,187868,313831
316285,327164,493190,142623,143738,179359,173662,183426,313831
321002,326827,493190,143937,145677,179359,177064,181150,313831
322353,319318,493190,144128,142265,179359,178225,177054,313831
323683,311163,493190,144319,138345,179359,179364,172818,313831
325066,313311,493190,144515,138067,179359,180551,175244,313831
326386,313494,493190,144695,142322,179359,181691,171171,313831
327795,308109,493190,144870,139369,179359,182925,168741,313831
329216,309661,493190,145045,139591,179359,184171,170071,313831
330662,318743,493190,145215,145584,179359,185448,173158,313831
332051,323091,493190,145384,147848,179359,186667,175244,313831
333604,324962,493190,145596,145614,179359,188007,179348,313831
335130,321520,493190,145787,143216,179359,189343,178304,313831
336661,334989,493190,145994,146184,179359,190668,188806,313831
338193,335845,493190,146190,147436,179359,192003,188409,313831
336380,341866,493190,145024,145325,179359,191357,196541,313831
334573,346719,493190,143858,145388,179359,190715,201332,313831
332787,348817,493190,142692,145982,179359,190095,202836,313831
330970,334689,493190,141526,135744,179359,189444,198945,313831
329221,352945,493190,140095,147725,179359,189126,205221,313831
327462,358774,493190,138665,151017,179359,188797,207757,313831
325723,363686,493190,137239,152904,179359,188484,210782,313831
323996,360840,493190,135798,152215,179359,188198,208625,313831
322014,361671,493190,134600,153945,179359,187414,207726,313831
320053,359864,493190,133397,152300,179359,186656,207564,313831
318071,346740,493190,132183,148441,179359,185888,198299,313831
316078,350576,493190,130980,147631,179359,185098,202945,313831
314653,366616,493190,129179,151223,179359,185474,215393,313831
313238,364515,493190,127377,148279,179359,185861,216235,313831
311802,347492,493190,125570,137847,179359,186232,209645,313831
310392,344705,493190,123773,137468,179359,186619,207238,313831
308574,370286,493190,121887,149800,179359,186688,220486,313831
306789,364958,493190,120005,146163,179359,186783,218795,313831
304997,350600,493190,118135,139219,179359,186863,211382,313831
303196,347729,493190,116243,139543,179359,186953,208186,313831
301871,346377,493190,114436,131549,179359,187435,214828,313831
300503,339203,493190,112602,129616,179359,187901,209587,313831
299147,333340,493190,110790,128331,179359,188357,205009,313831
297795,337135,493190,108956,126351,179359,188839,210783,313831
302411,339686,493190,111426,133522,179359,190986,206165,313831
307043,351846,493190,113890,144312,179359,193153,207534,313831
311685,347585,493190,116354,142092,179359,195331,205493,313831
316317,352413,493190,118818,144887,179359,197499,207527,313831
320223,349797,493190,120689,143655,179359,199534,206142,313831
324123,347859,493190,122544,140373,179359,201579,207486,313831
328007,356794,493190,124409,144337,179359,203598,212457,313831
331940,334486,493190,126280,129235,179359,205660,205251,313831
337186,294247,493190,129359,109406,179359,207827,184840,313831
342438,254973,493190,132438,86405,179359,210000,168569,313831
347658,271840,493190,135511,98363,179359,212146,173477,313831
352883,263804,493190,138569,97589,179359,214314,166215,313831
357048,263036,493190,140334,98864,179359,216714,164172,313831
361192,272756,493190,142088,106289,179359,219104,166466,313831
365358,274387,493190,143842,111624,179359,221516,162763,313831
369475,240818,493190,145586,89679,179359,223890,151140,313831
373657,270210,493190,147594,106351,179359,226063,163859,313831
377790,296194,493190,149571,117247,179359,228219,178947,313831
381961,282602,493190,151563,111583,179359,230397,171018,313831
386100,269450,493190,153551,109695,179359,232549,159756,313831
390074,279438,493190,154939,112581,179359,235135,166857,313831
394107,286322,493190,156349,117464,179359,237758,168857,313831
398140,285125,493190,157748,126490,179359,240392,158634,313831
402120,302487,493190,159152,133654,179359,242968,168833,313831
401945,295365,493190,158686,132860,179359,243259,162505,313831
401786,283482,493190,158209,125395,179359,243577,158086,313831
401590,273055,493190,157732,120372,179359,243858,152683,313831
401431,268070,493190,157250,116331,179359,244181,151739,313831
398829,273196,493190,154589,115436,179359,244240,157761,313831
396253,255764,493190,151918,108729,179359,244335,147035,313831
393699,256352,493190,149258,107536,179359,244441,148816,313831
391118,253270,493190,146587,105898,179359,244531,147372,313831
389724,247760,493190,145326,103370,179359,244399,144390,313831
388352,242705,493190,144038,96343,179359,244314,146361,313831
386969,268975,493190,142766,110726,179359,244202,158250,313831
385564,284914,493190,141494,118267,179359,244070,166647,313831
383233,292212,493190,141722,121990,179359,241510,170221,313831
380949,292076,493190,141945,119880,179359,239004,172195,313831
378612,276054,493190,142178,114017,179359,236433,162037,313831
376296,290055,493190,142395,112833,179359,233900,177222,313831
372618,302188,493190,141452,123177,179359,231166,179010,313831
368877,308269,493190,140525,129790,179359,228352,178479,313831
365135,293085,493190,139555,119150,179359,225580,173935,313831
361431,289194,493190,138612,120074,179359,222819,169120,313831
358203,308967,493190,137928,132143,179359,220276,176824,313831
355008,294153,493190,137255,118894,179359,217753,175260,313831
351802,303907,493190,136577,122286,179359,215225,181621,313831
348580,323610,493190,135888,128899,179359,212692,194711,313831
342348,346514,493190,133932,139692,179359,208415,206822,313831
336068,342331,493190,131961,135261,179359,204107,207071,313831
329830,328170,493190,129984,126668,179359,199846,201502,313831
265994,309402,493190,94017,114740,179359,171977,194662,313831
267504,300163,493190,93333,109867,179359,174171,190297,313831
268961,291407,493190,92639,109197,179359,176322,182209,313831
270482,287699,493190,91971,108529,179359,178511,179171,313831
271955,281880,493190,91282,104925,179359,180673,176955,313831
273874,271573,493190,90906,93521,179359,182968,178052,313831
275792,252055,493190,90525,79217,179359,185268,172838,313831
277695,236276,493190,90132,71947,179359,187562,164329,313831
279624,232082,493190,89740,72167,179359,189883,159915,313831
274981,230386,493190,88802,75037,179359,186179,155349,313831
270307,229822,493190,87864,76414,179359,182443,153408,313831
265670,225875,493190,86916,73255,179359,178755,152621,313831
261007,216268,493190,85967,65689,179359,175040,150578,313831
256720,222457,493190,85845,68180,179359,170874,154277,313831
252448,223040,493190,85707,68899,179359,166741,154141,313831
248140,224684,493190,85575,71068,179359,162565,153616,313831
243858,228091,493190,85443,70483,179359,158415,157607,313831
238786,233072,493190,84711,70136,179359,154075,162936,313831
233704,238693,493190,83975,70540,179359,149730,168154,313831
228622,241120,493190,83238,71002,179359,145384,170118,313831
223535,249461,493190,82501,78840,179359,141033,170621,313831
215252,258939,493190,79560,81134,179359,135692,177805,313831
206985,255211,493190,76624,76532,179359,130360,178680,313831
198675,257034,493190,73683,78471,179359,124992,178562,313831
190397,260390,493190,70731,82496,179359,119666,177894,313831
181871,260612,493190,67266,83912,179359,114605,176700,313831
173402,245744,493190,63800,76028,179359,109603,169717,313831
164875,224286,493190,60344,61775,179359,104531,162512,313831
156396,215436,493190,56879,59035,179359,99518,156401,313831
147636,219733,493190,53270,65479,179359,94367,154254,313831
138855,208683,493190,49656,61402,179359,89200,147280,313831
130053,204011,493190,46047,57578,179359,84006,146433,313831
121293,230415,493190,42443,74901,179359,78850,155513,313831
118898,193103,493190,41834,48848,179359,77064,144255,313831
116524,177581,493190,41235,38770,179359,75289,138811,313831
114118,199194,493190,40625,57079,179359,73492,142116,313831
111733,212413,493190,40026,63217,179359,71706,149196,313831
110085,208219,493190,39772,60641,179359,70313,147578,313831
108453,180835,493190,39544,54830,179359,68908,126005,313831
106783,174200,493190,39300,56096,179359,67483,118104,313831
105146,172927,493190,39057,63656,179359,66089,109271,313831
103900,159328,493190,38861,61377,179359,65040,97951,313831
102692,166804,493190,38659,67959,179359,64033,98845,313831
101436,168377,493190,38453,70115,179359,62984,98262,313831
100180,157722,493190,38256,69146,179359,61924,88576,313831
105835,154559,493190,40922,72224,179359,64913,82334,313831
111505,145772,493190,43604,68191,179359,67901,77581,313831
117181,159763,493190,46259,73890,179359,70922,85873,313831
122851,166830,493190,48924,72970,179359,73927,93860,313831
125882,189136,493190,50265,76543,179359,75617,112592,313831
128887,183402,493190,51611,74632,179359,77276,108769,313831
131902,186658,493190,52936,76572,179359,78967,110086,313831
134918,194773,493190,54287,76881,179359,80631,117892,313831
138548,201940,493190,55994,82742,179359,82554,119198,313831
142220,204560,493190,57700,88414,179359,84520,116146,313831
145851,191455,493190,59406,81399,179359,86444,110056,313831
149459,188320,493190,61123,78042,179359,88336,110278,313831
154579,191477,493190,64134,81861,179359,90445,109616,313831
159677,194497,493190,67144,85708,179359,92533,108789,313831
164807,197487,493190,70148,86680,179359,94658,110806,313831
169905,201705,493190,73164,92966,179359,96741,108739,313831
174446,218886,493190,75416,97898,179359,99030,120988,313831
178935,221599,493190,77642,97701,179359,101293,123898,313831
183423,235711,493190,79883,106802,179359,103540,128909,313831
187933,221830,493190,82120,94550,179359,105813,127280,313831
191044,210621,493190,84059,93785,179359,106985,116836,313831
194134,212801,493190,85999,95035,179359,108135,117766,313831
197239,207897,493190,87939,95569,179359,109300,112328,313831
200350,194414,493190,89873,85720,179359,110477,108694,313831
194462,183768,493190,87970,74521,179359,106492,109247,313831
188643,162812,493190,86047,58907,179359,102597,103905,313831
182798,133236,493190,84144,49244,179359,98654,83991,313831
176921,133735,493190,82231,48254,179359,94690,85482,313831
171176,136314,493190,80122,58653,179359,91055,77661,313831
165432,134548,493190,78018,65026,179359,87414,69522,313831
159682,138611,493190,75914,67931,179359,83768,70681,313831
153927,153764,493190,73805,72095,179359,80122,81669,313831
149576,164769,493190,71987,79355,179359,77589,85414,313831
145257,181147,493190,70170,88925,179359,75087,92222,313831
140917,188473,493190,68352,97933,179359,72565,90540,313831
136571,197717,493190,66529,100703,179359,70042,97014,313831
142046,206751,493190,69724,105023,179359,72321,101729,313831
147477,221756,493190,72920,112067,179359,74557,109690,313831
152893,234336,493190,76105,116113,179359,76789,118223,313831
158315,248258,493190,79290,120763,179359,79025,127494,313831
163143,254774,493190,82030,122152,179359,81113,132621,313831
167933,260142,493190,84764,126347,179359,83169,133795,313831
172734,264044,493190,87520,131948,179359,85215,132096,313831
177552,257756,493190,90254,129665,179359,87297,128091,313831
181410,254713,493190,92242,128125,179359,89168,126587,313831
185241,248980,493190,94208,124448,179359,91033,124532,313831
189083,241663,493190,96190,119115,179359,92893,122548,313831
192941,246023,493190,98177,123928,179359,94764,122095,313831
193068,251200,493190,98468,124916,179359,94600,126284,313831
193211,257301,493190,98760,126902,179359,94452,130398,313831
193328,258119,493190,99041,124685,179359,94287,133434,313831
186921,255248,493190,97626,122773,179359,89295,132474,313831
188246,248194,493190,96577,116226,179359,91669,131968,313831
189550,217978,493190,95506,92788,179359,94043,125191,313831
190874,208854,493190,94446,89223,179359,96428,119631,313831
192226,213930,493190,93402,91143,179359,98824,122788,313831
192729,220565,493190,92067,92587,179359,100662,127978,313831
193196,233265,493190,90710,94579,179359,102485,138685,313831
193710,234589,493190,89369,93603,179359,104340,140986,313831
194187,235990,493190,88034,94096,179359,106153,141894,313831
201065,251040,493190,90519,102454,179359,110546,148585,313831
207923,251698,493190,93010,100286,179359,114913,151412,313831
214775,255826,493190,95501,101364,179359,119274,154462,313831
221632,258829,493190,97986,104201,179359,123646,154628,313831
227536,254974,493190,100016,99367,179359,127520,155608,313831
233429,261885,493190,102056,100134,179359,131373,161751,313831
239359,260239,493190,104096,99998,179359,135262,160241,313831
245246,256631,493190,106126,100491,179359,139120,156140,313831
250615,280535,493190,107896,114623,179359,142719,165912,313831
255957,296241,493190,109661,121646,179359,146296,174595,313831
261261,308043,493190,111420,125608,179359,149841,182435,313831
266651,325864,493190,113185,134071,179359,153466,191793,313831
274579,355742,493190,113556,147951,179359,161023,207791,313831
282501,368084,493190,113932,151771,179359,168569,216313,313831
290429,368388,493190,114308,152731,179359,176121,215657,313831
298378,371601,493190,114674,152318,179359,183704,219283,313831
309899,394902,493190,117742,159854,179359,192157,235048,313831
321479,402417,493190,120816,158929,179359,200662,243488,313831
333031,418692,493190,123884,163915,179359,209147,254777,313831
344563,426307,493190,126958,165907,179359,217605,260400,313831
357992,427270,493190,130811,163551,179359,227181,263719,313831
371399,385077,493190,134679,140556,179359,236720,244521,313831
384833,332301,493190,138532,98716,179359,246301,233585,313831
398267,325539,493190,142395,92136,179359,255872,233403,313831
401892,309034,493190,143842,79796,179359,258050,229238,313831
405538,306880,493190,145278,78855,179359,260260,228025,313831
409168,309035,493190,146730,78186,179359,262438,230849,313831
412756,299542,493190,148156,74916,179359,264600,224626,313831
414430,292019,493190,148225,74456,179359,266206,217563,313831
416073,298682,493190,148294,77444,179359,267780,221238,313831
417721,302067,493190,148352,85304,179359,269369,216763,313831
419369,384535,493190,148421,139111,179359,270949,245423,313831
420556,409371,493190,148288,162793,179359,272268,246578,313831
421701,400619,493190,148156,152464,179359,273545,248154,313831
422878,361417,493190,148023,128363,179359,274854,233054,313831
424070,361143,493190,147891,118775,179359,276179,242368,313831
418400,343330,493190,145257,103939,179359,273143,239391,313831
412745,326087,493190,142618,96862,179359,270127,229224,313831
407054,313048,493190,139974,91921,179359,267080,221127,313831
401420,318427,493190,137345,99316,179359,264075,219111,313831
395792,335718,493190,135050,119363,179359,260742,216355,313831
390164,333885,493190,132766,122870,179359,257398,211015,313831
384494,331036,493190,130472,124145,179359,254022,206891,313831
378839,325794,493190,128177,123880,179359,250662,201914,313831
374149,311892,493190,126635,114992,179359,247515,196901,313831
369502,307161,493190,125098,111799,179359,244404,195361,313831
364849,320884,493190,123545,124305,179359,241304,196578,313831
360138,319967,493190,122008,126759,179359,238129,193208,313831
353572,309840,493190,120604,120338,179359,232968,189503,313831
347032,310533,493190,119221,122501,179359,227811,188032,313831
340445,319212,493190,117827,128074,179359,222618,191138,313831
333900,321497,493190,116428,130998,179359,217472,190499,313831
326900,314959,493190,115156,130513,179359,211744,184446,313831
319974,317277,493190,113906,131533,179359,206068,185744,313831
313026,324251,493190,112634,137353,179359,200392,186897,313831
306078,311348,493190,111388,127304,179359,194690,184044,313831
298368,309525,493190,109830,127286,179359,188537,182239,313831
290700,278301,493190,108304,116328,179359,182395,161973,313831
282968,256836,493190,106746,99139,179359,176222,157697,313831
275310,238420,493190,105220,86747,179359,170090,151673,313831
264028,234235,493190,101288,83697,179359,162740,150539,313831
252766,225416,493190,97345,78846,179359,155421,146569,313831
241563,222670,493190,93413,78872,179359,148151,143797,313831
230286,220340,493190,89470,73740,179359,140816,146600,313831
219799,214704,493190,85771,68587,179359,134028,146117,313831
209274,211163,493190,82077,71882,179359,127197,139281,313831
198829,206320,493190,78368,69445,179359,120461,136876,313831
188325,193074,493190,74669,63942,179359,113657,129132,313831
177297,183540,493190,70710,60108,179359,106587,123432,313831
166301,193316,493190,66746,66276,179359,99555,127040,313831
155262,191853,493190,62798,63540,179359,92464,128313,313831
144282,184315,493190,58839,62292,179359,85443,122023,313831
139868,169240,493190,56698,52113,179359,83169,117128,313831
135458,153633,493190,54563,44860,179359,80896,108774,313831
131076,157028,493190,52417,43868,179359,78659,113160,313831
126661,147158,493190,50276,37231,179359,76386,109927,313831
122607,146040,493190,48463,31845,179359,74144,114195,313831
118574,158236,493190,46635,32238,179359,71940,125998,313831
114557,151752,493190,44833,26162,179359,69724,125590,313831
110509,151596,493190,43010,24224,179359,67499,127372,313831
106396,148517,493190,40880,23896,179359,65517,124621,313831
102263,140303,493190,38755,20359,179359,63508,119944,313831
98087,132549,493190,36608,16917,179359,61479,115631,313831
93964,137454,493190,34478,21411,179359,59486,116043,313831
93158,141040,493190,33778,20965,179359,59380,120076,313831
92353,138680,493190,33074,18403,179359,59279,120276,313831
91489,149836,493190,32353,24180,179359,59136,125657,313831
102883,163375,493190,32109,30419,179359,70774,132956,313831
105029,181527,493190,32067,36662,179359,72962,144865,313831
107197,184179,493190,32030,40985,179359,75167,143194,313831
109375,191474,493190,31977,46306,179359,77398,145168,313831
111542,197404,493190,31945,48091,179359,79597,149314,313831
114679,199577,493190,32432,48816,179359,82247,150761,313831
117843,203722,493190,32920,51805,179359,84923,151917,313831
120980,204628,493190,33408,52303,179359,87573,152325,313831
124149,204981,493190,33900,49338,179359,90249,155644,313831
125861,201756,493190,33773,44872,179359,92088,156884,313831
127594,201265,493190,33657,41474,179359,93937,159792,313831
129290,198501,493190,33529,37717,179359,95760,160783,313831
131007,191182,493190,33397,41047,179359,97610,150136,313831
131680,188377,493190,32888,40682,179359,98792,147695,313831
132337,196031,493190,32379,44388,179359,99958,151643,313831
133010,206662,493190,31876,50544,179359,101134,156118,313831
133662,212472,493190,31367,52808,179359,102295,159664,313831
134240,208606,493190,30975,46644,179359,103264,161962,313831
134838,209956,493190,30588,48844,179359,104250,161111,313831
135411,205245,493190,30207,45256,179359,105204,159990,313831
135967,200129,493190,29820,43715,179359,106147,156414,313831
136910,209079,493190,31076,56175,179359,105835,152904,313831
137833,226345,493190,32337,67211,179359,105495,159134,313831
138765,245667,493190,33588,80485,179359,105178,165182,313831
139693,244492,493190,34844,78157,179359,104849,166335,313831
141383,258601,493190,36698,92033,179359,104685,166568,313831
143084,273166,493190,38564,104443,179359,104520,168723,313831
144791,285539,493190,40424,112766,179359,104367,172773,313831
146486,285822,493190,42279,108615,179359,104208,177207,313831
147345,282724,493190,43196,105614,179359,104149,177110,313831
148209,264804,493190,44112,88827,179359,104096,175977,313831
149089,271354,493190,45034,96511,179359,104054,174844,313831
