Day-Ahead forecast [MW],Intraday forecast [MW],Real-time Upscaled Measurement [MW],Corrected Upscaled Measurement [MW],Monitored Capacity [MWp]
0,215,408,0,870
0,218,395,0,870
0,218,382,0,870
0,218,364,0,870
0,217,340,0,870
0,217,324,0,870
0,212,311,0,870
0,206,289,0,870
0,201,274,0,870
0,195,253,0,870
0,184,239,0,870
0,174,222,0,870
0,162,203,0,870
0,151,181,0,870
0,136,164,0,870
0,121,137,0,870
0,107,111,0,870
0,92,82,0,870
0,75,55,0,870
0,58,37,0,870
0,41,21,0,870
0,25,8,0,870
0,13,3,0,870
0,1,1,0,870
0,1,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,1,0,870
0,0,4,0,870
0,12,9,0,870
0,25,23,0,870
0,35,39,0,870
0,46,56,0,870
0,64,76,0,870
0,82,109,0,870
0,100,143,0,870
0,118,167,0,870
0,136,202,0,870
0,154,231,0,870
0,172,255,0,870
0,190,278,0,870
0,204,298,0,870
0,217,307,0,870
0,231,327,0,870
0,245,339,0,870
0,250,340,0,870
0,254,347,0,870
0,259,340,0,870
0,264,322,0,870
0,263,306,0,870
0,262,299,0,870
0,262,288,0,870
0,261,269,0,870
0,257,269,0,870
0,254,272,0,870
0,250,266,0,870
0,247,256,0,870
0,234,258,0,870
0,221,244,0,870
0,208,246,0,870
0,195,234,0,870
0,179,209,0,870
0,163,181,0,870
0,147,165,0,870
0,131,149,0,870
0,114,136,0,870
0,97,112,0,870
0,80,98,0,870
0,64,71,0,870
0,52,50,0,870
0,39,29,0,870
0,26,14,0,870
0,12,5,0,870
0,6,2,0,870
0,0,1,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,1,0,870
0,0,2,0,870
0,4,6,0,870
0,9,12,0,870
0,12,22,0,870
0,15,32,0,870
0,22,41,0,870
0,28,49,0,870
0,34,65,0,870
0,40,68,0,870
0,42,78,0,870
0,44,75,0,870
0,45,78,0,870
0,47,81,0,870
0,51,84,0,870
0,54,87,0,870
0,57,84,0,870
0,61,76,0,870
0,63,78,0,870
0,65,102,0,870
0,67,118,0,870
0,69,109,0,870
0,72,100,0,870
0,75,94,0,870
0,78,105,0,870
0,82,108,0,870
0,85,114,0,870
0,89,128,0,870
0,92,143,0,870
0,94,155,0,870
0,94,164,0,870
0,94,181,0,870
0,93,195,0,870
0,92,178,0,870
0,95,167,0,870
0,99,163,0,870
0,102,149,0,870
0,105,135,0,870
0,97,121,0,870
0,90,105,0,870
0,83,88,0,870
0,76,65,0,870
0,60,54,0,870
0,44,35,0,870
0,28,20,0,870
0,11,9,0,870
0,7,3,0,870
0,2,1,0,870
0,1,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,1,0,870
0,0,1,0,870
0,5,3,0,870
0,11,9,0,870
0,15,17,0,870
0,19,29,0,870
0,30,48,0,870
0,41,70,0,870
0,52,91,0,870
0,62,107,0,870
0,75,133,0,870
0,87,161,0,870
0,100,178,0,870
0,112,195,0,870
0,123,211,0,870
0,135,231,0,870
0,146,242,0,870
0,158,257,0,870
0,165,279,0,870
0,171,293,0,870
0,178,296,0,870
0,184,299,0,870
0,188,316,0,870
0,192,319,0,870
0,197,316,0,870
0,200,316,0,870
0,195,306,0,870
0,190,303,0,870
0,185,302,0,870
0,180,291,0,870
0,172,287,0,870
0,165,280,0,870
0,157,269,0,870
0,148,254,0,870
0,139,237,0,870
0,130,216,0,870
0,121,193,0,870
0,111,173,0,870
0,99,151,0,870
0,86,126,0,870
0,74,97,0,870
0,62,66,0,870
0,50,44,0,870
0,38,27,0,870
0,21,16,0,870
0,5,7,0,870
0,2,2,0,870
0,0,1,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,3,0,870
0,10,9,0,870
0,21,25,0,870
0,29,41,0,870
0,38,57,0,870
0,51,76,0,870
0,64,103,0,870
0,77,131,0,870
0,90,155,0,870
0,103,179,0,870
0,117,196,0,870
0,130,215,0,870
0,144,232,0,870
0,151,255,0,870
0,158,281,0,870
0,165,287,0,870
0,173,295,0,870
0,176,299,0,870
0,180,286,0,870
0,184,279,0,870
0,188,282,0,870
0,188,273,0,870
0,188,267,0,870
0,188,259,0,870
0,188,261,0,870
0,179,272,0,870
0,171,286,0,870
0,162,289,0,870
0,154,277,0,870
0,149,265,0,870
0,144,229,0,870
0,139,206,0,870
0,133,166,0,870
0,126,142,0,870
0,118,118,0,870
0,110,95,0,870
0,102,78,0,870
0,90,65,0,870
0,77,52,0,870
0,65,44,0,870
0,53,32,0,870
0,44,21,0,870
0,34,13,0,870
0,19,8,0,870
0,3,4,0,870
0,2,1,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,1,0,870
0,8,1,0,870
0,15,3,0,870
0,25,8,0,870
0,34,15,0,870
0,50,25,0,870
0,65,38,0,870
0,81,51,0,870
0,97,64,0,870
0,116,77,0,870
0,136,103,0,870
0,155,133,0,870
0,175,154,0,870
0,194,183,0,870
0,212,214,0,870
0,231,242,0,870
0,250,257,0,870
0,261,263,0,870
0,271,260,0,870
0,281,265,0,870
0,291,267,0,870
0,295,266,0,870
0,299,273,0,870
0,302,273,0,870
0,306,277,0,870
0,300,275,0,870
0,295,277,0,870
0,288,279,0,870
0,282,281,0,870
0,275,280,0,870
0,267,271,0,870
0,258,261,0,870
0,250,258,0,870
0,232,261,0,870
0,215,237,0,870
0,197,213,0,870
0,179,193,0,870
0,161,170,0,870
0,142,140,0,870
0,124,114,0,870
0,105,85,0,870
0,84,56,0,870
0,63,31,0,870
0,37,14,0,870
0,10,6,0,870
0,5,2,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,1,0,870
0,0,1,0,870
0,15,5,0,870
0,29,19,0,870
0,46,36,0,870
0,62,55,0,870
0,87,77,0,870
0,112,109,0,870
0,136,143,0,870
0,161,175,0,870
0,184,209,0,870
0,206,237,0,870
0,229,274,0,870
0,252,309,0,870
0,268,330,0,870
0,284,367,0,870
0,300,393,0,870
0,316,411,0,870
0,324,418,0,870
0,333,420,0,870
0,342,441,0,870
0,350,441,0,870
0,350,444,0,870
0,350,450,0,870
0,350,453,0,870
0,350,438,0,870
0,335,413,0,870
0,320,378,0,870
0,306,350,0,870
0,291,303,0,870
0,274,263,0,870
0,256,237,0,870
0,238,202,0,870
0,221,178,0,870
0,199,166,0,870
0,178,151,0,870
0,157,126,0,870
0,136,103,0,870
0,117,86,0,870
0,99,69,0,870
0,81,54,0,870
0,63,41,0,870
0,53,29,0,870
0,43,17,0,870
0,23,9,0,870
0,3,3,0,870
0,2,1,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,6,1,0,870
0,12,4,0,870
0,20,10,0,870
0,29,18,0,870
0,44,29,0,870
0,59,41,0,870
0,74,56,0,870
0,89,70,0,870
0,109,84,0,870
0,128,103,0,870
0,147,125,0,870
0,167,146,0,870
0,185,160,0,870
0,204,173,0,870
0,222,184,0,870
0,240,197,0,870
0,253,201,0,870
0,265,204,0,870
0,277,217,0,870
0,290,223,0,870
0,296,214,0,870
0,301,217,0,870
0,307,217,0,870
0,313,219,0,870
0,307,213,0,870
0,301,205,0,870
0,294,203,0,870
0,288,206,0,870
0,277,191,0,870
0,267,184,0,870
0,255,192,0,870
0,244,187,0,870
0,227,170,0,870
0,211,158,0,870
0,195,133,0,870
0,178,115,0,870
0,158,98,0,870
0,138,77,0,870
0,118,61,0,870
0,98,43,0,870
0,78,29,0,870
0,57,16,0,870
0,29,7,0,870
0,0,3,0,870
0,0,1,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,9,1,0,870
0,17,6,0,870
0,28,16,0,870
0,40,26,0,870
0,63,40,0,870
0,86,57,0,870
0,109,78,0,870
0,132,103,0,870
0,157,133,0,870
0,183,159,0,870
0,208,182,0,870
0,233,206,0,870
0,255,231,0,870
0,277,245,0,870
0,299,262,0,870
0,321,281,0,870
0,333,300,0,870
0,345,311,0,870
0,357,318,0,870
0,369,309,0,870
0,372,297,0,870
0,376,295,0,870
0,378,297,0,870
0,381,283,0,870
0,371,285,0,870
0,360,273,0,870
0,350,261,0,870
0,339,244,0,870
0,323,217,0,870
0,308,206,0,870
0,292,210,0,870
0,276,195,0,870
0,255,173,0,870
0,235,157,0,870
0,214,139,0,870
0,193,119,0,870
0,172,100,0,870
0,150,85,0,870
0,129,68,0,870
0,108,49,0,870
0,87,33,0,870
0,66,20,0,870
0,33,10,0,870
0,0,4,0,870
0,0,1,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,10,2,0,870
0,21,9,0,870
0,35,22,0,870
0,49,38,0,870
0,73,57,0,870
0,98,82,0,870
0,122,109,0,870
0,147,136,0,870
0,174,161,0,870
0,201,184,0,870
0,228,206,0,870
0,256,226,0,870
0,278,247,0,870
0,301,271,0,870
0,323,288,0,870
0,345,300,0,870
0,357,317,0,870
0,368,335,0,870
0,379,350,0,870
0,390,359,0,870
0,393,362,0,870
0,395,366,0,870
0,398,359,0,870
0,400,347,0,870
0,389,334,0,870
0,379,320,0,870
0,369,306,0,870
0,358,296,0,870
0,343,288,0,870
0,328,264,0,870
0,312,239,0,870
0,297,216,0,870
0,275,196,0,870
0,253,169,0,870
0,231,151,0,870
0,208,126,0,870
0,184,102,0,870
0,160,81,0,870
0,137,62,0,870
0,113,43,0,870
0,93,28,0,870
0,74,15,0,870
0,37,7,0,870
0,0,3,0,870
0,0,1,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,1,2,0,870
0,2,5,0,870
0,3,12,0,870
0,4,18,0,870
0,7,27,0,870
0,10,34,0,870
0,13,39,0,870
0,16,43,0,870
0,18,48,0,870
0,20,51,0,870
0,22,58,0,870
0,24,63,0,870
0,25,66,0,870
0,26,72,0,870
0,28,79,0,870
0,29,82,0,870
0,30,88,0,870
0,31,97,0,870
0,32,104,0,870
0,34,109,0,870
0,33,105,0,870
0,32,102,0,870
0,32,106,0,870
0,31,99,0,870
0,31,102,0,870
0,31,104,0,870
0,30,112,0,870
0,30,113,0,870
0,30,129,0,870
0,30,138,0,870
0,30,139,0,870
0,30,124,0,870
0,30,113,0,870
0,31,107,0,870
0,31,97,0,870
0,31,86,0,870
0,27,73,0,870
0,23,65,0,870
0,19,51,0,870
0,16,38,0,870
0,12,24,0,870
0,9,15,0,870
0,4,7,0,870
0,0,3,0,870
0,0,1,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,10,2,0,870
0,20,13,0,870
0,32,28,0,870
0,44,46,0,870
0,67,64,0,870
0,89,84,0,870
0,112,104,0,870
0,135,129,0,870
0,154,157,0,870
0,173,179,0,870
0,192,214,0,870
0,211,249,0,870
0,222,287,0,870
0,233,304,0,870
0,244,324,0,870
0,255,339,0,870
0,256,346,0,870
0,257,350,0,870
0,258,359,0,870
0,259,359,0,870
0,253,350,0,870
0,246,343,0,870
0,240,327,0,870
0,233,305,0,870
0,218,295,0,870
0,203,289,0,870
0,189,285,0,870
0,174,271,0,870
0,161,251,0,870
0,148,234,0,870
0,135,223,0,870
0,122,192,0,870
0,110,173,0,870
0,99,157,0,870
0,87,139,0,870
0,76,119,0,870
0,66,106,0,870
0,56,84,0,870
0,46,65,0,870
0,35,44,0,870
0,31,32,0,870
0,26,19,0,870
0,13,8,0,870
0,0,2,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,3,1,0,870
0,7,6,0,870
0,12,15,0,870
0,17,28,0,870
0,34,49,0,870
0,52,76,0,870
0,70,107,0,870
0,88,124,0,870
0,108,142,0,870
0,129,170,0,870
0,149,199,0,870
0,169,220,0,870
0,188,238,0,870
0,206,260,0,870
0,224,275,0,870
0,242,294,0,870
0,249,283,0,870
0,255,275,0,870
0,261,280,0,870
0,267,279,0,870
0,263,268,0,870
0,258,285,0,870
0,254,282,0,870
0,249,258,0,870
0,239,235,0,870
0,228,190,0,870
0,218,175,0,870
0,207,173,0,870
0,197,177,0,870
0,187,158,0,870
0,177,138,0,870
0,167,122,0,870
0,151,108,0,870
0,135,97,0,870
0,119,80,0,870
0,103,65,0,870
0,87,53,0,870
0,72,41,0,870
0,57,31,0,870
0,42,20,0,870
0,35,13,0,870
0,28,6,0,870
0,14,3,0,870
0,0,1,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,0,0,0,870
0,1,0,0,870
0,1,2,0,870
0,3,3,0,870
0,4,6,0,870
0,16,10,0,870
0,28,15,0,870
0,40,22,0,870
0,52,29,0,870
0,73,36,0,870
0,93,40,0,870
