Total,Coal,Fuel,Gas,Nuclear,Water,Wind,Other,,
7821626,429000,0,2068317,4695200,57832,2241,569036,154226,-234174
7648992,429000,0,1911920,4692600,17443,3463,594566,63881,-223758
7688368,429000,0,1848932,4690600,116741,5578,597517,94120,-259332
7747082,429600,0,1805353,4687800,216024,4495,603810,143520,-294892
7736105,430800,0,1811781,4686600,205471,2980,598473,207496,-346476
7646968,431000,0,1761648,4684400,160395,2095,607430,160142,-318340
7677544,429000,0,1787845,4684400,135470,3601,637228,122377,-267266
7696167,432000,0,1808815,4684200,143402,4817,622933,94808,-220320
7645704,432800,0,1767792,4683800,143898,5052,612362,85134,-205372
7558414,434000,0,1700140,4679400,141487,2567,600820,69734,-249480
7553899,431200,0,1697277,4678200,140896,1481,604845,-58030,-188015
7582987,430400,0,1733052,4677000,140076,678,601781,-87498,-185307
7605396,430000,0,1765939,4681000,138862,296,589299,-81824,-209466
7541336,432000,0,1705999,4677400,127039,2473,596425,-345345,-16753
7516497,430200,0,1675417,4670000,137349,4200,599331,-474959,14029
7633705,414600,0,1789856,4676600,149236,2302,601111,-541926,57571
7661541,386000,0,1829225,4677600,161011,2421,605284,-570761,98332
7455726,385400,0,1685095,4676200,100135,3932,604964,-853710,324874
7350896,409200,0,1666548,4675400,16089,3140,580519,-1129848,300010
7547508,423600,0,1831704,4675000,20208,2707,594289,-1228988,385313
7870232,432800,0,1818712,4676600,343302,2275,596543,-1097675,571001
8171637,432800,0,1716613,4677600,723153,4877,616594,-993090,803907
8151709,430000,0,1744097,4674600,676480,10688,615844,-1197565,938068
8167892,431000,0,1737637,4676200,687615,13413,622027,-1336263,1035353
8157306,430000,0,1742445,4679200,694684,14428,596549,-1404450,1124206
8256162,429600,0,1770401,4678800,773855,19022,584484,-1139528,967755
8269716,430000,0,1787011,4681000,766327,19530,585848,-1184696,999053
8244225,430000,0,1756740,4683000,749219,17923,607343,-1102213,923187
8222588,428600,0,1763704,4685000,690403,15756,639125,-1220555,1033864
8131518,427600,0,1709640,4688000,700185,12848,593245,-1402024,1231377
8055443,427200,0,1634552,4688400,697238,9677,598376,-1463210,1237403
8070081,424800,0,1685937,4690200,671431,6411,591302,-1450248,1224973
8110928,429200,0,1753209,4688200,652007,6974,581338,-1519422,1287124
7780909,430400,0,1698995,4697400,369886,8620,575608,-1763786,1190856
7500252,430200,0,1702867,4702800,66911,7386,590088,-1821666,1009831
7567859,431800,0,1820060,4700800,9674,7662,597863,-1747184,934113
7645743,430800,0,1903355,4697000,8497,8955,597136,-1668089,864702
7540529,427600,0,1790356,4696200,8429,12048,605896,-1583243,494161
7577658,430400,0,1805618,4697000,8025,17110,619505,-1542014,296404
7611233,429400,0,1845923,4691000,8677,18007,618226,-1340325,109764
7656537,429800,0,1894666,4688400,9030,20021,614620,-1400627,191459
7612203,430800,0,1855065,4685200,9579,22533,609026,-1175981,76703
7534785,429000,0,1792664,4687400,8042,21291,596388,-942773,36090
7417594,430200,0,1691349,4690400,7775,18127,579743,-812706,-108733
7319780,430600,0,1589493,4689200,7956,15042,587489,-962702,11737
7232308,431400,0,1471809,4692800,8124,17560,610615,-1262870,17904
7242389,429200,0,1475226,4693200,8148,20806,615809,-1324514,24125
7191147,429400,0,1417390,4696600,8118,26688,612951,-1316904,9919
7117395,428800,0,1334204,4696600,8136,27243,622412,-1376361,55552
7173505,423800,0,1388086,4694600,8008,32627,626384,-1416473,204779
7061694,373800,0,1335687,4697200,8668,33267,613072,-1527820,158521
7016954,352400,0,1315349,4698800,9516,27845,613044,-1472531,131783
7010007,337800,0,1306302,4699200,9540,32794,624371,-1585696,277507
7074444,322600,0,1386469,4700000,13009,31761,620605,-1678168,520063
7177067,309000,0,1509141,4704600,12896,31088,610342,-1815603,659974
7126394,305600,0,1469883,4705000,12834,24585,608492,-1930581,738832
7114026,309200,0,1464340,4710800,12860,26927,589899,-1960222,840445
7184246,323400,0,1525149,4711800,12636,33665,577596,-2246526,1311697
7104556,345400,0,1398289,4712400,12623,40869,594975,-2249655,1209709
7156413,345400,0,1421142,4718200,12656,35542,623473,-2264108,1243941
7110264,346400,0,1358585,4727000,12623,29038,636618,-2317458,1301470
7045450,344200,0,1301000,4728400,12600,23360,635890,-2340626,1428385
7075300,345200,0,1339099,4725800,12493,18274,634434,-2436168,1405492
7124953,343800,0,1404147,4726400,12544,9107,628955,-2411063,1348497
7210159,360200,0,1482413,4726400,12547,9301,619298,-2361667,1290389
7164316,383800,0,1412369,4727000,12466,6185,622496,-2051667,930729
7159112,388000,0,1394322,4727000,12410,4639,632741,-1835064,670672
7197120,394400,0,1424823,4727000,12565,2731,635601,-1876218,703113
7221876,405600,0,1450717,4728000,12672,308,624579,-1793015,675152
7254083,432800,0,1456711,4727600,12865,645,623462,-1434559,546038
7339205,430000,0,1531593,4734200,11044,6336,626032,-1417275,699945
7339405,427200,0,1535411,4741200,10602,4109,620883,-1574956,773058
7378506,424400,0,1567976,4737200,11157,14706,623067,-1549704,856348
7627887,420600,0,1577471,4737200,222389,15819,654408,-1653440,1305679
7720446,403400,0,1681978,4735400,236212,13619,649837,-1713125,1383684
7699408,365200,0,1703660,4738800,268298,3632,619818,-1711278,1278251
7890119,364600,0,1862624,4740400,320022,2054,600419,-1675111,1303577
8040457,374800,0,1940139,4740600,374966,3200,606752,-1305508,1043405
8128060,415000,0,1928502,4743000,434842,2070,604646,-1307518,1064449
8209662,430400,0,1952978,4739200,452347,1186,633551,-1249150,1021741
8217161,415000,0,1963558,4735400,472815,3268,627120,-1178044,892721
8280707,426200,0,1971532,4737400,517072,6207,622296,-786887,575039
8350022,430600,0,1985473,4738400,572584,6732,616233,-714384,608649
8301800,427400,0,1971417,4732600,550930,3839,615614,-699021,566178
8290486,428800,0,1975931,4733200,529656,8665,614234,-605840,467039
8153530,430600,0,1967831,4726600,411722,9456,607321,-320869,99458
8106376,430000,0,2023169,4723200,325829,8492,595686,-282660,61807
8061736,420800,0,2031871,4719400,279412,5060,605193,-356325,49222
8091712,410200,0,2037112,4722200,277296,6476,638428,-314790,19706
8175211,406000,0,2031824,4714600,365953,17313,639521,-235513,2009
8118013,428000,0,2043021,4714400,309741,21334,601517,-160030,-61663
8140299,433600,0,2056627,4712000,290845,21135,626092,-108772,-79800
8107425,420200,0,2089765,4710400,228713,31889,626458,-160275,-79981
7882585,379200,0,2127417,4711800,21782,18226,624160,-229304,-295004
7898574,364600,0,2172238,4710000,9306,14801,627629,-91911,-295736
7883915,380000,0,2138127,4705600,8461,21712,630015,-1302,-344479
7811183,383400,0,2090384,4697400,8509,25488,606002,-1759,-323155
7887376,400000,0,2141202,4691800,8376,21739,624259,-209622,-147253
7997791,428000,0,2242751,4694800,8436,16887,606917,-118702,-190822
8034917,433400,0,2201939,4695600,84693,13147,606138,-77584,-253989
8070545,433000,0,2208934,4693400,132620,8413,594178,89129,-198317
8079820,430000,0,2219067,4695000,141426,10061,584266,80375,-252483
7827447,432400,0,1966161,4691000,137632,18523,581731,-131341,-343443
7900470,435800,0,2062173,4692400,119521,18310,572266,28641,-296423
7869270,431200,0,2032257,4686800,146856,12003,560154,-59532,-317326
7777653,432400,0,1945183,4683200,148538,7854,560478,-69722,-266515
7807909,433000,0,1950928,4677600,149911,9103,587367,-154351,-176587
7869335,432800,0,2047767,4682400,109848,5761,590759,-143515,-203446
7960782,432200,0,2184615,4677800,99085,5193,561889,-132595,-170429
7748672,429400,0,2069977,4680600,21321,4242,543132,-481447,-173291
7813836,431200,0,2032180,4680400,117276,11173,541607,-375687,-200660
7875637,432000,0,2070401,4681200,148701,14451,528884,-549752,-184344
7892738,431000,0,2103323,4680800,137183,9655,530777,-509195,-121795
8323302,429400,0,2107908,4680200,552780,2772,550242,-537214,208756
8385516,427000,0,2076781,4682400,635855,14108,549372,-659749,316331
8486410,427000,0,2149059,4681800,651093,19330,558128,-746965,377393
8550921,428800,0,2209171,4684400,615671,19177,593702,-937554,425141
8435525,427600,0,2232144,4686800,487217,12084,589680,-984562,392927
8532826,427400,0,2276671,4685000,536956,10689,596110,-1006883,463241
8421605,427600,0,2254686,4690400,416183,14181,618555,-1126456,538674
8413823,394600,0,2338656,4694000,356183,15201,615183,-1143842,614638
8423349,388400,0,2214670,4696400,449961,45739,628179,-1224030,773555
8387398,411000,0,2105396,4699600,513199,40185,618018,-1238900,810996
8320380,428400,0,2045849,4697600,512281,24705,611545,-1289367,808288
8307965,430600,0,1996876,4697800,547048,19244,616397,-1341607,955046
7881288,440000,0,1951967,4701200,142692,17456,627973,-1815325,1069556
7559966,434600,0,1759665,4697800,12980,17050,637871,-2008166,940651
7522907,430600,0,1680690,4698400,15446,11095,686676,-1728459,718442
7508593,428200,0,1665753,4699400,15312,4895,695033,-1793898,730032
7513246,426000,0,1732791,4697600,15434,5539,635882,-1885805,739621
7570276,427800,0,1793358,4696000,12665,3441,637012,-1872572,751509
7627505,426400,0,1836385,4700000,13929,3010,647781,-1903420,683568
7641136,425000,0,1826554,4696600,15724,2069,675189,-1804559,722290
7560787,429000,0,1774286,4700200,15552,1928,639821,-1360897,-65292
7543268,430400,0,1778384,4696800,16590,1179,619915,-1175549,-290618
7506454,431000,0,1724681,4700400,15405,1481,633487,-968264,-537223
7407221,431400,0,1632178,4700400,13638,846,628759,-954875,-535672
7500702,432400,0,1722026,4704400,13591,3357,624928,-923967,-531266
7509528,430400,0,1714539,4706400,13898,4956,639335,-664948,-595532
7414969,431800,0,1599924,4704000,13697,5507,660041,-519453,-714974
7368506,430600,0,1555146,4706000,13358,7827,655575,-632578,-561776
7428597,430800,0,1589331,4707400,13196,17497,670373,-797161,-414680
7502546,430600,0,1636038,4706400,13472,29155,686881,-904446,-283324
7433589,430000,0,1558359,4705800,13603,59613,666214,-893880,-209720
7450275,431800,0,1508858,4710200,11042,124490,663885,-914392,-105857
7457378,431000,0,1502480,4708600,10009,161616,643673,-1225898,184335
7460804,380400,0,1563909,4713200,10072,144106,649117,-1251524,162772
7339541,334000,0,1520884,4715400,10049,133547,625661,-1212286,185617
7299954,321600,0,1482644,4722200,10053,117368,646089,-1328781,282459
7376862,321000,0,1594326,4720400,10043,82211,648882,-1533556,636129
7395090,355400,0,1589118,4717800,10050,76108,646614,-1603291,786290
7345158,379000,0,1507131,4718800,9984,93598,636645,-1550193,773620
7299890,347800,0,1508629,4717000,10030,92447,623984,-1718399,878712
7387193,336800,0,1615291,4719400,9941,94123,611638,-1798190,1070940
7446802,369200,0,1657420,4714800,10054,76269,619059,-1771722,1135292
7309088,404400,0,1508508,4715600,10034,38985,631561,-1803969,1183977
7306810,405400,0,1514378,4716400,9960,34315,626357,-1873242,1245443
7322188,404400,0,1495475,4716000,10051,67257,629005,-2099977,1439224
7326856,405800,0,1470642,4718200,9989,87129,635096,-2046450,1409338
7375084,406400,0,1467755,4720000,10019,125109,645801,-2066146,1416501
7365680,404800,0,1482125,4722600,10039,106159,639957,-2069376,1412233
7449901,406200,0,1584840,4726200,10050,78114,644497,-1806553,1345334
7387095,406600,0,1536923,4724400,10041,68424,640707,-1692417,1259333
7448936,408800,0,1598040,4724400,10041,53008,654647,-1701804,1249467
7516159,438000,0,1596837,4724400,9964,55614,691344,-1652032,1244019
7439667,433800,0,1490781,4727000,10141,74697,703248,-1347401,1114544
7429408,435600,0,1486440,4727000,10341,98848,671179,-1481240,1170639
7444111,400000,0,1505336,4730000,11464,148896,648415,-1427896,1105347
7430988,381600,0,1470816,4728800,12356,150706,686710,-1422099,1102727
7391827,383600,0,1498025,4729200,13287,103750,663965,-1335166,787390
7395930,384600,0,1539722,4732200,16782,60371,662255,-1412567,772955
7491441,381200,0,1651236,4727400,20605,56246,654754,-1533443,873807
7606872,380800,0,1701890,4731800,74609,48153,669620,-1468084,783988
7865630,411800,0,1785090,4734400,256327,35113,642900,-1054672,553275
7762913,425800,0,1918277,4734800,16867,26023,641146,-1266816,483144
7842145,424000,0,1996443,4738000,17105,41746,624851,-1271765,477958
7961941,425000,0,2031673,4738400,108022,57709,601137,-1185843,447555
8035029,424600,0,1988959,4737600,188422,74073,621375,-669554,18446
8107852,425600,0,1972286,4736600,298704,59567,615095,-582140,-69797
8162116,425000,0,1990797,4734200,338557,53147,620415,-560417,-168302
8194828,429200,0,2002144,4733200,329335,36712,664237,-475078,-212224
7895275,434400,0,1916397,4730800,95141,36477,682060,-584384,-352125
7859504,433800,0,1957352,4730400,13688,31387,692877,-603475,-342521
7821174,434800,0,1937117,4729400,13423,35757,670677,-614350,-359455
7889559,435800,0,2049885,4731000,12940,28426,631508,-517654,-305389
8365861,435800,0,2228143,4730600,279431,24799,667088,-157580,-129319
8461400,435600,0,2256723,4729000,332734,24698,682645,-111278,-99367
8494356,435200,0,2260213,4728200,359423,30721,680599,-79390,-83735
8406957,433200,0,2228673,4725200,355901,36768,627215,-16223,-129807
8122989,431800,0,2126990,4725800,156868,42961,638570,182658,-427589
8028415,395000,0,2089582,4721200,101910,55048,665675,239812,-475982
7956970,381800,0,2017298,4720600,100662,55787,680823,373548,-574417
7843463,383800,0,1994909,4718400,27105,58517,660732,329952,-559458
7894407,372800,0,2091054,4715000,15926,54423,645204,179026,-393166
7927349,357200,0,2132756,4715600,15695,64845,641253,199135,-362875
7912117,343000,0,2130743,4716000,15449,67115,639810,233874,-378642
7828594,352000,0,2006622,4719000,15531,67421,668020,308818,-455902
7943910,350600,0,2150917,4717000,15188,61161,649044,375688,-381624
7961096,350200,0,2177765,4716600,15352,69685,631494,416377,-347435
7891084,356000,0,2145857,4717000,15417,89108,567702,426213,-380126
7910175,350400,0,2135771,4712200,15107,91615,605082,450995,-395533
7797166,352600,0,2021853,4712800,14202,106332,589379,320348,-343092
7818872,351800,0,2023070,4714200,14267,117801,597734,276203,-293764
7796226,350800,0,2003858,4710600,14833,111125,605010,332047,-385464
7755838,356200,0,1975221,4711400,14901,100087,598029,258193,-338236
7777762,354600,0,1999433,4711400,14781,84957,612591,6078,-94070
7712225,355800,0,1923862,4710800,12807,85020,623936,-87655,-31532
7734260,354600,0,1936995,4709400,12872,104308,616085,-82818,-49755
7746679,356800,0,1950693,4711000,12817,95148,620221,-157419,29053
8167755,358600,0,1972260,4702200,410897,100736,623062,-346658,500285
8225093,353600,0,1956499,4689600,477557,118470,629367,-431126,545706
8278471,352800,0,2036612,4709000,433647,118875,627537,-506167,575534
8351167,374600,0,2067911,4707600,456909,125084,619063,-471674,645594
8394678,412000,0,1991129,4710600,582153,78596,620200,-524787,731712
8348169,364800,0,1994861,4709200,578806,71341,629161,-574849,677619
8365420,352400,0,1978314,4711200,545421,145433,632652,-603252,718150
8425884,355800,0,2024352,4711800,574536,120003,639393,-657223,727911
8455139,408400,0,1870655,4711200,707026,113838,644020,-519304,564780
8434592,431600,0,1792684,4711400,762223,98832,637853,-497816,496667
8420178,432800,0,1812089,4710800,773595,63396,627498,-575569,499555
8459803,430400,0,1838063,4713000,768457,92133,617750,-558955,574709
8509779,432800,0,1851130,4712000,774341,115597,623911,-762322,794885
8411690,433000,0,1814654,4714000,731281,104801,613954,-769678,839417
8342092,433800,0,1773634,4713000,699503,110305,611850,-811754,855638
8405186,434400,0,1831374,4716200,718193,108201,596818,-874530,902074
7847788,437000,0,1837059,4716200,156191,81487,619851,-1110490,527868
7877521,425600,0,1887042,4716200,170974,73469,604236,-1203488,682462
7897448,433400,0,1841323,4718200,214273,66832,623420,-1184415,679711
7894068,426800,0,1845463,4721400,206688,53423,640294,-1223111,640607
8207328,435600,0,1959722,4722400,402596,44336,642674,-985729,324404
8321079,434400,0,1955021,4722000,547547,37514,624597,-711553,155285
8314628,431800,0,1924464,4722000,565705,33788,636871,-468034,-135276
8175037,430200,0,1887261,4722600,451287,39158,644531,-501091,-117567
8036556,432000,0,1840946,4724000,347138,52349,640123,-564274,-182993
7875426,432600,0,1766279,4725200,267137,60996,623214,-428840,-221553
7744478,434400,0,1699086,4728200,172151,76376,634265,-322039,-324413
7550293,434200,0,1671135,4728600,18904,74453,623001,-418458,-250367
7265885,433600,0,1411907,4730800,10932,63105,615541,-956042,217462
7165447,435400,0,1310365,4733200,11014,57980,617488,-1038593,362735
7107860,435400,0,1241995,4732800,10894,61177,625594,-1020059,307500
7121571,436600,0,1278276,4733200,10855,52209,610431,-1223924,459779
7198180,434600,0,1346393,4733800,10910,65717,606760,-1597020,595020
7102501,436000,0,1232979,4731200,10592,63839,627891,-1567268,528251
7103064,435400,0,1241866,4736400,10562,54708,624128,-1542296,476085
7061011,437800,0,1229057,4734400,10599,34082,615073,-1691599,625121
7223195,436600,0,1387875,4736400,10682,45299,606339,-1839455,922540
