Total,Coal,Fuel,Gas,Nuclear,Water,Wind,Other,,
6976642,404600,0,2542480,2958400,238105,165515,667542,-1105710,-1927653
7128225,434800,0,2561467,2952000,343880,159243,676835,-1153791,-1833747
7205835,439200,0,2489022,2948600,509696,149045,670272,-1053112,-1782049
7147318,441800,0,2447890,2947400,496120,131610,682498,-1131732,-1836090
7171079,433200,0,2444045,2946000,532419,115707,699708,-1088666,-1809925
7169273,428800,0,2433343,2947000,497409,113641,749080,-1184897,-1706034
7111409,415800,0,2398829,2944200,522643,125884,704053,-1153724,-1674115
6991664,388600,0,2447137,2945200,421290,137918,651519,-1279875,-1677749
7064709,375400,0,2549318,2945600,398969,137997,657425,-1480074,-1564077
7238456,374400,0,2567873,2946200,496579,151185,702219,-1468093,-1404900
7284312,398000,0,2543724,2945600,491954,156274,748760,-1481470,-1390397
7203708,434600,0,2486119,2944200,427850,158165,752774,-1478863,-1373333
6865505,438000,0,2449783,2946400,141180,138550,751592,-1596555,-1480751
6680086,440600,0,2407530,2945600,37647,124343,724366,-1537908,-1503995
6573553,438000,0,2319884,2947400,37316,136008,694945,-1642480,-1533255
6485528,414400,0,2271495,2949800,36421,147951,665461,-1624658,-1456802
6534494,405400,0,2306893,2954800,35773,149978,681650,-1675754,-1314263
6566649,408400,0,2352280,2957800,35456,142271,670442,-1635577,-1300971
6580699,406000,0,2327701,2958800,109021,131784,647393,-1573432,-1302409
6587894,410000,0,2266989,2958800,169955,124549,657601,-1530027,-1314468
6403693,432400,0,2159561,2959800,46899,127337,677696,-1469547,-1426481
6187425,436200,0,1942818,2958400,39660,110375,699972,-1608787,-1465211
6174584,423600,0,1957493,2958200,40529,102314,692448,-1548108,-1507339
6077870,376000,0,1915619,2957400,40777,102781,685293,-1600177,-1489574
6064271,362400,0,1862662,2958800,41654,108279,730476,-1631486,-1429083
6010888,358600,0,1831588,2958400,42489,108289,711522,-1671719,-1377479
6036509,351200,0,1844637,2957800,43636,112209,727027,-1663193,-1387974
5961023,349200,0,1800391,2959200,44220,113139,694873,-1686991,-1411560
5959218,349800,0,1770386,2958600,42525,119243,718664,-1797098,-1317377
5902682,345200,0,1687213,2958200,40419,136055,735595,-1704356,-1325665
5820690,327600,0,1657705,2959600,39535,148798,687452,-1845366,-1296061
5827086,324800,0,1638122,2960000,39209,150356,714599,-1883606,-1289611
5895883,327600,0,1715412,2960000,38320,157007,697544,-1830188,-1372367
5889917,325600,0,1689394,2959000,39907,153800,722216,-1781683,-1372018
5886284,326600,0,1713005,2961400,40338,155834,689107,-1825477,-1397508
6017534,328200,0,1820230,2957600,39253,174444,697807,-1787620,-1454541
5956875,328800,0,1745259,2960000,38066,174869,709881,-1654023,-1715487
5981651,329400,0,1786977,2957600,44160,152544,710970,-1721942,-1679457
6151781,347200,0,1753455,2958600,239846,139332,713348,-1655896,-1594758
6100486,368800,0,1651644,2958600,246381,149945,725116,-1644232,-1680927
6187697,370800,0,1629673,2957200,342218,169338,718468,-1721074,-1517278
6156689,373800,0,1612726,2958000,315238,171467,725458,-1768875,-1451429
6142728,372400,0,1613536,2958800,272455,177554,747983,-1818621,-1394470
6191650,358400,0,1649975,2958200,294802,183441,746832,-1828792,-1308129
6153627,341600,0,1589189,2958600,359257,159669,745312,-1925323,-1111643
6094459,338200,0,1544091,2958800,362922,145427,745019,-2045057,-1067773
6093014,337400,0,1542190,2958200,392844,131802,730578,-2123727,-1013914
6158697,340000,0,1550356,2957800,477174,119676,713691,-2035858,-1074485
6524562,353400,0,1725677,2956800,674817,101767,712101,-1687118,-1285686
6735593,410400,0,1846490,2958400,708528,109560,702215,-1598322,-1311133
6718777,433400,0,1805719,2957800,689589,119399,712870,-1666866,-1217867
6540144,435000,0,1698677,2958800,609781,108701,729185,-1644173,-1277495
6465901,435200,0,1696810,2958400,526739,113619,735133,-1710265,-1331786
6476237,438600,0,1702664,2959400,491659,128429,755485,-1710735,-1512754
6547816,417600,0,1751054,2959400,556297,111665,751800,-1360111,-1762406
6389012,407400,0,1655656,2959400,512066,104005,750485,-1468790,-1700783
6087487,405000,0,1629397,2959000,250862,95392,747836,-1666363,-1839988
6023265,402600,0,1690390,2960400,126699,95632,747544,-1506042,-1904634
5808457,403000,0,1526942,2958000,78865,99051,742599,-1455497,-1905568
5730613,402200,0,1504230,2960800,35262,90867,737254,-1570874,-1843510
5622445,405400,0,1390665,2960000,35707,93365,737308,-1681118,-1748003
5672157,404000,0,1438133,2960400,37234,96513,735877,-1554530,-1675037
5457153,403200,0,1262743,2960800,36570,91391,702449,-1670168,-1616748
5452795,403400,0,1256457,2961800,36528,99927,694683,-1729558,-1581382
5587621,402600,0,1353278,2962800,36348,88783,743812,-1736735,-1654094
5624516,404200,0,1405949,2962600,36005,77297,738465,-1844441,-1553564
5623126,405400,0,1387977,2961800,36233,73593,758123,-1789479,-1552709
5512706,403400,0,1282411,2962600,36047,76186,752062,-1766912,-1477018
5501563,404400,0,1329230,2962200,36303,78234,691196,-1969723,-1224562
5539871,402600,0,1337513,2963200,36157,76279,724122,-2044306,-1112844
5562435,403200,0,1356085,2963600,36413,67869,735268,-2127112,-1039111
5560267,404000,0,1372860,2962200,37284,71276,712647,-2150306,-998599
5611471,405000,0,1415671,2962600,37389,63351,727460,-2305185,-709700
5531055,404200,0,1350560,2963600,37556,54996,720143,-2354499,-628299
5547382,405200,0,1341690,2963200,37775,53826,745691,-2374582,-604245
5569890,404800,0,1373880,2961200,37661,43459,748890,-2397753,-575424
5583839,408000,0,1400970,2963200,37749,30952,742968,-2581263,-484100
5568798,403600,0,1385497,2962800,37650,28915,750336,-2644104,-453279
5598141,425600,0,1424017,2963200,37721,30313,717290,-2619967,-460314
5648337,432200,0,1450640,2962800,37699,34176,730822,-2571710,-538028
5639845,435400,0,1445701,2961400,36812,32958,727574,-2179735,-730243
5600071,433800,0,1393045,2962400,36681,29734,744411,-2272960,-835134
5669874,434000,0,1467616,2961400,36458,23162,747238,-2297755,-816841
5679345,435400,0,1478472,2961000,36306,21432,746735,-2197609,-902846
5683455,436400,0,1479744,2963400,35855,24990,743066,-2146390,-1328393
5659377,438800,0,1485591,2960000,35759,23828,715399,-2225753,-1268206
5711833,435000,0,1556425,2962000,34755,23950,699703,-2220526,-1269937
5805580,428000,0,1620246,2960200,34157,35516,727461,-2157260,-1320876
6025895,428800,0,1812904,2963000,33937,35895,751359,-1710852,-1475330
6187073,429000,0,1823722,2960200,200230,41389,732532,-1420978,-1584727
6197459,433800,0,1748174,2960000,300994,50552,703939,-1550064,-1593529
6262377,437400,0,1783572,2961400,269912,58021,752072,-1607297,-1527260
6725403,440000,0,1814158,2960000,729250,62318,719677,-1024767,-1652222
6664435,436800,0,1673942,2958800,820368,65807,708718,-1024751,-1653658
6627587,437000,0,1631841,2958000,786356,79172,735218,-1046044,-1694357
6498169,435800,0,1575477,2956600,711845,82417,736030,-1026816,-1749982
6062055,427200,0,1660823,2959000,203754,77999,733279,-1561172,-1726005
6262602,390800,0,1888770,2957400,221422,93079,711131,-1397009,-1641960
6238503,371800,0,1869129,2955000,224898,120902,696774,-1459368,-1504265
6328025,406200,0,1825691,2956000,300473,134522,705139,-1313639,-1468250
6254144,427800,0,1699075,2955000,292569,161582,718118,-1361248,-1367134
6210509,430000,0,1679396,2957000,251226,163139,729748,-1239566,-1416567
6072959,393800,0,1690330,2959000,114935,177474,737420,-1265563,-1419866
5874499,347600,0,1612221,2960800,37381,177645,738852,-1359240,-1409302
5990423,344200,0,1680064,2960400,114975,193807,696977,-1339673,-1235252
6106712,341600,0,1718728,2962400,172521,226751,684712,-1267268,-1225529
6056537,344200,0,1657790,2957400,172945,243613,680589,-1192572,-1282399
5985313,345200,0,1602491,2957400,163001,230096,687125,-1097423,-1353466
5824573,344400,0,1578495,2956400,36241,223586,685451,-1123641,-1414527
5751312,341600,0,1520758,2956400,35491,211464,685599,-995397,-1431098
5705485,345000,0,1497293,2956400,35329,234185,637278,-1019951,-1437869
5614496,345200,0,1462010,2955000,34953,242475,574858,-1095871,-1357661
5699171,344800,0,1526057,2953600,34757,271203,568754,-1210403,-1198298
5860059,331000,0,1637465,2952600,34664,289278,615052,-1147522,-1173796
5894696,324600,0,1646992,2955000,34425,321899,611780,-1054045,-1176178
5845074,318400,0,1549798,2953400,33212,342080,648184,-995297,-1225216
5816264,318000,0,1536632,2953400,32933,337267,638032,-1041773,-1159905
5778921,316400,0,1538883,2954800,33099,332542,603197,-1081794,-1100934
5779197,314200,0,1532772,2954400,33181,336835,607809,-1076227,-1098773
5709631,313800,0,1481150,2953800,33334,339337,588210,-1198234,-1068810
5737947,312800,0,1491973,2953800,34089,346015,599270,-1235435,-1113626
6058452,313200,0,1708575,2952800,122603,356061,605213,-1032675,-991925
6085590,311000,0,1643505,2953600,192712,349455,635318,-923407,-1094924
6030295,310600,0,1591849,2953000,160469,344358,670019,-1045104,-1041038
6084756,314000,0,1586334,2953600,202244,341296,687282,-1084564,-982309
6099912,315200,0,1578339,2953000,229048,347959,676366,-1065111,-991442
6081556,315400,0,1577435,2952600,233941,348004,654176,-1144281,-973356
6161005,315200,0,1632481,2953000,229908,349156,681260,-1162700,-1011864
6031287,315000,0,1533741,2952000,197302,349463,683781,-1423622,-906946
6157836,314200,0,1628786,2954400,228851,346439,685160,-1547643,-890922
6358393,317000,0,1739330,2951600,275270,341669,733524,-1570422,-843893
6542183,357400,0,1786878,2952000,372323,346897,726685,-1430850,-900406
6223449,408600,0,1637769,2953000,179721,356698,687661,-1522231,-1124228
6245127,411200,0,1649801,2950600,176106,349398,708022,-1619993,-1110659
6359395,411200,0,1760176,2951200,210238,347630,678951,-1644816,-1061390
6412200,410600,0,1772708,2951600,247906,342862,686524,-1599047,-1051379
6354894,406200,0,1692120,2950600,247184,335505,723285,-1573919,-1147148
6400414,408200,0,1722777,2952000,256975,320819,739643,-1656912,-1055059
6457206,433600,0,1763382,2951200,254655,310238,744131,-1666371,-1056242
6447324,432200,0,1770741,2953000,253890,299864,737629,-1675723,-976429
6478126,433800,0,1775969,2953200,318176,290755,706226,-1687439,-966607
6460415,436200,0,1718516,2954200,333280,272999,745220,-1741949,-846290
6438861,434600,0,1758279,2952800,327599,261841,703742,-1787201,-867308
6456725,434800,0,1764828,2955200,313151,248127,740619,-1781734,-871219
6697752,432000,0,1827564,2954200,517451,235776,730761,-1701398,-823851
6860877,435600,0,1946158,2955400,588461,203755,731503,-1706572,-900262
6889291,433000,0,1983412,2953400,627564,172659,719256,-1509769,-965421
6695268,434400,0,1905844,2955800,537605,159553,702066,-1552092,-1015802
6612085,436000,0,1876598,2954400,489151,155306,700630,-1506267,-1313254
6589210,441200,0,1898578,2955400,424979,146048,723005,-1369301,-1510281
6628015,437600,0,1926859,2955400,473685,130544,703927,-1156662,-1751301
6567288,437600,0,1955983,2956400,371688,127978,717639,-1147298,-1733078
6460307,437800,0,1848216,2956800,412086,107996,697409,-1368056,-1657700
6379975,437000,0,1866431,2956400,356050,98255,665839,-1196831,-1664520
6201927,437400,0,1772775,2956400,285567,96327,653458,-1135659,-1653274
5985420,435200,0,1689527,2957000,150678,90406,662609,-1253113,-1572540
5788496,435600,0,1580095,2957400,29911,83808,701682,-1836880,-1054159
5742168,434800,0,1570765,2958400,29806,67251,681146,-1800976,-939398
5744130,434400,0,1582797,2958200,29563,55829,683341,-1893954,-893008
5613487,433400,0,1454868,2958800,29459,61117,675843,-2092073,-763038
5698963,434800,0,1544795,2956800,30676,58424,673468,-2096198,-668151
5736166,435800,0,1561063,2958000,30392,60065,690846,-2109258,-637370
5665640,435000,0,1478700,2958800,30385,58516,704239,-2085589,-631663
5622851,430400,0,1430078,2958400,30260,56229,717484,-2132403,-580252
5624178,439400,0,1431312,2957800,32095,51757,711814,-2423459,-493716
5620723,437600,0,1448732,2959200,32723,38199,704269,-2581414,-351684
5698049,437400,0,1518197,2959200,32758,36814,713680,-2555180,-334244
5642364,436600,0,1454059,2957400,32664,34001,727640,-2568587,-273258
5694269,435800,0,1514764,2958000,32590,38436,714679,-2802209,-25573
5741121,435400,0,1566300,2958400,32340,27623,721058,-2861613,54558
5674698,437200,0,1538523,2959800,31697,14716,692762,-2823068,89419
5591127,433800,0,1478626,2958000,31734,13089,675878,-2904423,88851
5571767,432400,0,1475882,2958800,31682,6017,666986,-3128835,240190
5663689,434200,0,1550148,2959800,30516,7009,682016,-3221770,328919
5679494,435000,0,1552941,2958000,29443,7591,696519,-3274506,363471
5726563,435200,0,1614462,2959400,30363,6656,680482,-3247983,375102
5597411,437200,0,1486497,2958400,31312,12380,671622,-3137415,174904
5554285,436800,0,1436459,2957600,31800,16767,674859,-3211515,134435
5668218,437000,0,1535195,2957600,32863,19638,685922,-3236527,175920
5749667,438200,0,1592113,2959000,33108,38204,689042,-3169993,93640
5838017,437600,0,1674430,2958600,32931,27246,707210,-2815949,-200190
5843848,436200,0,1678875,2960200,32939,29285,706349,-2767066,-214147
5896782,433000,0,1747061,2959400,31952,19512,705857,-2832208,-208847
5956496,435800,0,1823760,2958000,31799,8848,698289,-2713427,-289477
6056624,433000,0,1931911,2959400,33996,7210,691107,-2423216,-611764
6249432,430400,0,2011146,2958400,162390,6303,680793,-2384000,-579289
6274152,438800,0,2011635,2958400,178283,3026,684008,-2409859,-657527
6363759,436400,0,2071553,2957400,189399,6166,702841,-2346458,-684243
6443572,432200,0,2038203,2956600,289413,8204,718952,-2013468,-958078
6453422,435400,0,1990399,2957400,342146,11321,716756,-2033976,-975365
6455386,434600,0,1980969,2957000,347819,11535,723463,-2060770,-951149
6486273,436600,0,1986480,2958800,363161,12495,728737,-2024071,-960452
6642856,437400,0,2017884,2957000,462547,13485,754540,-2093906,-723142
6664374,438200,0,2034029,2958000,470380,9495,754270,-2169240,-618747
6668268,436400,0,2011799,2957000,553633,6430,703006,-2114819,-650438
6524778,440400,0,1902675,2958000,524319,9630,689754,-2077245,-634672
6517208,436800,0,1888037,2955600,540245,8681,687845,-2206746,-325952
6520358,436400,0,1908341,2956000,535392,8200,676025,-2234906,-192501
6523110,435800,0,1891715,2955600,551418,9676,678901,-2201088,-203411
6486564,436800,0,1863636,2943400,536594,16790,689344,-2290837,-120598
6436210,434400,0,1876591,2947200,472319,23642,682058,-2373121,-24923
6424899,440400,0,1875262,2951600,446227,24460,686950,-2330770,-2621
6355776,431800,0,1817857,2952200,449252,18087,686580,-2327443,10317
6261101,437000,0,1773204,2952200,381340,31097,686260,-2279460,-27580
6008357,408000,0,1761725,2951200,168902,34129,684401,-2275636,-76296
5896539,354000,0,1798661,2952200,67104,37251,687323,-2193665,-119611
5833412,340200,0,1751037,2952200,51026,40158,698791,-2083629,-201891
5763222,342400,0,1698566,2951600,33620,39684,697352,-2112111,-231790
5792342,339800,0,1737764,2952200,33398,33434,695746,-2170731,-130512
5802237,339800,0,1755510,2949800,33398,29718,694011,-2177338,-91158
5837038,343800,0,1797579,2950200,33536,29924,681999,-2179539,-129394
5832635,344000,0,1799934,2949200,34083,32473,672945,-2145138,-146860
5772523,337600,0,1729343,2950800,35247,36988,682545,-2119351,-213638
5745518,320200,0,1726109,2948200,35649,37226,678134,-2150059,-255311
5772793,316400,0,1770483,2949200,36341,33701,666668,-2222888,-203965
5798497,320000,0,1778250,2949600,37114,32097,681436,-2207867,-169637
5838403,321000,0,1802773,2949600,42771,41138,681121,-2345532,-45999
5983005,334400,0,1879407,2948800,71952,53132,695314,-2274022,12624
6042141,349800,0,1889213,2949000,72194,62817,719117,-2276285,-11113
6074619,391200,0,1851164,2950400,72280,75158,734417,-2216310,52754
6067580,428000,0,1791872,2950200,68303,92029,737176,-2314775,64393
6010676,437000,0,1767726,2949200,35594,109235,711921,-2444460,101062
6093209,436200,0,1821987,2951600,32221,134260,716941,-2489278,120404
6149984,438400,0,1819400,2949800,31005,159130,752249,-2460511,93923
6062161,438800,0,1717915,2950600,29508,187891,737447,-2512417,-11276
6064133,438800,0,1704049,2950600,28791,230094,711799,-2601805,-73594
6148653,438000,0,1772885,2950200,28334,231698,727536,-2529148,-135970
6211670,437400,0,1805598,2949200,28256,230373,760843,-2560826,-151570
5982624,436200,0,1630405,2949200,29227,190314,747278,-2777326,-188469
5908330,434600,0,1604227,2949600,30200,191655,698048,-2857367,-184100
5979829,436200,0,1678570,2948800,30627,200249,685383,-2921870,-117735
6069890,435400,0,1730785,2949800,31251,213273,709381,-2850914,-71371
6158346,433400,0,1779168,2949800,32513,226457,737008,-2836921,-91526
6090458,436400,0,1684163,2949400,32299,243706,744490,-2814867,-109606
5990347,435000,0,1578104,2949800,32482,252295,742666,-2797952,-186797
5969179,436400,0,1576081,2949400,32694,240002,734602,-2812990,-213556
6127777,437800,0,1756325,2949400,32828,228246,723178,-2715087,-83943
6163197,431400,0,1809335,2949400,34951,214862,723249,-2657347,-106639
6184183,404000,0,1876295,2950000,34633,212143,707112,-2710152,-67452
6338173,419600,0,2017666,2949600,48082,205621,697604,-2666235,-75191
6736761,438600,0,2008627,2949000,439636,192645,708253,-2399202,13039
6934633,438600,0,2064378,2948200,571273,181321,730861,-2341214,-76084
7025919,438800,0,2067675,2949600,652883,179832,737129,-2192773,-151203
6823096,436600,0,1961993,2951000,546076,177377,750050,-2186917,-171015
6649796,438400,0,1919850,2949200,444176,170369,727801,-2209247,-426566
6654864,435000,0,2036644,2949200,358776,169631,705613,-2289664,-493355
6694716,435200,0,2070982,2949800,383617,182816,672301,-2032403,-694437
6672582,435200,0,2029046,2949600,367643,209124,681969,-2016316,-619383
6378969,437200,0,1979726,2948400,85636,241902,686105,-2029998,-903417
6378786,435600,0,1954310,2949200,69300,273953,696423,-1782739,-1015356
6150681,436800,0,1717759,2950600,58999,285478,701045,-1740140,-1085547
6044192,435000,0,1688230,2950200,31439,258668,680655,-1825397,-1016216
5938574,434800,0,1638535,2950200,30910,208558,675571,-2067850,-873966
6003305,434200,0,1675459,2951600,30335,231481,680230,-2007303,-738234
5846954,435800,0,1573238,2950800,30173,187137,669806,-2053138,-683112
5677781,435600,0,1446604,2951000,29329,159710,655538,-2022992,-639963
5771019,435800,0,1553478,2951600,29306,128928,671907,-2063060,-452040
5708423,437000,0,1514788,2951600,29147,103065,672823,-2083624,-384833
5662516,436000,0,1489769,2951600,28705,100680,655762,-2084992,-364466
5613481,437000,0,1461410,2952200,28486,74932,659453,-2147158,-290762
5594171,435600,0,1419113,2950400,28150,79799,681109,-2172864,-245755
5683791,435600,0,1514489,2952800,27995,92820,660087,-2224897,-287022
5696866,436400,0,1519551,2953800,27993,102368,656754,-2283480,-213979
5759984,434200,0,1573564,2955000,27836,96997,672387,-2336391,-159293
5690757,433600,0,1506094,2954600,27960,111204,657299,-2482328,-213382
5726533,435200,0,1519331,2956000,27784,120516,667702,-2580557,-106026
5700067,436400,0,1484204,2956200,27966,121123,674174,-2549108,-114775
5691145,437600,0,1451235,2956000,27972,132455,685883,-2536616,-117568
5708409,437200,0,1472223,2955600,27775,128346,687265,-2816063,8390
5700805,436400,0,1488456,2957000,27649,116500,674800,-2919377,118279
5693389,434800,0,1492480,2957400,27662,97366,683681,-2936882,91947
5787371,437600,0,1575445,2957000,28289,108407,680630,-2894389,73465
5797577,437200,0,1538472,2956600,28535,131425,705345,-2686639,124775
5753014,436400,0,1487507,2957000,28696,129796,713615,-2789371,267753
5835221,437800,0,1527216,2956600,28743,147509,737353,-2972792,383009
5923004,437200,0,1659431,2956600,28809,150046,690918,-3029816,318650
5952499,436200,0,1687392,2956200,28418,146242,698047,-2899614,17000
5951359,430800,0,1670696,2957200,27911,121216,743536,-2978696,-7569
6102526,433000,0,1805652,2958400,27302,128828,749344,-2943752,-21927
6228829,427600,0,1944630,2955600,27155,129319,744525,-2872980,-61059
6613595,435000,0,2303269,2957000,27145,149083,742098,-2522813,-119367
6891582,448200,0,2417671,2955600,166082,159927,744102,-2415551,-47637
6911029,451000,0,2407921,2956600,163585,179448,752475,-2445277,-175142
7081934,448800,0,2533620,2954800,211886,177912,754916,-2285404,-321883
7310078,445800,0,2551912,2956000,458000,147546,750820,-2002539,-503433
7381206,449200,0,2523163,2953400,543733,149023,762687,-1868109,-564921
7524263,448600,0,2626293,2954800,590967,145322,758281,-1946067,-603353
7545650,449600,0,2652520,2952800,618340,117942,754448,-2012973,-597913
7791216,450000,0,2647445,2953800,840967,128020,770984,-1490796,-940234
7840824,447400,0,2661787,2951800,877195,137697,764945,-1477303,-960166
7840053,452000,0,2676936,2953400,848430,144203,765084,-1395885,-1053039
7865683,451400,0,2692433,2955800,853943,146058,766049,-1446161,-1045578
7913788,450600,0,2693136,2955000,901998,154446,758608,-1531940,-838949
7949598,449200,0,2692493,2956400,907619,182091,761795,-1637738,-664855
7949682,448000,0,2776744,2957400,862366,148955,756217,-1610249,-739087
7948627,447000,4801,2793704,2961000,829366,147858,764898,-1520553,-798810
7866979,449000,22847,2813401,2961400,680171,170228,769932,-1344873,-1132505
7890043,450200,22748,2818995,2957600,650590,211688,778222,-1426038,-1145280
7916822,449600,22741,2821754,2959000,698612,190267,774848,-1413332,-1102732
7902768,448800,17931,2822793,2959000,671028,204790,778426,-1403134,-1096610
7792528,449400,13442,2810107,2959400,576804,205968,777407,-1188549,-1197209
7689728,456800,1163,2818274,2957800,499239,181807,774645,-1238963,-1164652
7634417,461200,0,2787043,2959400,464757,187744,774273,-1287913,-1107790
7684683,462400,0,2842405,2959000,447037,194630,779211,-1313039,-1068872
7774892,461800,0,3011500,2960400,396204,162057,782931,-1381336,-965592
7819540,459600,0,3058307,2959800,422817,132419,786597,-1355337,-910998
7835969,458800,0,3073300,2958400,419737,134769,790963,-1299759,-907425
7831909,460400,0,3093602,2960800,404703,119155,793249,-1289409,-947992
7690914,458400,0,3088140,2961200,279136,111667,792371,-1658813,-725372
7739866,456800,0,3132567,2960800,289206,104282,796211,-1636538,-604837
7670556,455000,0,3121091,2961200,241027,97244,794994,-1622878,-603916
7591740,455000,0,3071886,2961600,196330,113926,792998,-1712695,-606966
7472059,453400,0,3123698,2962600,34380,111696,786285,-1934241,-551480
7445200,455800,0,3096869,2962600,34963,103681,791287,-2023029,-476003
7395233,455000,0,3047215,2963000,36888,102201,790929,-2056824,-369248
7351407,453600,0,3004332,2963000,36964,111986,781525,-2026374,-411604
7201629,453000,0,2876405,2964000,37215,130242,740767,-2342475,-291359
7238924,452400,0,2936503,2963800,38257,127307,720657,-2321472,-257191
7157119,442800,0,2880931,2965800,38428,115703,713457,-2430902,-252436
7196323,442000,0,2933681,2964200,38317,100656,717469,-2345208,-291434
7207852,439000,0,2969283,2965200,37859,84148,712362,-2413882,-229704
7186183,438200,0,2950316,2967000,37696,77229,715742,-2413198,-280073
7209263,437200,0,2986649,2965000,37531,65868,717015,-2345706,-339441
7215279,438000,0,2994208,2965600,37729,57865,721877,-2334600,-411418
7212807,440600,0,2993989,2965400,35070,60820,716928,-2164163,-481707
7187311,437600,0,2955081,2965400,32137,78738,718355,-2112847,-478802
7095434,437600,0,2857698,2967400,31747,85183,715806,-2194684,-516827
7019856,438000,0,2797815,2964200,30703,67895,721243,-2107758,-499807
7046632,439000,0,2842914,2966000,29135,57056,712527,-2155677,-383311
7001307,436000,0,2825885,2964600,26538,45021,703263,-2230260,-276406
6977037,436800,0,2800309,2965600,26464,41158,706706,-2168684,-286433
6928471,437000,0,2773008,2965200,25943,28752,698568,-2177853,-235271
7107109,434400,0,2960775,2965600,24858,22396,699080,-2009491,-342347
7170019,430000,0,3003768,2965600,25054,18036,727561,-1886048,-248391
7031303,431400,0,2823129,2964200,25367,15213,771994,-1932406,-278221
6979766,431600,0,2769308,2964200,24959,13739,775960,-1947094,-228366
6966224,434800,0,2746755,2963800,25496,18498,776875,-1792638,-428850
7008074,433400,0,2792526,2964400,27263,16824,773661,-1906614,-485859
6986968,433200,0,2769530,2963400,28336,16385,776117,-1796022,-517221
6878208,433200,0,2658534,2964200,29164,13720,779390,-1919020,-434362
6887122,436200,0,2669471,2962000,29996,10173,779282,-2115909,-421350
6983247,437000,0,2768298,2962400,29758,10326,775465,-2056490,-498530
7029698,437200,0,2807390,2963400,29928,8615,783165,-1886629,-754478
6973836,436200,0,2750907,2962000,30860,11568,782301,-1817513,-781262
7041234,436400,0,2817090,2964000,30993,12774,779977,-1862894,-723668
7079091,434800,0,2853659,2962000,30859,13786,783987,-1741530,-701472
6955645,437400,0,2759614,2962600,30834,11785,753412,-1737220,-624274
6810081,438600,0,2650404,2963000,30055,13584,714438,-1748151,-615087
6655415,437400,0,2489687,2964000,30077,12580,721671,-1918546,-401619
6570034,437800,0,2418327,2964000,29993,11420,708494,-1892529,-401035
6398020,435800,0,2248494,2964400,30132,9669,709525,-1900324,-402893
6334499,436000,0,2179219,2964000,30097,8772,716411,-1987881,-296281
6296804,434400,0,2134026,2964000,30397,9274,724707,-2416844,-58241
6180325,428400,0,2013427,2964600,30797,20382,722719,-2281707,81130
6098072,437400,0,1939029,2964000,31025,16206,710412,-2324680,71118
6034279,436800,0,1875740,2965600,30921,20181,705037,-2263598,97517
6010513,434200,0,1865401,2967000,30963,22810,690139,-2467022,254545
5979151,439600,0,1839823,2964600,30936,18409,685783,-2461093,338107
5827831,435200,0,1673338,2966000,30982,25560,696751,-2387122,319942
5782600,435400,0,1625917,2966000,32762,28513,694008,-2483848,317996
5874028,438600,0,1709685,2965600,32967,29026,698150,-2813304,527951
5934974,438800,0,1770824,2965000,32859,36138,691353,-2822169,571169
5858614,441400,0,1681555,2965600,35152,35375,699532,-2796070,654386
5872117,441000,0,1678597,2967400,34794,39105,711221,-2881837,674163
5895408,439400,0,1701996,2965000,33749,42888,712375,-3122988,777276
5903324,436600,0,1721432,2964600,34370,30291,716031,-3120660,829231
5922438,435400,0,1742742,2966800,34063,30831,712602,-3110270,763867
5929108,432200,0,1744438,2965400,33580,32242,721248,-3095583,808653
5960964,433000,0,1776399,2966800,33670,31924,719171,-2927786,950976
5849014,433400,0,1690216,2967000,33640,24589,700169,-2896316,945071
5806897,400800,0,1689083,2965400,33683,20248,697683,-2933246,914898
5923341,425800,0,1751398,2967400,33834,32774,712135,-2969999,944615
5883795,440000,0,1692471,2966000,34281,48171,702872,-2752073,902600
5728087,440600,0,1553943,2966400,34529,46187,686428,-2855756,888440
5744571,440400,0,1579670,2966800,34519,37243,685939,-2900379,915192
5792907,439000,0,1652362,2966800,34690,33697,666358,-2892971,965123
5717335,438200,0,1562758,2966200,34799,30203,685175,-2993231,558009
5850465,437000,0,1693139,2966400,35241,21981,696704,-2966743,576135
5890309,434800,0,1724420,2965000,35293,20384,710412,-2982860,574839
5901060,441400,0,1728347,2965400,35254,19562,711097,-2886680,540765
5869872,437800,0,1719205,2964400,34784,18578,695105,-2812778,809980
5864767,437600,0,1705590,2965800,34015,20877,700885,-2744757,786741
5855000,439800,0,1699668,2965400,34111,17811,698210,-2775336,787355
5960074,436400,0,1729680,2964000,101007,16803,712184,-2735311,756419
6018472,435200,0,1696793,2963600,180371,21667,720841,-2542870,646122
5980078,436000,0,1675869,2964000,155496,21902,726811,-2592307,676137
6023649,438000,0,1678472,2966000,197470,23837,719870,-2603912,677089
6012053,437600,0,1703252,2962200,172331,21887,714783,-2594113,658301
6049386,437600,0,1708954,2962600,219105,15465,705662,-2516237,728106
6049065,438200,0,1696686,2963600,243921,11797,694861,-2510494,760084
6070638,438200,0,1627376,2963200,331730,11356,698776,-2455618,781660
5909820,433800,0,1570175,2963200,236620,13280,692745,-2499350,761775
5779562,391000,0,1609033,2961200,109319,12532,696478,-2562649,760269
5798385,371000,0,1735518,2961400,35304,11391,683772,-2546202,701744
5823042,368200,0,1761335,2960200,35298,11599,686410,-2530063,677828
5798241,368800,0,1732776,2961400,35430,13258,686577,-2426450,611022
