,DE_P2HT_OTH,DE_STUR_BIO_CHP,DE_COMC_GAS_CHP
2016-01-09 23:00:00,34363.15557491524,12955.464874294314,1166.2474879270567
2016-01-10 00:00:00,35982.31030467702,13565.912368900692,1221.1998083573828
2016-01-10 01:00:00,36819.71555359666,13881.627678115416,1249.6204161738076
2016-01-10 02:00:00,40206.5831017578,15158.53146707128,1364.566954228887
2016-01-10 03:00:00,47559.99442867171,17930.886350032462,1614.133600371479
2016-01-10 04:00:00,64480.632288104505,24310.240218178402,2188.401331827793
2016-01-10 05:00:00,76616.15845675272,28885.52966347519,2600.267665756409
2016-01-10 06:00:00,74556.46691659302,28108.99267337702,2530.3640132999576
2016-01-10 07:00:00,72670.16450005933,27397.82618441993,2466.3449958975207
2016-01-10 08:00:00,68944.65300921137,25993.248157432958,2339.905257033243
2016-01-10 09:00:00,65308.19074728736,24622.24312856289,2216.487750493002
2016-01-10 10:00:00,62335.31648936409,23501.42149912167,2115.591686752075
2016-01-10 11:00:00,60705.88684857261,22887.10019704026,2060.2906472074374
2016-01-10 12:00:00,60457.576498688475,22793.48318306043,2051.8632686115648
2016-01-10 13:00:00,61072.786796591085,23025.427405627695,2072.7428255809937
2016-01-10 14:00:00,62352.01321978734,23507.716436268587,2116.158355312832
2016-01-10 15:00:00,64977.681109165715,24497.635654782847,2205.270618982634
2016-01-10 16:00:00,67014.68222080151,25265.617986707002,2274.40418339498
2016-01-10 17:00:00,67415.83187225225,25416.857886877857,2288.0187588162426
2016-01-10 18:00:00,67048.07568164798,25278.207861000843,2275.5375205164937
2016-01-10 19:00:00,65021.34948104189,24514.099336551713,2206.75267521846
2016-01-10 20:00:00,58703.13544036913,22132.03055669953,1992.3194798427978
2016-01-10 21:00:00,45746.47263193164,17247.159330690145,1552.5846766954178
2016-01-10 22:00:00,36932.31145363033,13924.078151695923,1253.4417964681427
2016-01-10 23:00:00,28119.43463920772,10601.481198636078,954.3425061301565
2016-01-11 00:00:00,29705.62402941592,11199.500227593413,1008.1760194020652
2016-01-11 01:00:00,30364.930820487614,11448.06954057433,1030.552162570416
2016-01-11 02:00:00,33439.69794612196,12607.306427476238,1134.9063575282694
2016-01-11 03:00:00,40746.444052109364,15362.067768155006,1382.8892376933613
2016-01-11 04:00:00,55414.30766828293,20892.08934740122,1880.7003033367785
2016-01-11 05:00:00,67334.91694789345,25386.351653012018,2285.2725957910357
2016-01-11 06:00:00,65481.57987091337,24687.613629703977,2222.372385547016
2016-01-11 07:00:00,63484.39403951762,23934.642301745553,2154.590107702629
2016-01-11 08:00:00,59366.29532307695,22382.05254748358,2014.8263926790155
2016-01-11 09:00:00,56011.108750590676,21117.092998242384,1900.9550718930645
2016-01-11 10:00:00,53333.638184770956,20107.643333708198,1810.0846826886068
2016-01-11 11:00:00,51819.80129306349,19536.902365720845,1758.7067331799783
2016-01-11 12:00:00,51312.905682265504,19345.794530286166,1741.5032568739214
2016-01-11 13:00:00,52050.558669938575,19623.901625264167,1766.5383832889008
2016-01-11 14:00:00,53218.901678272756,20064.385816903723,1806.1906525787897
2016-01-11 15:00:00,55472.53216411783,20914.040923093038,1882.6763783178792
2016-01-11 16:00:00,57540.35800884268,21693.644677442277,1952.856100073161
2016-01-11 17:00:00,58529.74631674313,22066.660055558445,1986.4348447887837
2016-01-11 18:00:00,58436.415874890125,22031.472970993615,1983.2673128337833
2016-01-11 19:00:00,56640.87517245201,21354.525114732598,1922.3286476077685
2016-01-11 20:00:00,51044.90175290779,19244.752718645872,1732.4074999756178
2016-01-11 21:00:00,39339.20936233491,14831.517552721058,1335.1292489957189
2016-01-11 22:00:00,31139.4022393504,11740.05777900451,1056.8368658116797
2016-01-11 23:00:00,29102.82924900751,10972.236855725147,987.7178313624302
2016-01-12 00:00:00,30239.919402959735,11400.93821629483,1026.3094133462869
2016-01-12 01:00:00,31192.917400963364,11760.23385960361,1058.6531111987213
2016-01-12 02:00:00,34342.177631562954,12947.555850699466,1165.5355197353365
2016-01-12 03:00:00,41824.02534634797,15768.333327098486,1419.4611548068276
2016-01-12 04:00:00,58050.25046869098,21885.882373390505,1970.161286120892
2016-01-12 05:00:00,68867.1630551958,25964.03319272546,2337.2753337128065
2016-01-12 06:00:00,65913.12613416028,24850.31354365512,2237.0185883481186
2016-01-12 07:00:00,63511.36568097054,23944.811046367497,2155.505495377698
2016-01-12 08:00:00,59786.71043270838,22540.555836670115,2029.0948164396134
2016-01-12 09:00:00,55988.41832206678,21108.538340068364,1900.184983848959
2016-01-12 10:00:00,54382.963473677926,20503.255922095355,1845.6976222377154
2016-01-12 11:00:00,52625.09744501534,19840.512026576103,1786.0375937641777
2016-01-12 12:00:00,51097.98879322785,19264.76739060018,1734.2092153995632
2016-01-12 13:00:00,50787.17273457977,19147.584714480607,1723.6604621916263
2016-01-12 14:00:00,52461.55511112613,19778.853924265255,1780.4871478613793
2016-01-12 15:00:00,55321.40534772283,20857.063671481184,1877.5473013448748
2016-01-12 16:00:00,58290.85463530286,21976.59403176406,1978.3271253810303
2016-01-12 17:00:00,59567.084209448774,22457.753201891403,2021.640945371195
2016-01-12 18:00:00,59246.42136106391,22336.858126941595,2010.7580030120428
2016-01-12 19:00:00,57668.79439671379,21742.067270880118,1957.2150890020605
2016-01-12 20:00:00,52204.682335383906,19682.008737389573,1771.7691700035803
2016-01-12 21:00:00,40990.47318906447,15454.070695686902,1391.1713166582701
2016-01-12 22:00:00,32307.31712639169,12180.380561999275,1096.4746051384723
2016-01-12 23:00:00,35388.50607141959,13342.038578573076,1201.0467495427708
2016-01-13 00:00:00,37216.58399211838,14031.253491838344,1263.089691964107
2016-01-13 01:00:00,36856.53398478637,13895.508821567597,1250.869993000092
2016-01-13 02:00:00,40447.18726836968,15249.243125444835,1372.7327934890254
2016-01-13 03:00:00,49588.00499315651,18695.479100415967,1682.9620355588015
2016-01-13 04:00:00,68626.55888858391,25873.321534351904,2329.1094944526685
2016-01-13 05:00:00,76154.21558170962,28711.369735743756,2584.5898355754666
2016-01-13 06:00:00,71860.15901388554,27092.44102847194,2438.854305719261
2016-01-13 07:00:00,69661.32805353215,26263.44622881611,2364.2284152565016
2016-01-13 08:00:00,66600.26080927072,25109.37441854757,2260.339179117731
2016-01-13 09:00:00,63179.57167897018,23819.719346653073,2144.2447739780414
2016-01-13 10:00:00,61363.4811544727,23135.023875442002,2082.6086705234025
2016-01-13 11:00:00,59594.48397219462,22468.083355158145,2022.5708630093604
2016-01-13 12:00:00,59075.600965195335,22272.45607766927,2004.9605477366065
2016-01-13 13:00:00,60373.664725279355,22761.847088681046,2049.015395844684
2016-01-13 14:00:00,61690.99394354403,23258.5014887085,2093.7240922920964
2016-01-13 15:00:00,64314.94934775078,24247.77507264359,2182.778236109513
2016-01-13 16:00:00,67551.11820080983,25467.863018632386,2292.6102271546833
2016-01-13 17:00:00,68483.56637675408,25819.41104699111,2324.2564867784936
2016-01-13 18:00:00,68147.49116182468,25692.705260828756,2312.850465747873
2016-01-13 19:00:00,66605.82638607846,25111.472730929876,2260.5280686379833
2016-01-13 20:00:00,60345.40871994769,22751.19411812472,2048.056418280326
2016-01-13 21:00:00,47780.47689451711,18014.011802100755,1621.6165313660895
2016-01-13 22:00:00,38855.432301353736,14649.125784105196,1318.7103906968646
2016-01-13 23:00:00,38454.28264990297,14497.885883934337,1305.0958152756016
2016-01-14 00:00:00,39828.98012141674,15016.169042364027,1351.7515267779224
2016-01-14 01:00:00,40836.34952361914,15395.96358356149,1385.9405299435907
2016-01-14 02:00:00,44390.612497305636,16735.97815263134,1506.5682835693358
2016-01-14 03:00:00,51562.07227473546,19439.73436155558,1749.9596953959867
2016-01-14 04:00:00,69939.60689391955,26368.36184793143,2373.672891269117
2016-01-14 05:00:00,82835.47647876471,31230.313046380237,2811.3444396568184
2016-01-14 06:00:00,80080.08783763653,30191.48700849376,2717.829597168828
2016-01-14 07:00:00,78349.62157171976,29539.07326624124,2659.099486333455
2016-01-14 08:00:00,75195.65200689824,28349.975780052668,2552.0572482027806
2016-01-14 09:00:00,71840.89355570488,27085.177639456266,2438.200457379926
2016-01-14 10:00:00,68701.48011484207,25901.568047190645,2331.6522379945263
2016-01-14 11:00:00,66731.69404619216,25158.92687249896,2264.7998777883045
2016-01-14 12:00:00,66658.48530510563,25131.325994239392,2262.315254098832
2016-01-14 13:00:00,67183.79013149846,25329.374401400157,2280.1435188180308
2016-01-14 14:00:00,68425.77000221208,25797.62087994408,2322.2949417604887
2016-01-14 15:00:00,71098.10311251697,26805.133640740754,2412.9909714077908
2016-01-14 16:00:00,73511.850961908,27715.155580082574,2494.910903344908
2016-01-14 17:00:00,74097.52089060027,27935.96260615913,2514.78789286069
2016-01-14 18:00:00,73342.74305121104,27651.39916538942,2489.1715679218573
2016-01-14 19:00:00,70358.73763967227,26526.380911183584,2387.897725140426
2016-01-14 20:00:00,63957.4680681762,24112.9988542416,2170.6457169240757
2016-01-14 21:00:00,50381.313748907065,18994.56931921703,1709.8860571763041
2016-01-14 22:00:00,41116.76897047106,15501.686245900775,1395.4576557716878
2016-01-14 23:00:00,34266.400162719,12918.986520571141,1162.963716267286
2016-01-15 00:00:00,35869.28628335045,13523.300486675394,1217.3638980999515
2016-01-15 01:00:00,36703.69468321975,13837.885935376566,1245.6827961747017
2016-01-15 02:00:00,40062.734347342164,15104.298162420899,1359.6848866285197
2016-01-15 03:00:00,47349.786873855985,17851.63470543919,1606.9993884911798
2016-01-15 04:00:00,64185.22859600096,24198.86825327137,2178.3756572913244
2016-01-15 05:00:00,76261.24590493554,28751.72189694196,2588.2223263495503
2016-01-15 06:00:00,74198.55751572554,27974.055046330235,2518.2169641514242
2016-01-15 07:00:00,72344.79231745252,27275.155614377396,2455.3022239443085
2016-01-15 08:00:00,68661.66483460202,25886.55704322491,2330.3009514265673
2016-01-15 09:00:00,65053.886699302566,24526.366393555967,2207.856952413781
2016-01-15 10:00:00,62101.13414214578,23413.130970420003,2107.643796938382
2016-01-15 11:00:00,60479.410684626564,22801.715023944867,2052.6042967294775
2016-01-15 12:00:00,60234.95342637856,22709.55068776818,2044.3076878014724
2016-01-15 13:00:00,60850.16372428117,22941.494910335437,2065.187244770901
2016-01-15 14:00:00,62121.68396420515,23420.87858537006,2108.341235167006
2016-01-15 15:00:00,64737.50506384674,24407.085405054084,2197.119309685592
2016-01-15 16:00:00,66752.67198954444,25166.83589609381,2265.511845980025
2016-01-15 17:00:00,67143.11860867261,25314.040580144843,2278.763172323879
2016-01-15 18:00:00,66764.65938574573,25171.355338148005,2265.918684946722
2016-01-15 19:00:00,64740.50191289706,24408.215265567636,2197.2210194272666
2016-01-15 20:00:00,58451.82824143466,22037.283682206154,1983.7903915052511
2016-01-15 21:00:00,45572.22726571984,17181.46601225948,1546.6709817152112
2016-01-15 22:00:00,36813.29373420309,13879.206548443524,1249.4024667273625
2016-01-15 23:00:00,30248.481828817807,11404.166389190686,1026.6000126082138
2016-01-16 00:00:00,31840.66491712666,12004.445139175123,1080.636945363471
2016-01-16 01:00:00,32572.32420669907,12280.29251312602,1105.4686522951015
2016-01-16 02:00:00,36003.288248029305,13573.821392495542,1221.9117765491033
2016-01-16 03:00:00,43530.5168198621,16411.708185242598,1477.3775877088055
2016-01-16 04:00:00,59018.66083323915,22250.988727911823,2003.028062644794
2016-01-16 05:00:00,70388.27800888263,26537.518107674285,2388.9002925940727
2016-01-16 06:00:00,68518.24420147928,25832.485147219322,2325.433413789296
2016-01-16 07:00:00,66642.21669597528,25125.192465737266,2261.7631155011713
2016-01-16 08:00:00,62466.74972628552,23550.97395307306,2120.052385422649
