,SE_P2HT_OTH,SE_STUR_BIO_CHP,SE_GTUR_GAS_CHP,SE_ICEN_GAS_CHP
2016-01-03 04:00:00,8718.77163877541,4221.9237662440755,1017.8534952672412,328.18563709750237
2016-01-03 05:00:00,10356.998618242726,5015.208612512485,1209.1046400587923,389.8505811104543
2016-01-03 06:00:00,10078.591213197817,4880.394341792287,1176.6025902203764,379.37097281437565
2016-01-03 07:00:00,9887.71801410589,4787.967090687174,1154.3195254839954,372.18626319654004
2016-01-03 08:00:00,9469.499030108298,4585.451330303997,1105.4954855520523,356.4439695116009
2016-01-03 09:00:00,9020.278348169024,4367.92350047381,1053.052221729805,339.5347325447841
2016-01-03 10:00:00,8637.924073554945,4182.7746439607,1008.4151270827232,325.1424320682918
2016-01-03 11:00:00,8403.283771486527,4069.1538830480454,981.0225697953249,316.3102731113347
2016-01-03 12:00:00,8329.730723428811,4033.5370123992593,972.435783702643,313.54164297197764
2016-01-03 13:00:00,8398.420760044693,4066.7990486249846,980.4548484007673,316.1272231847656
2016-01-03 14:00:00,8539.448091857837,4135.089246893732,996.9187688429344,321.43567105526836
2016-01-03 15:00:00,8870.132869902445,4295.217987661825,1035.5238236728428,333.88306606196437
2016-01-03 16:00:00,9081.06599119193,4397.358930762062,1060.1487391617736,341.8228566268973
2016-01-03 17:00:00,9070.732091878035,4392.354907613059,1058.942331198339,341.4338755329381
2016-01-03 18:00:00,8978.942750913448,4347.907407877798,1048.2265898760663,337.97880816894707
2016-01-03 19:00:00,8702.358975159224,4213.976200066249,1015.93743556061,327.5678435953319
2016-01-03 20:00:00,7887.804558652285,3819.541434203663,920.844101972232,296.9069808950144
2016-01-03 21:00:00,6319.483368661308,3060.1073327667445,737.7539522274448,237.8733795764927
2016-01-03 22:00:00,5226.521547109459,2530.858296183962,610.1585688006512,196.73290858009662
2016-01-03 23:00:00,4644.783803380248,2249.1612283253844,542.2448969767128,174.83556111427288
2016-01-04 00:00:00,4824.715226728051,2336.2901019786123,563.2505885753395,181.6084083973281
2016-01-04 01:00:00,4946.8983892040915,2395.455316858,577.5145886135962,186.2075378023757
2016-01-04 02:00:00,5307.369112329923,2570.007418467338,619.5969369851694,199.77611360930723
2016-01-04 03:00:00,6155.356732499464,2980.6316709884627,718.5933551611299,231.69544455478697
2016-01-04 04:00:00,8290.218755463922,4014.403982711895,967.8230473718634,312.05436231860403
2016-01-04 05:00:00,10057.3155381398,4870.091941191399,1174.1188091191875,378.570129385636
2016-01-04 06:00:00,9763.711222339165,4727.91881289914,1139.84262992278,367.5184900690291
2016-01-04 07:00:00,9519.34489738708,4609.588383140363,1111.3146298462661,358.32023125893375
2016-01-04 08:00:00,9076.202979750096,4395.004096339002,1059.581017767216,341.6398067003283
2016-01-04 09:00:00,8656.160366461816,4191.6052730471765,1010.5440823123138,325.8288692929258
2016-01-04 10:00:00,8286.571496882549,4012.6378568945997,967.3972563259452,311.9170748736772
2016-01-04 11:00:00,8034.302778337488,3890.480821198352,937.946708983276,302.4213599329073
2016-01-04 12:00:00,7934.611043779922,3842.206715525618,926.3084203948479,298.66883643824167
2016-01-04 13:00:00,8016.674361860845,3881.9445464147584,935.8887189280052,301.75780394909447
2016-01-04 14:00:00,8151.015052941468,3946.9968473517965,951.5720224526556,306.8145581705647
2016-01-04 15:00:00,8473.7974373931,4103.2989821824185,989.2545300164082,318.964497046586
2016-01-04 16:00:00,8681.083300101209,4203.6737994653595,1013.4536544594209,326.7670001665922
2016-01-04 17:00:00,8726.674032368388,4225.750372181549,1018.7760425333972,328.4830932281771
2016-01-04 18:00:00,8648.865849299067,4188.073021412586,1009.6925002204775,325.55429440307216
2016-01-04 19:00:00,8374.713579265761,4055.3192308125667,977.6872066022996,315.2348547927415
2016-01-04 20:00:00,7602.710512874854,3681.489266151758,887.5614352162997,286.1756789499033
2016-01-04 21:00:00,6076.940672999914,2942.6599659166163,709.4388476738905,228.74376448886088
2016-01-04 22:00:00,4971.821322843482,2407.523843276184,580.4241607607033,187.14566867604216
2016-01-04 23:00:00,5350.528338876187,2590.9065739719977,624.635464361867,201.40068170760765
2016-01-05 00:00:00,5421.6498812129885,2625.346027409253,632.9383897572701,204.07778688368012
2016-01-05 01:00:00,5613.73883316537,2718.3619871201313,655.3633848422905,211.30825898315797
2016-01-05 02:00:00,5963.26778054708,2887.6157112775845,696.1683600761095,224.46497245530915
2016-01-05 03:00:00,6816.118412158451,3300.594798221768,795.7324996466273,256.56735332735786
2016-01-05 04:00:00,9285.920348179123,4496.556330833473,1084.0640029075073,349.53383478361894
2016-01-05 05:00:00,11094.352728110578,5372.26038190899,1295.1853965085702,417.605526226488
2016-01-05 06:00:00,10536.930041590529,5102.337486165713,1230.110331657419,396.6234283935095
2016-01-05 07:00:00,10257.30688368516,4966.934506839751,1197.4663514703639,386.0980576157886
2016-01-05 08:00:00,9859.147821885126,4774.1324384516965,1150.9841622909703,371.1108448779469
2016-01-05 09:00:00,9400.201117062184,4551.894939775389,1097.4054556796082,353.83550805799183
2016-01-05 10:00:00,9164.95293856354,4437.979824559851,1069.9419332178902,344.98046786021365
2016-01-05 11:00:00,8837.307542670076,4279.322855306169,1031.6917042595799,332.64747905762323
2016-01-05 12:00:00,8678.043917950063,4202.202027950947,1013.0988285878224,326.6525939624865
2016-01-05 13:00:00,8633.668938543342,4180.714163840523,1007.9183708624854,324.98226338254386
2016-01-05 14:00:00,8781.382911089004,4252.242259440977,1025.1629082221689,330.54240490207906
2016-01-05 15:00:00,9203.24915366797,4456.52414564145,1074.41273920003,346.4219860319449
2016-01-05 16:00:00,9539.40481958464,4619.302075135486,1113.656480598816,359.07531220603113
2016-01-05 17:00:00,9569.798641096095,4634.0197902796135,1117.2047393148002,360.21937424708784
2016-01-05 18:00:00,9462.812389375778,4582.2134329722885,1104.7148686345358,356.1922758625685
2016-01-05 19:00:00,9169.208073575142,4440.040304680028,1070.438689438128,345.14063654596157
2016-01-05 20:00:00,8428.814581556147,4081.516763769111,984.0031071167515,317.2712852258222
2016-01-05 21:00:00,6856.23825655357,3320.022182212015,800.4162011517266,258.07751522155263
2016-01-05 22:00:00,5684.86037550217,2752.8014405573867,663.6663102376937,213.98536415923044
2016-01-05 23:00:00,5742.608636373931,2780.765099331227,670.4080017980638,216.15908203723802
2016-01-06 00:00:00,5873.302068873178,2844.05127445097,685.6655142767961,221.0785488137815
2016-01-06 01:00:00,5912.206160407839,2862.889949835452,690.207285433256,222.542948226334
2016-01-06 02:00:00,6316.443986510164,3058.6355612523316,737.3991263558463,237.75897337238703
2016-01-06 03:00:00,7319.440096388113,3544.3201610085002,854.4916639833265,275.51302072725554
2016-01-06 04:00:00,9859.147821885126,4774.1324384516965,1150.9841622909703,371.1108448779469
2016-01-06 05:00:00,11014.113039320342,5333.405613928497,1285.8179934983718,414.5852024380985
2016-01-06 06:00:00,10391.039698335555,5031.692453473907,1213.0786898206948,391.13193059643777
2016-01-06 07:00:00,10226.305185743478,4951.922437392743,1193.84712758006,384.93111433391084
2016-01-06 08:00:00,9869.48172119902,4779.136461600699,1152.1905702544047,371.49982597190603
2016-01-06 09:00:00,9474.96991798036,4588.100519029939,1106.1341721209294,356.6499006789912
2016-01-06 10:00:00,9260.99741453973,4484.48780441529,1081.1544307604004,348.5957039099526
2016-01-06 11:00:00,8985.629391645967,4351.145305209505,1049.0072067935828,338.23050181797953
2016-01-06 12:00:00,8885.937657088401,4302.871199536771,1037.3689182051546,334.47797832331383
2016-01-06 13:00:00,8997.786920250548,4357.032391267156,1050.4265102799768,338.6881266344022
2016-01-06 14:00:00,9185.0128607611,4447.693516554975,1072.2837839704398,345.73554880731103
2016-01-06 15:00:00,9522.384279538226,4611.060154654776,1111.6694557178648,358.43463746303945
2016-01-06 16:00:00,9872.521103350166,4780.608233115112,1152.5453961260034,371.61423217601174
2016-01-06 17:00:00,9891.365272687268,4789.73321650447,1154.7453165299137,372.3235506414669
2016-01-06 18:00:00,9780.123885955349,4735.866379076968,1141.7586896294113,368.1362835711996
2016-01-06 19:00:00,9524.207908828916,4611.943217563424,1111.882351240824,358.5032811855029
2016-01-06 20:00:00,8750.98908957755,4237.524544296851,1021.6146495061847,329.39834286102246
2016-01-06 21:00:00,7181.452146726117,3477.5017342541664,838.382569412758,270.31897906085845
2016-01-06 22:00:00,6067.214650116249,2937.950297070496,708.3034048847755,228.37766463572277
2016-01-06 23:00:00,5847.771258803558,2831.6883937299044,682.6849769553693,220.11753669929396
2016-01-07 00:00:00,5998.524613500366,2904.6882608447704,700.2843401866511,225.79208442293478
2016-01-07 01:00:00,6138.944068883277,2972.684104810634,716.6772954544983,231.07765105261637
2016-01-07 02:00:00,6569.320581485453,3181.086951251463,766.9206388728353,247.27756955397814
2016-01-07 03:00:00,7410.0136844922445,3588.178952137997,865.0654749569595,278.9223256096043
2016-01-07 04:00:00,9758.240334467102,4725.2696241731965,1139.2039433539026,367.31255890163885
2016-01-07 05:00:00,11607.400435223903,5620.695413541842,1355.0800036343842,436.9172934795237
2016-01-07 06:00:00,11221.39890202845,5433.780431211438,1310.0171179413844,422.38770555810464
2016-01-07 07:00:00,11077.94006449439,5364.312815731161,1293.2693368019386,416.98773272431737
2016-01-07 08:00:00,10711.390577066271,5186.817171092998,1250.4773366871686,403.1903445091745
2016-01-07 09:00:00,10250.62024295264,4963.696609508043,1196.6857345528474,385.84636396675614
2016-01-07 10:00:00,9819.635853920237,4754.999408764332,1146.371425960191,369.6235642245733
2016-01-07 11:00:00,9566.759258944949,4632.5480187652,1116.8499134432018,360.10496804298214
2016-01-07 12:00:00,9474.362041550132,4587.806164727057,1106.0632069466099,356.62701943817007
2016-01-07 13:00:00,9505.363739491813,4602.818234174066,1109.6824308369137,357.7939627200478
2016-01-07 14:00:00,9610.526361921442,4653.741528572743,1121.9594059942192,361.75241738210366
2016-01-07 15:00:00,9964.310444314753,4825.055732850373,1163.2611374482758,375.06929954000276
2016-01-07 16:00:00,10245.757231510808,4961.341775084983,1196.11801315829,385.6633140401871
2016-01-07 17:00:00,10259.130512975848,4967.8175697483985,1197.679246993323,386.166701338252
2016-01-07 18:00:00,10117.495304732478,4899.23301717677,1181.1443613768365,380.83537222692814
2016-01-07 19:00:00,9688.942421420988,4691.7132336445875,1131.1139134814584,364.7040974480297
2016-01-07 20:00:00,8866.48561132107,4293.451861844531,1035.0980326269248,333.7457786170376
2016-01-07 21:00:00,7301.20380348124,3535.4895319220245,852.3627087537359,274.8265835026216
2016-01-07 22:00:00,6121.315652406636,2964.1478300270414,714.6193053992276,230.4140950688036
2016-01-07 23:00:00,5611.915203874683,2717.478924211484,655.1504893193315,211.2396152606946
2016-01-08 00:00:00,5785.767862920195,2801.6642548358864,675.4465291747614,217.78365013553844
2016-01-08 01:00:00,5918.284924710129,2865.833492864277,690.9169371764527,222.7717606345453
2016-01-08 02:00:00,6331.033020835661,3065.7000645215126,739.1022905395188,238.30812315209423
2016-01-08 03:00:00,7145.587437342602,3460.134830384098,834.1956241278967,268.9689858524117
2016-01-08 04:00:00,9473.754165119903,4587.511810424175,1105.99224177229,356.6041381973489
2016-01-08 05:00:00,11262.126622853797,5453.502169504567,1314.7717846208031,423.9207486931205
2016-01-08 06:00:00,10927.186709797586,5291.312948616295,1275.6699735706568,411.3131850006765
2016-01-08 07:00:00,10809.258682333148,5234.208213857085,1261.902729752638,406.8742242813768
2016-01-08 08:00:00,10376.450664010055,5024.6279502047255,1211.3755256370223,390.5827808167305
2016-01-08 09:00:00,9915.072453466199,4801.213034316888,1157.5129583283813,373.21591903349105
2016-01-08 10:00:00,9517.521268096396,4608.705320231716,1111.1017343233073,358.2515875364704
2016-01-08 11:00:00,9262.82104383042,4485.370867323938,1081.3673262833595,348.66434763241597
2016-01-08 12:00:00,9155.834792110105,4433.564510016613,1068.8774556030949,344.63724924789665
2016-01-08 13:00:00,9233.642975179424,4471.241860785576,1077.9609979160145,347.5660480730016
2016-01-08 14:00:00,9376.493936283252,4540.41512196297,1094.6378138811406,352.94313966596775
2016-01-08 15:00:00,9716.904737211526,4705.253531577186,1134.378311500164,365.75663452580187
2016-01-08 16:00:00,9916.896082756886,4802.096097225536,1157.7258538513404,373.2845627559544
2016-01-08 17:00:00,9876.77623836177,4782.668713235289,1153.0421523462412,371.7744008617597
2016-01-08 18:00:00,9758.240334467102,4725.2696241731965,1139.2039433539026,367.31255890163885
2016-01-08 19:00:00,9431.810691434097,4567.201363525281,1101.0956447442318,355.02533258069076
2016-01-08 20:00:00,8558.900137625167,4144.508584585972,999.1896544211643,322.16787076154463
2016-01-08 21:00:00,6985.108059762131,3382.425294423111,815.4608181074999,262.9283382756327
2016-01-08 22:00:00,5862.968169559285,2839.047251301967,684.4591063133613,220.68956771982226
2016-01-08 23:00:00,5611.307327444453,2717.184569908601,655.0795241450119,211.21673401987343
2016-01-09 00:00:00,5773.610334315613,2795.777168778236,674.0272256883677,217.32602531911581
2016-01-09 01:00:00,5909.774654686922,2861.712532623922,689.9234247359773,222.4514232630495
2016-01-09 02:00:00,6323.130627242685,3061.87345858404,738.1797432733629,238.01066702141952
2016-01-09 03:00:00,7125.527515145043,3450.4211383889747,831.853773375347,268.21390490531434
2016-01-09 04:00:00,9429.98706214341,4566.318300616632,1100.8827492212727,354.9566888582273
2016-01-09 05:00:00,11212.888632005242,5429.659470971082,1309.0236055009086,422.06736818660875
2016-01-09 06:00:00,10873.085707507198,5265.1154156597495,1269.3540730562047,409.27675456759573
2016-01-09 07:00:00,10770.962467228717,5215.663892775486,1257.4319237704979,405.4327061096455
2016-01-09 08:00:00,10332.683561033564,5003.4344403971845,1206.2660330860049,388.93533147760905
2016-01-09 09:00:00,9881.031373373371,4784.729193355467,1153.538908566479,371.9345695475076
2016-01-09 10:00:00,9486.519570154713,4593.693250784707,1107.4825104330034,357.08464425459266
2016-01-09 11:00:00,9240.329615911944,4474.479758117284,1078.741614833531,347.81774172203404
2016-01-09 12:00:00,9127.264599889339,4419.729857781134,1065.5420924100697,343.5618309293034
2016-01-09 13:00:00,9203.24915366797,4456.52414564145,1074.41273920003,346.4219860319449
2016-01-09 14:00:00,9344.884361911341,4525.108698213078,1090.9476248165167,351.7533151432688
2016-01-09 15:00:00,9679.824274967554,4687.29791910135,1130.0494358666633,364.36087883571275
2016-01-09 16:00:00,9878.599867652456,4783.551776143936,1153.2550478692,371.84304458422304
2016-01-09 17:00:00,9839.695776117798,4764.713100759454,1148.7132767127403,370.3786451716706
2016-01-09 18:00:00,9720.5519957929,4707.0196573944795,1134.804102546082,365.8939219707286
2016-01-09 19:00:00,9389.259341318062,4546.596562323502,1096.1280825418537,353.42364572321145
2016-01-09 20:00:00,8516.956663939362,4124.198137687078,994.293057393106,320.58906514488643
2016-01-09 21:00:00,6968.695396145946,3374.477728245283,813.5447584008683,262.31054477346214
2016-01-09 22:00:00,5856.281528826765,2835.8093539702595,683.6784893958448,220.4378740707898
2016-01-09 23:00:00,6102.471483069534,2955.022846637683,712.4193849953173,229.70477660334845
2016-01-10 00:00:00,6272.676883533672,3037.4420514447906,732.2896338048292,236.11152403326557
2016-01-10 01:00:00,6416.135721067729,3106.909666925066,749.0374149442747,241.51149686705276
2016-01-10 02:00:00,6847.120110100133,3315.6068676687773,799.3517235369313,257.7342966092356
2016-01-10 03:00:00,7682.342325234862,3720.0496798293693,896.8578730521785,289.17312149747164
2016-01-10 04:00:00,10111.416540430186,4896.289474147944,1180.4347096336394,380.60655981871673
2016-01-10 05:00:00,12021.972160640124,5821.445048107726,1403.4782525204096,452.5222997195361
2016-01-10 06:00:00,11646.912403188791,5639.828443229206,1359.6927399651636,438.40457413289727
2016-01-10 07:00:00,11583.693254444968,5609.2155957294235,1352.3123618359164,436.0249250874995
2016-01-10 08:00:00,11113.196897447677,5381.385365298348,1297.3853169124802,418.314844691943
2016-01-10 09:00:00,10628.719382555117,5146.784985900975,1240.8260729796916,400.07849575750055
2016-01-10 10:00:00,10213.539780708668,4945.740997032209,1192.3568589193467,384.4506082766671
2016-01-10 11:00:00,9945.466274977653,4815.930749461015,1161.0612170443655,374.35998107454765
2016-01-10 12:00:00,9806.870448885427,4748.817968403799,1144.8811572994775,369.14305816732946
2016-01-10 13:00:00,9895.012531268641,4791.499342321766,1155.171107575832,372.4608380863937
2016-01-10 14:00:00,10037.863492372471,4860.672603499159,1171.8479235409577,377.8379296793598
2016-01-10 15:00:00,10386.176686893723,5029.337619050847,1212.5109684261372,390.9488806698687
2016-01-10 16:00:00,10589.815291020455,5127.946310516492,1236.2843018232315,398.614096344948
2016-01-10 17:00:00,10537.537918020756,5102.631840468595,1230.1812968317388,396.64630963433063
2016-01-10 18:00:00,10407.452361951739,5039.640019651734,1214.9947495273261,391.7497240986083
2016-01-10 19:00:00,10040.294998093386,4861.850020710688,1172.1317842382364,377.92945464264426
2016-01-10 20:00:00,9109.636183412695,4411.193582997541,1063.4841023547988,342.8982749454906
2016-01-10 21:00:00,7506.058160468436,3634.6869319934367,876.2779724994699,282.5375616593432
2016-01-10 22:00:00,6345.01417873093,3072.470213487811,740.7344895488717,238.83439169098034
2016-01-10 23:00:00,6588.772627252783,3190.5062889437036,769.1915244510652,248.00976926025436
2016-01-11 00:00:00,6689.680114670808,3239.3691032222027,780.9717433881328,251.80805523656232
2016-01-11 01:00:00,6865.964279437234,3324.731851058136,801.5516439408416,258.4436150746908
2016-01-11 02:00:00,7264.731217667498,3517.828273749073,848.1047982945549,273.45370905335363
2016-01-11 03:00:00,8084.148645616271,3914.617874034719,943.7658532774902,304.2976216802402
2016-01-11 04:00:00,10553.342705206713,5110.285052343541,1232.0263913640506,397.2412218956801
2016-01-11 05:00:00,12803.701249914693,6199.984681614654,1494.7394666955242,481.9475754155123
2016-01-11 06:00:00,12307.066206417552,5959.497216159631,1436.7609192763418,463.2536016646472
2016-01-11 07:00:00,12290.653542801365,5951.549649981801,1434.84485956971,462.6358081624765
2016-01-11 08:00:00,11801.313016466975,5714.594436161367,1377.7178942423636,444.21640930146486
2016-01-11 09:00:00,11328.385153748764,5485.586788518763,1322.5069886216488,426.41480394262396
2016-01-11 10:00:00,10902.871652588423,5279.538776500994,1272.8313665978694,410.3979353678312
2016-01-11 11:00:00,10614.130348229617,5139.720482631793,1239.122908796019,399.5293459777933
2016-01-11 12:00:00,10401.37359764945,5036.696476622909,1214.2850977841292,391.520911690397
2016-01-11 13:00:00,10532.674906578926,5100.277006045536,1229.6135754371815,396.4632597077616
2016-01-11 14:00:00,10660.328956927027,5162.091409650866,1244.5162620443152,401.2683202801994
2016-01-11 15:00:00,11024.446938634235,5338.409637077499,1287.0244014618063,414.9741835320577
2016-01-11 16:00:00,11173.376664040356,5410.526441283719,1304.4108691701292,420.58008753323514
2016-01-11 17:00:00,11180.063304772873,5413.764338615425,1305.1914860876454,420.83178118226755
2016-01-11 18:00:00,10994.053117122781,5323.691921933373,1283.4761427458222,413.83012149100114
2016-01-11 19:00:00,10575.834133125189,5121.1761615501955,1234.652102813879,398.087827806062
2016-01-11 20:00:00,9613.565744072588,4655.213300087155,1122.3142318658176,361.86682358620936
2016-01-11 21:00:00,8048.283936232756,3897.250970164649,939.5789079926286,302.9476284717933
2016-01-11 22:00:00,6853.806750832654,3318.8447650004855,800.132340454448,257.98599025826815
2016-01-11 23:00:00,7054.405972808242,3415.981684951719,823.5508479799439,265.5367997292418
2016-01-12 00:00:00,7153.48983093558,3463.9614363215715,835.1181713940526,269.26644198308645
2016-01-12 01:00:00,7298.772297760324,3534.312114710494,852.0788480564571,274.73505853933705
2016-01-12 02:00:00,7663.4981558977615,3710.9246964400104,894.6579526482683,288.46380303201653
2016-01-12 03:00:00,8556.468631904252,4143.331167374442,998.9057937238855,322.0763457982601
2016-01-12 04:00:00,11273.06839859792,5458.800546956452,1316.0491577585576,424.3326110279009
2016-01-12 05:00:00,13497.896133236278,6536.137295506498,1575.7816957686043,508.0779524332455
2016-01-12 06:00:00,12806.132755635608,6201.162098826184,1495.023327392803,482.03910037879683
2016-01-12 07:00:00,12511.312686974517,6058.40026192816,1460.605217847756,470.9416985805477
2016-01-12 08:00:00,12144.155323116163,5880.610262987113,1417.742252558666,457.12142912458364
2016-01-12 09:00:00,11642.657268177189,5637.767963109029,1359.195983744926,438.24440544714935
2016-01-12 10:00:00,11331.42453589991,5487.058560033175,1322.8618144932473,426.5292101467296
2016-01-12 11:00:00,11035.996590808587,5344.002368832267,1288.3727397738803,415.4089271076592
2016-01-12 12:00:00,10827.49497524002,5243.038842943562,1264.0316849822286,407.5606615060109
2016-01-12 13:00:00,10805.003547321545,5232.147733736907,1261.4059735324001,406.7140555956289
2016-01-12 14:00:00,10873.693583937427,5265.409769962633,1269.4250382305245,409.2996358084169
2016-01-12 15:00:00,11348.445075946325,5495.300480513886,1324.8488393741986,427.16988488972135
2016-01-12 16:00:00,11614.69495238665,5624.227665176432,1355.9315857262204,437.1918683693773
2016-01-12 17:00:00,11577.614490142681,5606.272052700599,1351.6027100927197,435.7961126792882
2016-01-12 18:00:00,11457.862833387553,5548.2842550327405,1337.6225707517417,431.28850823752515
2016-01-12 19:00:00,11133.864696075467,5391.393411596354,1299.7981328393496,419.09280687986154
2016-01-12 20:00:00,10195.303487801797,4936.910367945733,1190.2279036897562,383.7641710520331
2016-01-12 21:00:00,8639.139826415403,4183.363352566465,1008.5570574313628,325.1881945499341
2016-01-12 22:00:00,7345.578782887963,3556.9773960324496,857.5431664790731,276.4969140825643
2016-01-12 23:00:00,7734.619698234562,3745.364149877266,902.9608780436714,291.140908208089
2016-01-13 00:00:00,7831.879927071211,3792.4608383384707,914.315305934821,294.8019067394702
2016-01-13 01:00:00,7919.414133024195,3834.847857953554,924.5342910368555,298.09680541771326
2016-01-13 02:00:00,8302.376284068503,4020.2910687695453,969.242350858257,312.5119871350267
2016-01-13 03:00:00,9207.504288679575,4458.584625761628,1074.909495420268,346.5821547176929
2016-01-13 04:00:00,12185.49092037174,5900.626355583124,1422.5678844124043,458.67735350042057
2016-01-13 05:00:00,13980.550018838156,6769.854611995225,1632.1280441784343,526.2456576452247
2016-01-13 06:00:00,13109.46309431991,6348.0448959645655,1530.4349493783259,493.456839548542
2016-01-13 07:00:00,12873.607039391038,6233.835426446145,1502.9004617422881,484.5789181099426
2016-01-13 08:00:00,12443.838403219092,6025.726934308199,1452.7280834982707,468.40188084940195
2016-01-13 09:00:00,12009.20675560531,5815.263607747192,1401.987983859696,452.0417936622922
2016-01-13 10:00:00,11774.566453536896,5701.6428468345375,1374.5954265722978,443.2096347053352
2016-01-13 11:00:00,11415.311483271522,5527.679453830963,1332.6550085493639,429.68682138004584
2016-01-13 12:00:00,11280.362915760668,5462.332798591042,1316.9007398503936,424.6071859177544
2016-01-13 13:00:00,11322.914265876705,5482.93759979282,1321.8683020527717,426.2088727752338
2016-01-13 14:00:00,11584.3011308752,5609.509950032307,1352.3833270102364,436.04780632832075
