,PHOT,WTOF,WTON,HE Lumbardhi,HE Dikance,HE Radavac,HE Burimi,HROR
2010-01-02 13:00:00+00:00,0,0,0,1,0.966681885,1,1,0.995904
2010-01-02 14:00:00+00:00,0,0,0,1,0.963873401,1,1,0.995559
2010-01-02 15:00:00+00:00,0,0,0,1,0.961064918,1,1,0.995213
2010-01-02 16:00:00+00:00,0,0,0,1,0.958256434,1,1,0.994868
2010-01-02 17:00:00+00:00,0,0,0,1,0.95544795,1,1,0.994523
2010-01-02 18:00:00+00:00,0,0,0,1,0.952639467,1,1,0.994178
2010-01-02 19:00:00+00:00,0,0,0,1,0.949830983,1,1,0.993832
2010-01-02 20:00:00+00:00,0,0,0,1,0.947022499,1,1,0.993487
2010-01-02 21:00:00+00:00,0,0,0,1,0.944214016,1,1,0.993142
2010-01-02 22:00:00+00:00,0,0,0,1,0.941405532,1,1,0.992797
2010-01-02 23:00:00+00:00,0,0,0,1,0.938597049,1,1,0.992451
2010-01-03 00:00:00+00:00,0,0,0,1,0.933141386,1,1,0.991781
2010-01-03 01:00:00+00:00,0,0,0,1,0.927685724,1,1,0.99111
2010-01-03 02:00:00+00:00,0,0,0,1,0.922230062,1,1,0.990439
2010-01-03 03:00:00+00:00,0,0,0,1,0.9167744,1,1,0.989769
2010-01-03 04:00:00+00:00,0,0,0,1,0.911318737,1,1,0.989098
2010-01-03 05:00:00+00:00,0,0,0,1,0.905863075,1,1,0.988427
2010-01-03 06:00:00+00:00,0,0,0,1,0.900407413,1,1,0.987757
2010-01-03 07:00:00+00:00,0,0,0,1,0.894951751,1,1,0.987086
2010-01-03 08:00:00+00:00,0,0,0,1,0.889496088,1,1,0.986415
2010-01-03 09:00:00+00:00,0,0,0,1,0.884040426,1,1,0.985744
2010-01-03 10:00:00+00:00,0,0,0,1,0.878584764,1,1,0.985074
2010-01-03 11:00:00+00:00,0,0,0,1,0.873129102,1,1,0.984403
2010-01-03 12:00:00+00:00,0,0,0,1,0.867673439,1,1,0.983732
2010-01-03 13:00:00+00:00,0,0,0,1,0.862217777,1,1,0.983062
2010-01-03 14:00:00+00:00,0,0,0,1,0.856762115,1,1,0.982391
2010-01-03 15:00:00+00:00,0,0,0,1,0.851306453,1,1,0.98172
2010-01-03 16:00:00+00:00,0,0,0,1,0.84585079,1,1,0.98105
2010-01-03 17:00:00+00:00,0,0,0,1,0.840395128,1,1,0.980379
2010-01-03 18:00:00+00:00,0,0,0,1,0.834939466,1,1,0.979708
2010-01-03 19:00:00+00:00,0,0,0,1,0.829483804,1,1,0.979037
2010-01-03 20:00:00+00:00,0,0,0,1,0.824028142,1,1,0.978367
2010-01-03 21:00:00+00:00,0,0,0,1,0.818572479,1,1,0.977696
2010-01-03 22:00:00+00:00,0,0,0,1,0.813116817,1,1,0.977025
2010-01-03 23:00:00+00:00,0,0,0,1,0.807661155,1,1,0.976355
2010-01-04 00:00:00+00:00,0,0,0,1,0.801987254,1,1,0.975657
2010-01-04 01:00:00+00:00,0,0,0,1,0.796313353,1,1,0.97496
2010-01-04 02:00:00+00:00,0,0,0,1,0.790639452,1,1,0.974262
2010-01-04 03:00:00+00:00,0,0,0,1,0.78496555,1,1,0.973565
2010-01-04 04:00:00+00:00,0,0,0,1,0.779291649,1,1,0.972867
2010-01-04 05:00:00+00:00,0,0,0,1,0.773617748,1,1,0.97217
2010-01-04 06:00:00+00:00,0,0,0,1,0.767943847,1,1,0.971472
2010-01-04 07:00:00+00:00,0,0,0,1,0.762269946,1,1,0.970774
2010-01-04 08:00:00+00:00,0,0,0,1,0.756596045,1,1,0.970077
2010-01-04 09:00:00+00:00,0,0,0,1,0.750922144,1,1,0.969379
2010-01-04 10:00:00+00:00,0,0,0,1,0.745248243,1,1,0.968682
2010-01-04 11:00:00+00:00,0,0,0,1,0.739574342,1,1,0.967984
2010-01-04 12:00:00+00:00,0,0,0,1,0.733900441,1,1,0.967287
2010-01-04 13:00:00+00:00,0,0,0,1,0.72822654,1,1,0.966589
2010-01-04 14:00:00+00:00,0,0,0,1,0.722552639,0.996294841,1,0.965797
2010-01-04 15:00:00+00:00,0,0,0,1,0.716878737,0.990408459,1,0.964948
2010-01-04 16:00:00+00:00,0,0,0,1,0.711204836,0.984522078,1,0.964099
2010-01-04 17:00:00+00:00,0,0,0,1,0.705530935,0.978635696,1,0.96325
2010-01-04 18:00:00+00:00,0,0,0,1,0.699857034,0.972749314,1,0.962402
2010-01-04 19:00:00+00:00,0,0,0,1,0.694183133,0.966862933,1,0.961553
2010-01-04 20:00:00+00:00,0,0,0,1,0.688509232,0.960976551,1,0.960704
2010-01-04 21:00:00+00:00,0,0,0,1,0.682835331,0.955090169,1,0.959855
2010-01-04 22:00:00+00:00,0,0,0,1,0.67716143,0.949203788,1,0.959007
2010-01-04 23:00:00+00:00,0,0,0,1,0.671487529,0.943317406,1,0.958158
2010-01-05 00:00:00+00:00,0,0,0,1,0.669320112,0.944739583,1,0.957928
2010-01-05 01:00:00+00:00,0,0,0,1,0.667152696,0.946161759,1,0.957698
2010-01-05 02:00:00+00:00,0,0,0,1,0.66498528,0.947583935,1,0.957468
2010-01-05 03:00:00+00:00,0,0,0,1,0.662817863,0.949006112,1,0.957238
2010-01-05 04:00:00+00:00,0,0,0,1,0.660650447,0.950428288,1,0.957008
2010-01-05 05:00:00+00:00,0,0,0,1,0.658483031,0.951850464,1,0.956778
2010-01-05 06:00:00+00:00,0,0,0,1,0.656315614,0.953272641,1,0.956549
2010-01-05 07:00:00+00:00,0,0,0,1,0.654148198,0.954694817,1,0.956319
2010-01-05 08:00:00+00:00,0,0,0,1,0.651980781,0.956116994,1,0.956089
2010-01-05 09:00:00+00:00,0,0,0,1,0.649813365,0.95753917,1,0.955859
2010-01-05 10:00:00+00:00,0,0,0,1,0.647645949,0.958961346,1,0.955629
2010-01-05 11:00:00+00:00,0,0,0,1,0.645478532,0.960383523,1,0.955399
2010-01-05 12:00:00+00:00,0,0,0,1,0.643311116,0.961805699,1,0.955169
2010-01-05 13:00:00+00:00,0,0,0,1,0.6411437,0.963227875,1,0.954939
2010-01-05 14:00:00+00:00,0,0,0,1,0.638976283,0.964650052,1,0.954709
2010-01-05 15:00:00+00:00,0,0,0,1,0.636808867,0.966072228,1,0.954479
2010-01-05 16:00:00+00:00,0,0,0,1,0.63464145,0.967494405,1,0.954249
2010-01-05 17:00:00+00:00,0,0,0,1,0.632474034,0.968916581,1,0.954019
2010-01-05 18:00:00+00:00,0,0,0,1,0.630306618,0.970338757,1,0.95379
2010-01-05 19:00:00+00:00,0,0,0,1,0.628139201,0.971760934,1,0.95356
2010-01-05 20:00:00+00:00,0,0,0,1,0.625971785,0.97318311,1,0.95333
2010-01-05 21:00:00+00:00,0,0,0,1,0.623804368,0.974605286,1,0.9531
2010-01-05 22:00:00+00:00,0,0,0,1,0.621636952,0.976027463,1,0.95287
2010-01-05 23:00:00+00:00,0,0,0,1,0.619469536,0.977449639,1,0.95264
2010-01-06 00:00:00+00:00,0,0,0,1,0.619555182,0.980680835,1,0.952733
2010-01-06 01:00:00+00:00,0,0,0,1,0.619640829,0.983912031,1,0.952827
2010-01-06 02:00:00+00:00,0,0,0,1,0.619726475,0.987143227,1,0.952921
2010-01-06 03:00:00+00:00,0,0,0,1,0.619812121,0.990374422,1,0.953014
2010-01-06 04:00:00+00:00,0,0,0,1,0.619897768,0.993605618,1,0.953108
2010-01-06 05:00:00+00:00,0,0,0,1,0.619983414,0.996836814,1,0.953201
2010-01-06 06:00:00+00:00,0,0,0,1,0.620069061,1,1,0.953293
2010-01-06 07:00:00+00:00,0,0,0,1,0.620154707,1,1,0.953303
2010-01-06 08:00:00+00:00,0,0,0,1,0.620240354,1,1,0.953314
2010-01-06 09:00:00+00:00,0,0,0,1,0.620326,1,1,0.953324
2010-01-06 10:00:00+00:00,0,0,0,1,0.620411647,1,1,0.953335
2010-01-06 11:00:00+00:00,0,0,0,1,0.620497293,1,1,0.953346
2010-01-06 12:00:00+00:00,0,0,0,1,0.620582939,1,1,0.953356
2010-01-06 13:00:00+00:00,0,0,0,1,0.620668586,1,1,0.953367
2010-01-06 14:00:00+00:00,0,0,0,1,0.620754232,1,1,0.953377
2010-01-06 15:00:00+00:00,0,0,0,1,0.620839879,1,1,0.953388
2010-01-06 16:00:00+00:00,0,0,0,1,0.620925525,1,1,0.953398
2010-01-06 17:00:00+00:00,0,0,0,1,0.621011172,1,1,0.953409
2010-01-06 18:00:00+00:00,0,0,0,1,0.621096818,1,1,0.953419
2010-01-06 19:00:00+00:00,0,0,0,1,0.621182464,1,1,0.95343
2010-01-06 20:00:00+00:00,0,0,0,1,0.621268111,1,1,0.95344
2010-01-06 21:00:00+00:00,0,0,0,1,0.621353757,1,1,0.953451
2010-01-06 22:00:00+00:00,0,0,0,1,0.621439404,1,1,0.953461
2010-01-06 23:00:00+00:00,0,0,0,1,0.62152505,1,1,0.953472
2010-01-07 00:00:00+00:00,0,0,0,1,0.622692927,1,1,0.953615
2010-01-07 01:00:00+00:00,0,0,0,1,0.623860803,1,1,0.953759
2010-01-07 02:00:00+00:00,0,0,0,1,0.62502868,1,1,0.953903
2010-01-07 03:00:00+00:00,0,0,0,1,0.626196556,1,1,0.954046
2010-01-07 04:00:00+00:00,0,0,0,1,0.627364432,1,1,0.95419
2010-01-07 05:00:00+00:00,0,0,0,1,0.628532309,1,1,0.954333
2010-01-07 06:00:00+00:00,0,0,0,1,0.629700185,1,1,0.954477
2010-01-07 07:00:00+00:00,0,0,0,1,0.630868062,1,1,0.95462
2010-01-07 08:00:00+00:00,0,0,0,1,0.632035938,1,1,0.954764
2010-01-07 09:00:00+00:00,0,0,0,1,0.633203815,1,1,0.954908
2010-01-07 10:00:00+00:00,0,0,0,1,0.634371691,1,1,0.955051
2010-01-07 11:00:00+00:00,0,0,0,1,0.635539568,1,1,0.955195
2010-01-07 12:00:00+00:00,0,0,0,1,0.636707444,1,1,0.955338
2010-01-07 13:00:00+00:00,0,0,0,1,0.637875321,1,1,0.955482
2010-01-07 14:00:00+00:00,0,0,0,1,0.639043197,1,1,0.955625
2010-01-07 15:00:00+00:00,0,0,0,1,0.640211073,1,1,0.955769
2010-01-07 16:00:00+00:00,0,0,0,1,0.64137895,1,1,0.955913
2010-01-07 17:00:00+00:00,0,0,0,1,0.642546826,1,1,0.956056
2010-01-07 18:00:00+00:00,0,0,0,1,0.643714703,1,1,0.9562
2010-01-07 19:00:00+00:00,0,0,0,1,0.644882579,1,1,0.956343
2010-01-07 20:00:00+00:00,0,0,0,1,0.646050456,1,1,0.956487
2010-01-07 21:00:00+00:00,0,0,0,1,0.647218332,1,1,0.956631
2010-01-07 22:00:00+00:00,0,0,0,1,0.648386209,1,1,0.956774
2010-01-07 23:00:00+00:00,0,0,0,1,0.649554085,1,1,0.956918
2010-01-08 00:00:00+00:00,0,0,0,1,0.654947524,1,1,0.957581
2010-01-08 01:00:00+00:00,0,0,0,1,0.660340964,1,1,0.958244
2010-01-08 02:00:00+00:00,0,0,0,1,0.665734403,1,1,0.958907
2010-01-08 03:00:00+00:00,0,0,0,1,0.671127842,1,1,0.95957
2010-01-08 04:00:00+00:00,0,0,0,1,0.676521281,1,1,0.960233
2010-01-08 05:00:00+00:00,0,0,0,1,0.681914721,1,1,0.960896
2010-01-08 06:00:00+00:00,0,0,0,1,0.68730816,1,1,0.961559
2010-01-08 07:00:00+00:00,0,0,0,1,0.692701599,1,1,0.962222
2010-01-08 08:00:00+00:00,0,0,0,1,0.698095038,1,1,0.962885
2010-01-08 09:00:00+00:00,0,0,0,1,0.703488478,1,1,0.963548
2010-01-08 10:00:00+00:00,0,0,0,1,0.708881917,1,1,0.964211
2010-01-08 11:00:00+00:00,0,0,0,1,0.714275356,1,1,0.964874
2010-01-08 12:00:00+00:00,0,0,0,1,0.719668795,1,1,0.965537
2010-01-08 13:00:00+00:00,0,0,0,1,0.725062235,1,1,0.9662
2010-01-08 14:00:00+00:00,0,0,0,1,0.730455674,1,1,0.966863
2010-01-08 15:00:00+00:00,0,0,0,1,0.735849113,1,1,0.967526
2010-01-08 16:00:00+00:00,0,0,0,1,0.741242553,1,1,0.968189
2010-01-08 17:00:00+00:00,0,0,0,1,0.746635992,1,1,0.968852
2010-01-08 18:00:00+00:00,0,0,0,1,0.752029431,1,1,0.969516
2010-01-08 19:00:00+00:00,0,0,0,1,0.75742287,1,1,0.970179
2010-01-08 20:00:00+00:00,0,0,0,1,0.76281631,1,1,0.970842
2010-01-08 21:00:00+00:00,0,0,0,1,0.768209749,1,1,0.971505
2010-01-08 22:00:00+00:00,0,0,0,1,0.773603188,1,1,0.972168
2010-01-08 23:00:00+00:00,0,0,0,1,0.778996627,1,1,0.972831
2010-01-09 00:00:00+00:00,0,0,0,1,0.784260631,1,1,0.973478
2010-01-09 01:00:00+00:00,0,0,0,1,0.789524634,1,1,0.974125
2010-01-09 02:00:00+00:00,0,0,0,1,0.794788637,1,1,0.974772
2010-01-09 03:00:00+00:00,0,0,0,1,0.80005264,1,1,0.975419
2010-01-09 04:00:00+00:00,0,0,0,1,0.805316644,1,1,0.976066
2010-01-09 05:00:00+00:00,0,0,0,1,0.810580647,1,1,0.976714
2010-01-09 06:00:00+00:00,0,0,0,1,0.81584465,1,1,0.977361
2010-01-09 07:00:00+00:00,0,0,0,1,0.821108653,1,1,0.978008
2010-01-09 08:00:00+00:00,0,0,0,1,0.826372657,1,1,0.978655
2010-01-09 09:00:00+00:00,0,0,0,1,0.83163666,1,1,0.979302
2010-01-09 10:00:00+00:00,0,0,0,1,0.836900663,1,1,0.979949
2010-01-09 11:00:00+00:00,0,0,0,1,0.842164666,1,1,0.980596
2010-01-09 12:00:00+00:00,0,0,0,1,0.84742867,1,1,0.981244
2010-01-09 13:00:00+00:00,0,0,0,1,0.852692673,1,1,0.981891
2010-01-09 14:00:00+00:00,0,0,0,1,0.857956676,1,1,0.982538
2010-01-09 15:00:00+00:00,0,0,0,1,0.863220679,1,1,0.983185
2010-01-09 16:00:00+00:00,0,0,0,1,0.868484683,1,1,0.983832
2010-01-09 17:00:00+00:00,0,0,0,1,0.873748686,1,1,0.984479
2010-01-09 18:00:00+00:00,0,0,0,1,0.879012689,1,1,0.985126
2010-01-09 19:00:00+00:00,0,0,0,1,0.884276692,1,1,0.985773
2010-01-09 20:00:00+00:00,0,0,0,1,0.889540696,1,1,0.986421
2010-01-09 21:00:00+00:00,0,0,0,1,0.894804699,1,1,0.987068
2010-01-09 22:00:00+00:00,0,0,0,1,0.900068702,1,1,0.987715
2010-01-09 23:00:00+00:00,0,0,0,1,0.905332705,1,1,0.988362
2010-01-10 00:00:00+00:00,0,0,0,1,0.903766844,1,1,0.98817
2010-01-10 01:00:00+00:00,0,0,0,1,0.902200982,1,1,0.987977
2010-01-10 02:00:00+00:00,0,0,0,1,0.900635121,1,1,0.987785
2010-01-10 03:00:00+00:00,0,0,0,1,0.899069259,1,1,0.987592
2010-01-10 04:00:00+00:00,0,0,0,1,0.897503398,1,1,0.9874
2010-01-10 05:00:00+00:00,0,0,0,1,0.895937536,1,1,0.987207
2010-01-10 06:00:00+00:00,0,0,0,1,0.894371675,1,1,0.987014
2010-01-10 07:00:00+00:00,0,0,0,1,0.892805813,1,1,0.986822
2010-01-10 08:00:00+00:00,0,0,0,1,0.891239952,1,1,0.986629
2010-01-10 09:00:00+00:00,0,0,0,1,0.88967409,1,1,0.986437
2010-01-10 10:00:00+00:00,0,0,0,1,0.888108229,1,1,0.986244
2010-01-10 11:00:00+00:00,0,0,0,1,0.886542367,1,1,0.986052
2010-01-10 12:00:00+00:00,0,0,0,1,0.884976506,1,1,0.985859
2010-01-10 13:00:00+00:00,0,0,0,1,0.883410644,1,1,0.985667
2010-01-10 14:00:00+00:00,0,0,0,1,0.881844783,1,1,0.985474
2010-01-10 15:00:00+00:00,0,0,0,1,0.880278921,1,1,0.985282
2010-01-10 16:00:00+00:00,0,0,0,1,0.87871306,1,1,0.985089
2010-01-10 17:00:00+00:00,0,0,0,1,0.877147198,1,1,0.984897
2010-01-10 18:00:00+00:00,0,0,0,1,0.875581337,1,1,0.984704
2010-01-10 19:00:00+00:00,0,0,0,1,0.874015475,1,1,0.984512
2010-01-10 20:00:00+00:00,0,0,0,1,0.872449614,1,1,0.984319
2010-01-10 21:00:00+00:00,0,0,0,1,0.870883752,1,1,0.984127
2010-01-10 22:00:00+00:00,0,0,0,1,0.869317891,1,1,0.983934
2010-01-10 23:00:00+00:00,0,0,0,1,0.867752029,1,1,0.983742
2010-01-11 00:00:00+00:00,0,0,0,1,0.863102416,1,1,0.98317
2010-01-11 01:00:00+00:00,0,0,0,1,0.858452803,1,1,0.982599
2010-01-11 02:00:00+00:00,0,0,0,1,0.85380319,1,1,0.982027
2010-01-11 03:00:00+00:00,0,0,0,1,0.849153577,1,1,0.981456
2010-01-11 04:00:00+00:00,0,0,0,1,0.844503964,1,1,0.980884
2010-01-11 05:00:00+00:00,0,0,0,1,0.839854351,1,1,0.980312
2010-01-11 06:00:00+00:00,0,0,0,1,0.835204738,1,1,0.979741
2010-01-11 07:00:00+00:00,0,0,0,1,0.830555125,1,1,0.979169
2010-01-11 08:00:00+00:00,0,0,0,1,0.825905512,1,1,0.978598
2010-01-11 09:00:00+00:00,0,0,0,1,0.821255899,1,1,0.978026
2010-01-11 10:00:00+00:00,0,0,0,1,0.816606286,1,1,0.977454
2010-01-11 11:00:00+00:00,0,0,0,1,0.811956673,1,1,0.976883
2010-01-11 12:00:00+00:00,0,0,0,1,0.80730706,1,1,0.976311
2010-01-11 13:00:00+00:00,0,0,0,1,0.802657447,1,1,0.97574
2010-01-11 14:00:00+00:00,0,0,0,1,0.798007834,1,1,0.975168
2010-01-11 15:00:00+00:00,0,0,0,1,0.793358221,1,1,0.974596
2010-01-11 16:00:00+00:00,0,0,0,1,0.788708608,1,1,0.974025
2010-01-11 17:00:00+00:00,0,0,0,1,0.784058995,1,1,0.973453
2010-01-11 18:00:00+00:00,0,0,0,1,0.779409382,1,1,0.972882
2010-01-11 19:00:00+00:00,0,0,0,1,0.774759769,1,1,0.97231
2010-01-11 20:00:00+00:00,0,0,0,1,0.770110156,1,1,0.971738
2010-01-11 21:00:00+00:00,0,0,0,1,0.765460543,1,1,0.971167
2010-01-11 22:00:00+00:00,0,0,0,1,0.76081093,1,1,0.970595
2010-01-11 23:00:00+00:00,0,0,0,1,0.756161317,1,1,0.970024
2010-01-12 00:00:00+00:00,0,0,0,1,0.750991412,1,1,0.969388
2010-01-12 01:00:00+00:00,0,0,0,1,0.745821507,1,1,0.968752
2010-01-12 02:00:00+00:00,0,0,0,1,0.740651601,1,1,0.968117
2010-01-12 03:00:00+00:00,0,0,0,1,0.735481696,1,1,0.967481
2010-01-12 04:00:00+00:00,0,0,0,1,0.73031179,1,1,0.966846
2010-01-12 05:00:00+00:00,0,0,0,1,0.725141885,1,1,0.96621
2010-01-12 06:00:00+00:00,0,0,0,1,0.71997198,1,1,0.965575
2010-01-12 07:00:00+00:00,0,0,0,1,0.714802074,1,1,0.964939
2010-01-12 08:00:00+00:00,0,0,0,1,0.709632169,1,1,0.964303
2010-01-12 09:00:00+00:00,0,0,0,1,0.704462263,1,1,0.963668
2010-01-12 10:00:00+00:00,0,0,0,1,0.699292358,1,1,0.963032
2010-01-12 11:00:00+00:00,0,0,0,1,0.694122452,1,1,0.962397
2010-01-12 12:00:00+00:00,0,0,0,1,0.688952547,1,1,0.961761
2010-01-12 13:00:00+00:00,0,0,0,1,0.683782642,1,1,0.961126
2010-01-12 14:00:00+00:00,0,0,0,1,0.678612736,1,1,0.96049
2010-01-12 15:00:00+00:00,0,0,0,1,0.673442831,1,1,0.959854
2010-01-12 16:00:00+00:00,0,0,0,1,0.668272925,1,1,0.959219
2010-01-12 17:00:00+00:00,0,0,0,1,0.66310302,1,1,0.958583
2010-01-12 18:00:00+00:00,0,0,0,1,0.657933115,1,1,0.957948
2010-01-12 19:00:00+00:00,0,0,0,1,0.652763209,1,1,0.957312
2010-01-12 20:00:00+00:00,0,0,0,1,0.647593304,1,1,0.956677
2010-01-12 21:00:00+00:00,0,0,0,1,0.642423398,1,1,0.956041
2010-01-12 22:00:00+00:00,0,0,0,1,0.637253493,1,1,0.955405
2010-01-12 23:00:00+00:00,0,0,0,1,0.632083587,1,1,0.95477
2010-01-13 00:00:00+00:00,0,0,0,1,0.627479699,1,1,0.954204
2010-01-13 01:00:00+00:00,0,0,0,1,0.62287581,1,1,0.953638
2010-01-13 02:00:00+00:00,0,0,0,1,0.618271921,1,1,0.953072
2010-01-13 03:00:00+00:00,0,0,0,1,0.613668032,1,1,0.952506
2010-01-13 04:00:00+00:00,0,0,0,1,0.609064143,1,1,0.95194
2010-01-13 05:00:00+00:00,0,0,0,1,0.604460255,1,1,0.951374
2010-01-13 06:00:00+00:00,0,0,0,1,0.599856366,1,1,0.950808
2010-01-13 07:00:00+00:00,0,0,0,1,0.595252477,1,1,0.950242
2010-01-13 08:00:00+00:00,0,0,0,1,0.590648588,1,1,0.949676
2010-01-13 09:00:00+00:00,0,0,0,1,0.5860447,1,1,0.94911
2010-01-13 10:00:00+00:00,0,0,0,1,0.581440811,1,1,0.948544
2010-01-13 11:00:00+00:00,0,0,0,1,0.576836922,1,1,0.947978
2010-01-13 12:00:00+00:00,0,0,0,1,0.572233033,1,1,0.947412
2010-01-13 13:00:00+00:00,0,0,0,1,0.567629144,1,1,0.946846
2010-01-13 14:00:00+00:00,0,0,0,1,0.563025256,1,1,0.94628
2010-01-13 15:00:00+00:00,0,0,0,1,0.558421367,1,1,0.945714
2010-01-13 16:00:00+00:00,0,0,0,1,0.553817478,1,1,0.945148
2010-01-13 17:00:00+00:00,0,0,0,1,0.549213589,1,1,0.944582
2010-01-13 18:00:00+00:00,0,0,0,1,0.5446097,1,1,0.944016
2010-01-13 19:00:00+00:00,0,0,0,1,0.540005812,1,1,0.94345
2010-01-13 20:00:00+00:00,0,0,0,1,0.535401923,0.997587447,1,0.942822
2010-01-13 21:00:00+00:00,0,0,0,1,0.530798034,0.99061935,1,0.942077
2010-01-13 22:00:00+00:00,0,0,0,1,0.526194145,0.983651252,1,0.941332
2010-01-13 23:00:00+00:00,0,0,0,1,0.521590257,0.976683154,1,0.940587
2010-01-14 00:00:00+00:00,0,0,0,1,0.51786584,0.97108797,1,0.939986
2010-01-14 01:00:00+00:00,0,0,0,1,0.514141423,0.965492786,1,0.939384
2010-01-14 02:00:00+00:00,0,0,0,1,0.510417007,0.959897602,1,0.938783
2010-01-14 03:00:00+00:00,0,0,0,1,0.50669259,0.954302419,1,0.938181
2010-01-14 04:00:00+00:00,0,0,0,1,0.502968173,0.948707235,1,0.937579
2010-01-14 05:00:00+00:00,0,0,0,1,0.499243757,0.943112051,1,0.936978
2010-01-14 06:00:00+00:00,0,0,0,1,0.49551934,0.937516867,1,0.936376
2010-01-14 07:00:00+00:00,0,0,0,1,0.491794923,0.931921683,1,0.935775
2010-01-14 08:00:00+00:00,0,0,0,0.997916907,0.488070507,0.926326499,1,0.933491
2010-01-14 09:00:00+00:00,0,0,0,0.992987926,0.48434609,0.920731315,1,0.92891
2010-01-14 10:00:00+00:00,0,0,0,0.988058946,0.480621673,0.915136131,1,0.924329
2010-01-14 11:00:00+00:00,0,0,0,0.983129966,0.476897257,0.909540948,1,0.919748
2010-01-14 12:00:00+00:00,0,0,0,0.978200985,0.47317284,0.903945764,1,0.915167
2010-01-14 13:00:00+00:00,0,0,0,0.973272005,0.469448424,0.89835058,1,0.910586
2010-01-14 14:00:00+00:00,0,0,0,0.968343025,0.465724007,0.892755396,1,0.906006
2010-01-14 15:00:00+00:00,0,0,0,0.963414044,0.46199959,0.887160212,0.997818205,0.901328
2010-01-14 16:00:00+00:00,0,0,0,0.958485064,0.458275174,0.881565028,0.993363982,0.896551
2010-01-14 17:00:00+00:00,0,0,0,0.953556084,0.454550757,0.875969844,0.98890976,0.891774
2010-01-14 18:00:00+00:00,0,0,0,0.948627103,0.45082634,0.87037466,0.984455538,0.886997
2010-01-14 19:00:00+00:00,0,0,0,0.943698123,0.447101924,0.864779477,0.980001316,0.88222
2010-01-14 20:00:00+00:00,0,0,0,0.938769143,0.443377507,0.859184293,0.975547094,0.877443
2010-01-14 21:00:00+00:00,0,0,0,0.933840162,0.43965309,0.853589109,0.971092872,0.872666
2010-01-14 22:00:00+00:00,0,0,0,0.928911182,0.435928674,0.847993925,0.96663865,0.867889
2010-01-14 23:00:00+00:00,0,0,0,0.923982202,0.432204257,0.842398741,0.962184428,0.863112
2010-01-15 00:00:00+00:00,0,0,0,0.920073634,0.429592216,0.837920506,0.958785636,0.85937
