Total ,Coal ,Fuel ,Gas ,Nuclear ,Water ,Wind ,Other 
6614205,0,0,1632187,3714400,704505,93834,469279
6823740,0,0,1668305,3718000,848614,145325,443496
6753593,0,0,1653277,3722200,811787,129663,436666
6410572,0,0,1666324,3719800,473211,132193,419044
6347239,0,0,1650413,3723600,404916,138234,430076
6216024,0,0,1636941,3722200,265241,130558,461084
6037534,0,0,1604329,3722600,121464,134590,454551
5883531,0,0,1496778,3724000,23024,186852,452877
5759834,0,0,1401916,3724000,7945,198979,426994
5693090,0,0,1366109,3722000,8053,144218,452710
5635242,0,0,1290840,3723000,8028,142193,471181
5706606,0,0,1344604,3722000,8569,162620,468813
5758707,0,0,1387930,3720400,8647,173553,468177
5820438,0,0,1456322,3720000,8851,182171,453094
5820542,0,0,1433365,3721600,9607,222127,433843
5776786,0,0,1437560,3719600,10144,207766,401716
5753162,0,0,1438514,3726400,11403,177133,399712
5761362,0,0,1464614,3722200,11778,168469,394301
5701458,0,0,1433787,3723200,12367,142001,390103
5715990,0,0,1496632,3725200,12354,104934,376870
5733585,0,0,1498865,3728800,12406,116778,376736
5710209,0,0,1459185,3735200,12629,108908,394287
5724318,0,0,1489566,3737800,12371,96300,388281
5724342,0,0,1491593,3737400,12415,93535,389399
5793093,0,0,1575468,3737800,12348,74470,393007
5882608,0,0,1658161,3740800,12504,80768,390375
5860035,0,0,1655263,3737400,12914,91553,362905
5848919,0,0,1666363,3738400,13094,88266,342796
5800928,0,0,1605172,3742000,13099,91624,349033
5755841,0,0,1541337,3745000,13206,103447,352851
5769914,0,0,1559421,3744000,12987,109115,344391
5770959,0,0,1573441,3746600,13082,98767,339069
5809957,0,0,1608979,3743600,13412,94403,349563
5842969,0,0,1633325,3745600,12879,97903,353262
5874163,0,0,1668096,3745000,13028,97008,351031
5814399,0,0,1579373,3745600,12927,93587,382912
5875652,0,0,1638402,3745600,13663,82511,395476
5778995,0,0,1571088,3743200,13972,80524,370211
5724044,0,0,1514875,3745000,14078,83524,366567
5623511,0,0,1416676,3743000,14294,78432,371109
5617737,0,0,1413670,3735600,14506,82522,371439
5675515,0,0,1460318,3731600,14473,78248,390876
5730891,0,0,1543122,3726000,14447,74038,373284
5703281,0,0,1523530,3726200,14472,79968,359111
5812150,0,0,1615655,3725800,33275,75335,362085
5951021,0,0,1590602,3721200,192386,60085,386748
5959336,0,0,1554769,3722600,187094,36610,458263
6018741,0,0,1613721,3722000,198775,16284,467961
6065405,0,0,1651351,3718800,206345,18025,470884
6127949,0,0,1656645,3716400,219990,65237,469677
6264655,0,0,1668871,3715800,343815,64131,472038
6344610,0,0,1688920,3714200,456530,10072,474888
6527032,0,0,1768567,3711400,547458,24735,474872
6620705,0,0,1833069,3714200,581313,18040,474083
6649221,0,0,1846199,3717800,598933,10666,475623
6666326,0,0,1873745,3718200,580485,18971,474925
6555192,0,0,1819641,3721600,527262,11216,475473
6272351,0,0,1758033,3726000,305986,5369,476963
5884515,0,0,1588964,3729600,100079,3505,462367
5760685,0,0,1550231,3730000,98869,2662,378923
5629797,0,0,1396256,3730600,134807,743,367391
5624712,0,0,1393349,3728600,140812,661,361290
5683687,0,0,1456410,3726600,139412,940,360325
5843076,0,0,1618738,3723200,131356,4468,365314
6058356,0,0,1621650,3719200,338741,19702,359063
5752720,0,0,1422188,3720200,237549,16711,356072
5572464,0,0,1393989,3714400,103676,13758,346641
5585582,0,0,1515030,3714400,9337,9025,337790
5707258,0,0,1635028,3712400,10520,7622,341688
5718070,0,0,1629141,3712400,11896,3928,360705
5702787,0,0,1620789,3711600,12404,6504,351490
5719272,0,0,1625113,3714600,12431,8828,358300
5703487,0,0,1607248,3709600,13050,14775,358814
5795810,0,0,1679731,3710600,13982,8610,382887
6002251,0,0,1697202,3708400,137595,9130,449924
6154816,0,0,1657184,3706000,328448,3094,460090
6230760,0,0,1763543,3706000,296213,1468,463536
6416597,0,0,1825001,3709000,349822,63541,469233
6575696,0,0,1800131,3706200,345141,257651,466573
6570008,0,0,1759635,3709000,477751,157794,465828
6461273,0,0,1823982,3706600,432393,33150,465148
6640078,800,0,1914908,3707200,528447,16564,472159
6828163,12200,0,1913115,3705800,710867,18294,467887
6808618,24800,0,1915822,3702600,649874,51544,463978
6754321,25200,0,1960156,3708800,556891,38652,464622
6767599,29200,0,1954790,3709800,591602,15796,466411
6645521,38800,0,1928401,3719400,474875,18218,465827
6409829,51000,0,1859597,3722800,293897,15535,467000
6297141,65000,0,1802478,3721200,213657,24405,470401
6333754,83000,0,1804473,3722800,168634,87152,467695
6412473,87600,0,1918464,3723200,116179,102012,465018
6427139,91000,0,1923328,3726600,151519,68164,466528
6546860,95400,0,1880548,3729200,313424,62750,465538
6579210,99000,0,1872954,3731000,342411,66112,467733
6444683,105000,0,1899341,3730800,200541,40311,468690
6557326,124600,0,1954112,3730800,240009,40175,467630
6745921,141000,0,1963616,3729400,407120,36184,468601
6844001,137000,0,1962502,3733200,529849,10667,470783
6790716,148400,0,1912163,3730400,526011,1592,472150
6434350,173600,0,1871903,3732000,181296,3111,472440
6284291,176600,0,1878280,3732000,16509,12095,468807
6267472,180000,0,1823893,3735000,16038,42676,469865
6157842,187800,0,1602520,3744200,16269,133937,473116
6221323,204400,0,1530585,3748600,16420,249547,471771
6130384,210400,0,1523570,3749000,16173,163384,467857
6149215,214600,0,1543767,3751400,15535,152890,471023
6145867,211600,0,1534867,3751000,15437,160490,472473
6165762,180000,0,1614817,3749400,15476,142429,463640
6112629,172200,0,1580885,3751800,15343,122932,469469
6059062,178600,0,1502460,3749800,15358,157845,454999
6051922,177800,0,1466494,3752600,14995,248681,391352
6094660,141000,0,1504046,3749200,14979,297000,388435
6086048,130600,0,1509487,3750400,15379,290287,389895
6117397,130800,0,1538105,3749200,14627,288466,396199
6124165,138800,0,1574667,3746800,14562,244391,404945
6134637,169200,0,1564852,3743400,14093,250940,392152
6158648,177600,0,1546397,3745200,14573,286018,388860
6194234,179400,0,1401074,3741400,15234,444777,412349
6232049,179000,0,1342391,3741400,16606,541355,411297
6299523,179400,0,1372856,3735400,17859,600433,393575
6307145,181000,0,1376857,3734400,18195,592713,403980
6220523,181400,0,1458948,3735600,18553,419559,406463
6104673,186800,0,1436060,3736000,18407,323651,403755
6163243,193400,0,1514291,3742200,18268,288576,406508
6154274,204200,0,1501811,3742000,17928,280569,407766
6230112,233200,0,1499910,3742200,17423,322738,414641
6291888,235600,0,1545358,3742600,17331,291183,459816
6315804,244000,0,1670168,3741200,17222,180071,463143
6330240,243800,0,1779772,3740800,17108,88657,460103
6379828,244600,0,1779606,3741800,17342,153678,442802
6461191,245400,0,1874816,3741600,18112,189534,391729
6370782,252200,0,1827155,3740200,18557,166242,366428
6593941,267400,0,2023469,3735800,19205,161591,386476
6655226,276000,0,2089957,3716800,19770,127269,425430
6756102,286000,0,2155992,3707200,84157,102832,419921
6749889,288600,0,2093437,3701400,139451,119255,407746
6795442,294200,0,2148887,3702200,138129,123508,388518
6924896,300000,0,2219233,3702800,173300,142067,387496
6972342,306600,0,2218692,3707800,218743,165751,354756
6953844,300800,0,2260320,3709200,170356,170457,342711
6973791,298600,0,2281463,3706200,186439,151258,349831
6967610,284200,0,2277945,3706800,144059,137576,417030
6949966,283000,0,2262566,3702800,113971,146301,441328
6891052,292800,0,2269477,3700400,26522,168802,433051
6897212,301200,0,2265610,3697000,26651,176241,430510
6918612,303000,0,2261466,3695800,26663,179975,451708
6927322,306800,0,2284556,3688400,29878,168908,448780
7187754,326400,0,2495319,3689400,114813,144363,417459
7342216,342400,0,2495332,3685600,265881,147474,405529
7495406,359600,0,2577806,3681200,315050,137399,424351
7557612,371800,0,2597665,3681600,262223,213442,430882
7395462,373000,0,2596308,3681400,184817,126331,433606
7373534,376800,0,2576642,3681200,184763,114792,439337
7372409,385400,0,2520470,3681600,184709,154344,445886
7283321,380800,0,2555193,3682000,118934,109582,436812
7393987,363600,0,2663636,3680600,174661,94968,416522
7357457,330000,0,2360394,3680400,501803,109419,375441
7767320,319600,0,2362659,3681400,878471,148041,377149
7872222,320600,0,2387545,3681400,921382,182105,379190
7953107,331600,10500,2385702,3680400,943978,167433,433494
8073424,380200,16802,2415796,3680400,951244,173791,455191
8202355,417800,100605,2458787,3679800,877587,212348,455428
8258335,427200,123428,2539139,3676400,786640,250475,455053
7932445,425600,138110,2504987,3678400,484766,246233,454349
7780141,397000,140455,2514715,3681400,389347,201800,455424
7782242,383800,140816,2529726,3684000,375515,214895,453490
7840441,406000,141327,2585442,3692000,396039,166945,452688
7790254,412800,142084,2583503,3702000,314682,178835,456350
7608284,411600,141822,2574596,3711000,157426,157484,454356
7515011,413800,141931,2545590,3719600,81227,155599,457264
7462452,409800,141974,2544966,3728600,38283,142214,456615
7602936,409400,141949,2699403,3730200,53549,105164,463271
7730165,409000,141763,2786819,3734600,92413,101261,464309
7873692,410000,141386,2784051,3736800,160653,164477,476325
7934920,411000,62601,2792839,3740200,291510,161088,475682
7649653,407200,0,2697832,3740200,156093,170189,478139
7603316,392800,0,2796700,3737800,21780,179785,474451
7592788,374200,0,2810827,3737400,21444,174787,474130
7592693,363400,0,2810193,3732800,21535,193070,471695
7532177,359800,0,2759311,3731000,21408,215829,444829
7564027,377000,0,2731161,3733400,22063,233354,467049
7561572,399800,0,2663310,3732000,21690,274223,470549
7519509,404400,0,2547270,3733200,21483,338987,474169
7335615,402800,0,2278407,3735000,20860,424417,474131
7252055,398000,0,2156959,3736400,20077,468564,472055
7166461,399400,0,2113726,3738400,19146,420649,475140
7085783,383000,0,2099432,3738800,18153,373139,473259
7000444,391200,0,2007252,3738800,17545,371541,474106
7062427,393000,0,2036770,3739800,17481,400382,474994
7046168,397800,0,1982357,3740400,15859,432766,476986
7015578,402600,0,1940050,3741200,14747,436224,480757
6894173,403800,0,1844561,3741600,14690,412201,477321
6891199,403600,0,1873184,3741400,13878,377355,481782
6940668,405600,0,1949196,3741200,13282,347523,483867
6874904,418400,0,1897898,3741400,13176,326827,477203
6907572,408800,0,1939448,3742800,13326,326967,476231
6879831,396400,0,1929244,3745200,12818,316547,479622
6738900,418400,0,1805354,3744200,12231,278156,480559
6489214,433600,0,1608502,3742200,11866,211019,482027
6492585,432200,0,1672926,3744200,10652,152493,480114
6456282,434000,0,1644599,3743000,10689,157302,466692
6392750,435200,0,1588848,3742600,11710,178955,435437
6297317,429200,0,1470261,3741000,12657,184848,459351
6334534,357400,0,1589005,3739400,11988,180576,456165
6411776,349600,0,1674011,3737400,11773,183636,455356
6367261,348200,0,1623817,3738400,12016,199101,445727
6324616,345200,0,1596758,3739800,11637,187381,443840
6341581,297200,0,1686081,3743400,12433,174284,428183
6262635,255400,0,1671912,3741200,12864,157159,424100
6312282,260800,0,1717233,3742600,13037,136826,441786
6261225,257200,0,1682088,3740200,15205,113453,453079
6208880,239800,0,1666817,3744200,16015,98965,443083
6170902,237600,0,1661955,3746200,16213,87419,421515
6172234,253600,0,1645013,3749200,18597,82935,422889
6126962,263600,0,1607626,3748800,20102,65766,421068
6147172,257200,0,1632546,3753200,21787,67872,414567
6156562,254000,0,1659316,3752400,21036,56633,413177
6149697,275600,0,1647215,3753000,20740,43765,409377
6219627,315800,0,1671319,3752400,21068,41384,417656
6239952,353000,0,1667977,3755000,20175,31411,412389
6227561,355800,0,1629422,3755800,20065,47024,419450
6268800,367200,0,1630453,3756800,20564,57065,436718
6435722,388600,0,1733846,3756400,19443,61586,475847
6577448,420600,0,1844998,3755400,17746,66650,472054
6572816,439200,0,1835596,3755400,17261,59434,465925
6690059,438000,0,1978641,3754600,16255,48992,453571
6746106,439000,0,2064058,3753000,16547,38071,435430
6779597,440800,0,2102563,3754600,16899,34106,430629
6940344,439600,0,2270582,3754600,18789,30010,426763
7050197,432000,0,2303054,3752200,95055,30638,437250
7271312,441400,0,2475484,3744200,125385,33148,451695
7514567,449200,0,2615262,3741800,204790,59063,444452
7555032,446400,0,2583200,3742400,296521,90449,396062
7594430,453800,0,2607402,3743800,301841,115170,372417
7568064,448000,0,2560243,3750200,281844,113548,414229
7572644,446600,0,2657634,3750800,194011,108067,415532
7552743,446400,0,2694452,3751400,110231,123346,426914
7555914,445400,0,2691209,3753800,106953,117798,440754
7525235,446200,0,2700938,3746800,121320,87771,422206
7730747,446200,0,2802606,3734800,272624,69503,405014
7736638,448200,0,2761163,3729800,331557,53060,412858
7644309,450400,0,2717525,3726800,276961,52633,419990
7620663,449400,0,2709546,3720200,288053,48968,404496
7708626,448200,0,2760844,3726000,317724,49909,405949
7743520,450800,0,2753735,3727000,371900,39816,400269
7670960,448000,0,2698054,3722800,391679,31386,379041
7607363,447400,0,2669508,3721400,360852,28983,379220
7306510,358800,0,2647622,3720000,159489,27015,393584
7211557,369600,0,2598978,3714200,80856,23950,423973
7164876,389600,0,2511441,3715000,79932,17684,451219
7194338,397600,0,2559225,3715000,79247,12898,430368
7257141,408200,0,2708323,3713800,46551,11123,369144
7266446,411800,0,2707228,3714200,45356,3660,384202
7219885,412400,0,2674438,3715600,45313,3108,369026
7196672,412000,0,2597300,3715600,48161,3682,419929
7189928,410400,0,2593600,3711200,16294,8720,449714
7110618,402000,0,2562206,3711400,13295,11016,410701
7076605,399800,0,2573465,3711000,13436,10173,368731
7056735,397200,0,2593142,3716000,13379,5949,331065
7056231,396400,0,2603523,3722000,13362,6849,314097
7100749,397000,0,2653190,3728000,13367,5135,304057
7115743,392800,0,2655924,3729000,13647,7271,317101
7183422,388600,0,2676380,3728600,52175,8479,329188
7275409,394600,0,2625091,3726600,147400,4726,376992
7383773,405000,0,2570753,3731600,292028,4258,380134
7389440,394000,0,2563203,3732600,337842,3974,357821
7463678,419000,0,2563769,3734000,343299,5308,398302
7409742,431600,0,2503502,3732000,332721,6128,403791
7567173,425600,0,2641437,3731200,366846,7862,394228
7743464,423800,0,2618224,3729600,579137,9282,383421
7727212,425800,0,2572368,3730800,614876,10947,372421
7382654,426000,0,2339487,3727200,499606,12862,377499
7352792,425000,0,2390679,3728800,409042,12508,386763
7427524,423000,0,2454076,3726000,435143,10723,378582
7546851,422800,0,2456388,3729800,517017,11638,409208
7279031,425800,0,2376496,3729000,295254,13900,438581
7227505,424200,0,2342116,3726000,280303,10647,444239
7329319,423600,0,2405588,3728400,330191,11014,430526
7359125,421800,0,2430303,3729000,348155,12128,417739
7320079,424600,0,2427396,3728600,304017,11089,424377
7218765,427600,0,2357176,3729600,261434,10515,432440
7183121,433800,0,2430590,3729600,184115,9512,395504
7140727,433600,0,2383839,3730600,164181,12289,416218
6994752,431400,0,2333723,3733600,53027,14960,428042
6908688,432800,0,2265896,3735600,15014,14064,445314
6668632,408200,0,2087250,3736600,15183,16229,405170
6616258,406400,0,2002209,3737200,14984,15971,439494
6620950,425000,0,1965938,3737000,15109,15975,461928
6724066,428600,0,2037253,3738600,61744,17330,440539
7071601,430400,0,2064547,3739000,376779,15550,445325
6966672,429000,0,1969889,3740000,385091,15958,426734
6879829,428800,0,2004237,3744000,301608,18249,382935
6828195,429600,0,2060089,3744600,208485,14214,371207
6599340,430600,0,1919431,3744600,97973,13011,393725
6456758,420600,0,1859660,3748200,18296,12961,397041
6301861,373600,0,1761680,3749000,19251,13674,384656
6289276,373200,0,1753669,3750000,19067,11275,382065
6183265,373400,0,1650986,3749600,19115,10827,379337
6118617,362800,0,1600340,3749600,19117,10110,376650
6196710,319000,0,1718399,3751200,19093,10363,378655
6240771,313800,0,1778050,3752000,18790,10921,367210
6177783,311200,0,1717631,3753400,18408,10784,366360
6130891,306200,0,1650472,3757200,18491,9293,389235
6098718,234000,0,1688764,3754800,18133,8385,394636
6090008,225000,0,1704878,3757600,17750,8052,376728
6065273,251800,0,1654583,3757600,17392,6686,377212
6023954,276000,0,1581422,3756600,17470,5387,387075
6074207,291200,0,1622831,3759800,17371,4956,378049
6088910,272400,0,1655232,3759200,17070,4940,380068
6141669,210800,0,1737257,3758400,16957,5771,412484
6194665,234400,0,1756262,3760800,17066,6568,419569
6157958,248800,0,1727424,3759800,17070,4984,399880
6218138,239400,0,1808460,3758400,17050,3965,390863
6251366,268800,0,1807324,3759400,16943,4083,394816
6217401,287400,0,1729923,3759000,17728,4987,418363
6145482,328200,0,1622507,3759000,17552,4806,413417
6219846,349600,0,1692884,3759600,17588,4833,395341
6296458,374600,0,1744518,3757600,17058,4757,397925
6450537,387600,0,1875971,3757600,17246,6174,405946
6584970,384200,0,2023836,3758200,17165,8187,393382
6594999,381400,0,2062642,3758600,17083,7069,368205
6718186,400600,0,2180931,3756800,15860,5485,358510
6742121,424200,0,2197567,3755800,15657,5685,343212
6681577,424200,0,2121264,3754400,15649,5354,360710
6707258,426400,0,2150408,3756000,15581,4831,354038
6711243,427000,10040,2130711,3756400,15382,5958,365752
6814330,431600,5120,2158402,3753600,91148,5077,369383
6844322,436600,0,2171313,3753600,121985,3057,357767
6815390,434200,0,2171750,3752800,93900,1324,361416
6831052,429400,0,2254588,3749000,12134,962,384968
6834590,431600,0,2259978,3750400,11324,314,380974
7029335,431000,0,2269244,3746000,192465,714,389912
6995644,429800,0,2275206,3749000,212210,1012,328416
6932028,428200,0,2237476,3746400,208004,2054,309894
6854852,431400,0,2136164,3745600,206507,3519,331662
6918562,433200,0,2160966,3741400,209664,4043,369289
6887275,437800,0,2105932,3740600,206834,4567,391542
6891514,435800,0,2133048,3740000,207418,4960,370288
6885716,433600,0,2159900,3733800,206671,4604,347141
6932625,432000,0,2208154,3731400,171094,4851,385126
6943699,430800,0,2229098,3732200,131888,3702,416011
6918624,431200,0,2234936,3732400,104169,4139,411780
6913224,431400,0,2340178,3731400,8431,3991,397824
6942906,430800,0,2354628,3732200,47229,3433,374616
6925760,432400,0,2301403,3734200,104420,2654,350683
6775098,433000,0,2147791,3734800,100357,3632,355518
6748115,431600,0,2173074,3733800,8599,4058,396984
6730382,433800,0,2135235,3730600,8610,3759,418378
6683442,432000,0,2088849,3729600,9308,3068,420617
6685572,432400,0,2089104,3729000,10634,3637,420797
6759879,432200,0,2160147,3730800,11323,3189,422220
6645176,431800,0,1992928,3731800,64166,3395,421087
6569431,430600,0,1891463,3731600,91697,2623,421448
6489581,428400,0,1837827,3733000,91548,2711,396095
6529971,428200,0,1858984,3731600,100520,3533,407134
6619059,430200,0,1885242,3730600,149317,4119,419581
6611502,428600,0,1870546,3732800,151035,5422,423099
6621780,429200,0,1875706,3732800,154429,3820,425825
6598873,430800,0,1857448,3733200,148539,4279,424607
6618887,430200,0,1896515,3733200,130672,4816,423484
6585323,433200,0,1935963,3735800,91366,5560,383434
6830226,434400,0,1933922,3734800,319111,5654,402339
6848321,434200,0,1745190,3733800,536725,4977,393429
6582998,432000,0,1735702,3732800,281537,6549,394410
6570397,430400,0,1834663,3734200,149008,6746,415380
6721314,431800,0,1965420,3734400,141227,7559,440908
6903369,431200,0,1956477,3732400,335307,6555,441430
6762542,431800,0,1863276,3734800,307368,6682,418616
6635591,433000,0,1803408,3732400,259101,7683,399999
6692774,433600,0,1926651,3730600,202215,6890,392818
6700729,432400,0,1933750,3726000,192700,6626,409253
6532699,437000,0,1738930,3725200,192925,7675,430969
6471673,435800,0,1705339,3727000,199230,7560,396744
6438664,435400,0,1727013,3724200,143518,10810,397723
6459816,434200,0,1722903,3726200,143425,12751,420337
6448973,435000,0,1704262,3727200,143525,14476,424510
6508679,435800,0,1748677,3725200,149106,14517,435379
6393680,436200,0,1717186,3724800,58527,14565,442402
6332925,436600,0,1664668,3727400,46131,18660,439466
6419923,436200,0,1672937,3724800,120993,21533,443460
6423208,435400,0,1620698,3726400,174876,23917,441917
6496253,436400,0,1614140,3729400,236933,31865,447515
6304855,437600,0,1508168,3729800,141174,39161,448952
6241853,441600,0,1509561,3730000,94166,45415,421111
6351702,439200,0,1677501,3728800,31505,52845,421851
6495136,438800,0,1710739,3731000,133831,43677,437089
6423029,438000,0,1651927,3731400,122984,36028,442690
6742175,436200,0,1794411,3733800,296628,30613,450523
6757220,436400,0,1694936,3734600,420336,33437,437511
6415072,438200,0,1432612,3736600,335750,30503,441407
6278286,439000,0,1428801,3737000,227661,29206,416618
6402020,436800,0,1434986,3739000,351316,26726,413192
6297704,439000,0,1437782,3737600,243647,27010,412665
6125596,439400,0,1350271,3738600,162913,25193,409219
5990836,439000,0,1316514,3739600,60971,22645,412106
6074312,436000,0,1378583,3740200,87283,21599,410647
6011631,434400,0,1328108,3743000,83810,21127,401186
5955204,428800,0,1296339,3740800,85378,18093,385794
5992955,420800,0,1319973,3742800,94488,15084,399810
6022846,401600,0,1374655,3742800,87694,16182,399915
6023208,384200,0,1388639,3746600,86256,17597,399916
6013308,385800,0,1375779,3749600,87135,17529,397465
6050928,388600,0,1462038,3748000,21639,17936,412715
6092007,371200,0,1530771,3749400,9817,15478,415341
6112772,341800,0,1570574,3751000,9837,15149,424412
6128606,340400,0,1592278,3749800,9890,13771,422467
6176149,354400,0,1617949,3753600,9897,10853,429450
5978395,359800,0,1436176,3755000,9915,10800,406704
5970770,365600,0,1420693,3754600,9857,9607,410413
6101841,359800,0,1566463,3755600,9732,9484,400762
6115432,374800,0,1568469,3752000,9693,8852,401618
6128468,393600,0,1554756,3751400,9768,9066,409878
6134719,393200,0,1575209,3752200,9750,9730,394630
6151382,401200,0,1583841,3751800,9659,9422,395460
6191182,420200,0,1575531,3751800,9113,10237,424301
6117667,428200,0,1491751,3751000,9351,9314,428051
6172097,428800,0,1558158,3750600,9571,7639,417329
6257870,431200,0,1646506,3751000,9482,6398,413284
6326603,432600,0,1718784,3747600,9695,5987,411937
6390343,429600,0,1765924,3750600,10802,5965,427452
6431429,430600,0,1800175,3749600,11193,7001,432860
6402173,433200,0,1794082,3746200,11164,4097,413430
6351680,432800,0,1731738,3747800,11779,3353,424210
6318971,432600,0,1702697,3744800,10538,2502,425834
6389552,434200,0,1769893,3747400,9345,1446,427268
6445519,433200,0,1833016,3744000,8806,278,426219
6513089,432800,0,1899419,3744000,15504,295,421071
6734690,439000,0,2035919,3743000,90851,501,425419
6852606,437800,0,2128354,3744000,111200,717,430535
6914633,434800,0,2089365,3742000,214699,499,433270
6885376,435600,0,1930851,3740200,344385,647,433693
7049330,437800,0,2009775,3740600,427057,1464,432634
7241275,433800,0,2003355,3736200,633046,3220,431654
7059253,435200,0,1984225,3735800,465427,5222,433379
6960499,439200,0,2012179,3735200,335476,4727,433717
6967176,440400,0,2015841,3733800,338297,4538,434300
6947329,439600,0,2011119,3732200,325496,6050,432864
6901610,441000,0,2106394,3734400,177325,5660,436831
6878951,440800,0,2120830,3732400,146720,8017,430184
7004418,439600,0,2087279,3732400,304203,8658,432278
6944806,439000,0,2005071,3731800,324160,6729,438046
6816291,439200,0,1948490,3730000,254818,6950,436833
6649189,438600,0,1936747,3732800,100874,8540,431628
6734487,435600,0,2061274,3730400,76766,6998,423449
6796752,436400,0,2031755,3730400,157204,5984,435009
6820737,436000,0,2057857,3732400,155635,7768,431077
6692215,435800,0,1939616,3728600,144950,7584,435665
6513417,435400,0,1793980,3728200,135250,7271,413316
6423592,436200,0,1718229,3727600,105694,6160,429709
6453077,435600,0,1742095,3722600,115170,6735,430877
6419779,432400,0,1740659,3719800,100482,7463,418975
6369010,431800,0,1764232,3721800,17042,7214,426922
6373876,434000,0,1771616,3720800,10849,7134,429477
6317586,435800,0,1724579,3720000,11697,8787,416723
6327907,435400,0,1754661,3724200,10700,9441,393505
6361929,436200,0,1782894,3723600,10086,10481,398668
6437117,437000,0,1842894,3725000,10646,12019,409558
6520628,434800,0,1898322,3724000,30788,12786,419932
6580799,437200,0,1800752,3724400,201570,12249,404628
6492268,438600,0,1710848,3724000,213322,14259,391239
6477633,434400,0,1835159,3723000,81189,14541,389344
6646337,436400,0,1878869,3724000,213809,17204,376055
6765872,435800,0,1806099,3722000,389647,18234,394092
6414695,434800,0,1625967,3723000,204602,22500,403826
6361677,435000,0,1695600,3719200,80966,23795,407116
6388654,433600,0,1760073,3718200,30938,24764,421079
6335198,420200,0,1690228,3719600,33629,28908,442633
6237117,408200,0,1667425,3714200,4286,25569,417437
6245743,393400,0,1660982,3717800,3920,31013,438628
6226798,381400,0,1636259,3721800,4368,33815,449156
6154875,375800,0,1586447,3720400,7393,33058,431777
6372331,376000,0,1798132,3718400,9182,39329,431288
6435878,374600,0,1858822,3719400,10363,44174,428519
6458726,371400,0,1872375,3723400,10510,50617,430424
6513491,371200,0,1913519,3723000,11176,53256,441340
6347341,367600,0,1758254,3723000,11183,52209,435095
6278256,369400,0,1653259,3723000,41803,48698,442096
6183605,367400,0,1563409,3725600,44482,53212,429502
6135296,379600,0,1534762,3725200,13500,61600,420634
6252482,379000,0,1644112,3724600,9979,65680,429111
6410704,376000,0,1823157,3724800,10441,52092,424214
6449603,376000,0,1882756,3727200,10074,47494,406079
6437906,379600,0,1865870,3727200,10089,37404,417743
6676174,377800,0,2027737,3703600,118125,37466,411446
6734300,376800,0,1964381,3645800,277730,40300,429289
6483220,378000,0,1941087,3578800,108833,46910,429590
6286289,377000,0,1882223,3542400,13703,42354,428609
6222054,347000,0,1804696,3508800,108025,44505,409028
6235061,314800,0,1716823,3453600,262228,55844,431766
6173026,321000,0,1651007,3434400,269653,51786,445180
6023692,316400,0,1614520,3447400,151487,49449,444436
5926981,225800,0,1583968,3441400,189867,48290,437656
5807833,166000,0,1595131,3434400,130767,39154,442381
5684561,158600,0,1612285,3433800,15374,35733,428769
5717846,140000,0,1689409,3432400,15420,33464,407153
5685085,55400,0,1725665,3432800,15442,37474,418304
5686465,57200,0,1708041,3431800,15661,38574,435189
5670270,62600,0,1673482,3433800,15651,47291,437446
5663745,52600,0,1678590,3433400,15483,46017,437655
5610998,7600,0,1693716,3437200,15329,46972,410181
5606604,0,0,1679522,3440200,16115,51588,419179
5512568,0,0,1585423,3439600,16662,47995,422888
5610120,0,0,1688116,3440200,16589,47756,417459
5652715,0,0,1721880,3440600,16459,51982,421794
5644665,0,0,1714558,3440400,16370,44040,429297
5607532,0,0,1710832,3443400,16104,34460,402736
5544800,0,0,1645045,3439400,15751,43786,400818
5502296,0,0,1596533,3440400,15851,44365,405147
5379122,0,0,1464675,3441400,16004,45432,411611
5343136,0,0,1422211,3439000,16244,50896,414785
5332585,0,0,1407577,3442400,16155,57535,408918
5391634,0,0,1452158,3439000,15484,63850,421142
5443389,0,0,1510907,3439400,15217,68860,409005
5616048,0,0,1661145,3439000,15142,80276,420485
5657466,0,0,1666070,3441000,14760,89404,446232
5553058,0,0,1579846,3437600,12975,77949,444688
5551653,0,0,1623601,3439000,10537,66532,411983
5612386,0,0,1672147,3440000,22880,70542,406817
5675257,0,0,1612307,3440400,108161,98665,415724
5447220,0,0,1425383,3440000,64959,89690,427188
5441851,0,0,1483690,3437600,25701,72936,421924
5548410,0,0,1597129,3439600,8299,90347,413035
5666093,0,0,1600030,3441600,114240,100116,410107
5727837,0,0,1679932,3439600,111425,92999,403881
5773684,0,0,1689063,3440200,106110,114879,423432
5844720,0,0,1689824,3436200,134296,158146,426254
5909962,0,0,1702440,3437200,181768,175135,413419
6055244,0,0,1715085,3432800,310790,177619,418950
6027401,0,0,1680804,3430400,303831,163262,449104
6007769,0,0,1654983,3431800,291188,174753,455045
5954104,0,0,1647136,3431800,236022,188884,450262
6033768,0,0,1704198,3431400,269455,180701,448014
6128732,0,0,1691761,3431800,360365,190158,454648
6161731,0,0,1672734,3429400,404010,200230,455357
6066013,0,0,1596060,3430800,365243,218778,455132
6092388,0,0,1666709,3430400,307482,232007,455790
6062504,0,0,1679148,3431400,270569,227162,454225
6037703,0,0,1652643,3430600,288077,208454,457929
5843374,0,0,1541796,3430600,197520,217542,455916
5832612,0,0,1688527,3430200,21471,236013,456401
5824501,0,0,1668961,3429600,7378,262485,456077
