,PHOT,WTOF,WTON,HE Kraljevac,HE Dale,HE Varazdin,HE Dubrava,HE Cakovec,HE Gojak,HE Lesce,HE Rijeka,HE Miljacka,mHE Hrvatska,HROR
2015-07-17 20:00:00+00:00,0,0,0.197,0.023278062,0.064076649,0.424380738,0.55449354,0.372621,0.199764,0.111587,0.018288,0.061504698,0.265194,0.270762
2015-07-17 21:00:00+00:00,0,0,0.206,0.023314871,0.064177969,0.42385473,0.552989167,0.372621,0.198728,0.111008,0.018011,0.061274602,0.264679,0.270236
2015-07-17 22:00:00+00:00,0,0,0.214,0.023351679,0.06427929,0.423328723,0.551484793,0.372621,0.197692,0.110429,0.017734,0.061044506,0.264165,0.269711
2015-07-17 23:00:00+00:00,0,0,0.222,0.023388487,0.06438061,0.422802715,0.549980419,0.372621,0.196656,0.10985,0.017456,0.060814409,0.26365,0.269185
2015-07-18 00:00:00+00:00,0,0,0.231,0.023357145,0.064294337,0.422869066,0.549412034,0.372621,0.195875,0.109414,0.01745,0.060970639,0.263448,0.268979
2015-07-18 01:00:00+00:00,0,0,0.238,0.023325804,0.064208064,0.422935416,0.548843649,0.372621,0.195094,0.108978,0.017445,0.061126869,0.263246,0.268772
2015-07-18 02:00:00+00:00,0,0,0.241,0.023294462,0.064121791,0.423001766,0.548275264,0.372621,0.194313,0.108541,0.017439,0.061283099,0.263044,0.268566
2015-07-18 03:00:00+00:00,0,0,0.243,0.02326312,0.064035518,0.423068116,0.547706879,0.372621,0.193531,0.108105,0.017433,0.061439329,0.262841,0.26836
2015-07-18 04:00:00+00:00,0.001383268,0,0.211,0.023231779,0.063949245,0.423134467,0.547138494,0.372621,0.19275,0.107669,0.017427,0.061595559,0.262639,0.268154
2015-07-18 05:00:00+00:00,0.027146637,0,0.118,0.023200437,0.063862972,0.423200817,0.546570109,0.372621,0.191969,0.107232,0.017421,0.061751789,0.262437,0.267947
2015-07-18 06:00:00+00:00,0.059653439,0,0.149,0.023169095,0.063776699,0.423267167,0.546001725,0.372621,0.191188,0.106796,0.017415,0.061908019,0.262235,0.267741
2015-07-18 07:00:00+00:00,0.088183344,0,0.207,0.023137754,0.063690426,0.423333518,0.54543334,0.372621,0.190407,0.10636,0.017409,0.062064249,0.262033,0.267535
2015-07-18 08:00:00+00:00,0.109624,0,0.239,0.023106412,0.063604153,0.423399868,0.544864955,0.372621,0.189626,0.105923,0.017403,0.062220479,0.261831,0.267328
2015-07-18 09:00:00+00:00,0.123456682,0,0.238,0.02307507,0.06351788,0.423466218,0.54429657,0.372621,0.188844,0.105487,0.017397,0.062376709,0.261629,0.267122
2015-07-18 10:00:00+00:00,0.129854297,0,0.226,0.023043729,0.063431607,0.423532568,0.543728185,0.372621,0.188063,0.105051,0.017391,0.062532939,0.261427,0.266916
2015-07-18 11:00:00+00:00,0.129162663,0,0.218,0.023012387,0.063345334,0.423598919,0.5431598,0.372621,0.187282,0.104614,0.017385,0.062689169,0.261225,0.266709
2015-07-18 12:00:00+00:00,0.121208871,0,0.219,0.022981045,0.063259061,0.423665269,0.542591415,0.372621,0.186501,0.104178,0.017379,0.062845399,0.261023,0.266503
2015-07-18 13:00:00+00:00,0.105992921,0,0.226,0.022949704,0.063172788,0.423731619,0.542023031,0.372621,0.18572,0.103742,0.017373,0.063001629,0.260821,0.266297
2015-07-18 14:00:00+00:00,0.083168997,0,0.234,0.022918362,0.063086515,0.42379797,0.541454646,0.372621,0.184938,0.103305,0.017367,0.063157859,0.260619,0.266091
2015-07-18 15:00:00+00:00,0.054120366,0,0.246,0.02288702,0.063000242,0.42386432,0.540886261,0.372621,0.184157,0.102869,0.017361,0.063314088,0.260417,0.265884
2015-07-18 16:00:00+00:00,0.02334265,0,0.234,0.022855679,0.062913969,0.42393067,0.540317876,0.372621,0.183376,0.102432,0.017355,0.063470318,0.260215,0.265678
2015-07-18 17:00:00+00:00,0.002074902,0,0.198,0.022824337,0.062827696,0.42399702,0.539749491,0.372621,0.182595,0.101996,0.017349,0.063626548,0.260013,0.265472
2015-07-18 18:00:00+00:00,0,0,0.189,0.022792996,0.062741423,0.424063371,0.539181106,0.372621,0.181814,0.10156,0.017343,0.063782778,0.259811,0.265265
2015-07-18 19:00:00+00:00,0,0,0.179,0.022761654,0.06265515,0.424129721,0.538612721,0.372621,0.181033,0.101123,0.017337,0.063939008,0.259609,0.265059
2015-07-18 20:00:00+00:00,0,0,0.174,0.022730312,0.062568877,0.424196071,0.538044336,0.372621,0.180251,0.100687,0.017331,0.064095238,0.259407,0.264853
2015-07-18 21:00:00+00:00,0,0,0.172,0.022698971,0.062482604,0.424262421,0.537475952,0.372621,0.17947,0.100251,0.017325,0.064251468,0.259205,0.264647
2015-07-18 22:00:00+00:00,0,0,0.168,0.022667629,0.062396331,0.424328772,0.536907567,0.372621,0.178689,0.099814,0.017319,0.064407698,0.259002,0.26444
2015-07-18 23:00:00+00:00,0,0,0.167,0.022636287,0.062310058,0.424395122,0.536339182,0.372621,0.177908,0.099378,0.017313,0.064563928,0.2588,0.264234
2015-07-19 00:00:00+00:00,0,0,0.17,0.022642398,0.062326879,0.424465424,0.538094568,0.372621,0.17724,0.099005,0.017205,0.06488907,0.258996,0.264434
2015-07-19 01:00:00+00:00,0,0,0.175,0.022648509,0.0623437,0.424535727,0.539849954,0.372621,0.176571,0.098631,0.017097,0.065214211,0.259192,0.264634
2015-07-19 02:00:00+00:00,0,0,0.183,0.02265462,0.062360521,0.424606029,0.541605341,0.372621,0.175903,0.098258,0.016989,0.065539353,0.259388,0.264834
2015-07-19 03:00:00+00:00,0,0,0.191,0.022660731,0.062377343,0.424676331,0.543360727,0.372621,0.175235,0.097885,0.016881,0.065864495,0.259584,0.265034
2015-07-19 04:00:00+00:00,0.001037451,0,0.184,0.022666841,0.062394164,0.424746634,0.545116113,0.372621,0.174566,0.097511,0.016772,0.066189637,0.25978,0.265234
2015-07-19 05:00:00+00:00,0.026973729,0,0.107,0.022672952,0.062410985,0.424816936,0.5468715,0.372621,0.173898,0.097138,0.016664,0.066514778,0.259976,0.265434
2015-07-19 06:00:00+00:00,0.059307622,0,0.143,0.022679063,0.062427806,0.424887239,0.548626886,0.372621,0.17323,0.096765,0.016556,0.06683992,0.260172,0.265634
2015-07-19 07:00:00+00:00,0.088010436,0,0.135,0.022685174,0.062444627,0.424957541,0.550382272,0.372621,0.172562,0.096391,0.016448,0.067165062,0.260367,0.265834
2015-07-19 08:00:00+00:00,0.109624,0,0.11,0.022691285,0.062461448,0.425027843,0.552137659,0.372621,0.171893,0.096018,0.01634,0.067490203,0.260563,0.266034
2015-07-19 09:00:00+00:00,0.12362959,0,0.094,0.022697395,0.062478269,0.425098146,0.553893045,0.372621,0.171225,0.095645,0.016232,0.067815345,0.260759,0.266234
2015-07-19 10:00:00+00:00,0.130027205,0,0.085,0.022703506,0.06249509,0.425168448,0.555648431,0.372621,0.170557,0.095272,0.016124,0.068140487,0.260955,0.266434
2015-07-19 11:00:00+00:00,0.129162663,0,0.078,0.022709617,0.062511911,0.42523875,0.557403818,0.372621,0.169888,0.094898,0.016016,0.068465629,0.261151,0.266634
2015-07-19 12:00:00+00:00,0.121208871,0,0.075,0.022715728,0.062528732,0.425309053,0.559159204,0.372621,0.16922,0.094525,0.015907,0.06879077,0.261347,0.266834
2015-07-19 13:00:00+00:00,0.105820013,0,0.073,0.022721839,0.062545553,0.425379355,0.56091459,0.372621,0.168552,0.094152,0.015799,0.069115912,0.261543,0.267034
2015-07-19 14:00:00+00:00,0.083168997,0,0.075,0.02272795,0.062562374,0.425449657,0.562669977,0.372621,0.167883,0.093778,0.015691,0.069441054,0.261739,0.267234
2015-07-19 15:00:00+00:00,0.054466183,0,0.081,0.02273406,0.062579195,0.42551996,0.564425363,0.372621,0.167215,0.093405,0.015583,0.069766196,0.261934,0.267434
2015-07-19 16:00:00+00:00,0.02334265,0,0.087,0.022740171,0.062596016,0.425590262,0.566180749,0.372621,0.166547,0.093032,0.015475,0.070091337,0.26213,0.267634
2015-07-19 17:00:00+00:00,0.001729085,0,0.088,0.022746282,0.062612837,0.425660564,0.567936136,0.372621,0.165879,0.092658,0.015367,0.070416479,0.262326,0.267834
2015-07-19 18:00:00+00:00,0,0,0.088,0.022752393,0.062629658,0.425730867,0.569691522,0.372621,0.16521,0.092285,0.015259,0.070741621,0.262522,0.268034
2015-07-19 19:00:00+00:00,0,0,0.089,0.022758504,0.062646479,0.425801169,0.571446908,0.372621,0.164542,0.091912,0.015151,0.071066762,0.262718,0.268234
2015-07-19 20:00:00+00:00,0,0,0.091,0.022764615,0.0626633,0.425871472,0.573202295,0.372621,0.163874,0.091538,0.015042,0.071391904,0.262914,0.268434
2015-07-19 21:00:00+00:00,0,0,0.095,0.022770725,0.062680121,0.425941774,0.574957681,0.372621,0.163205,0.091165,0.014934,0.071717046,0.26311,0.268634
2015-07-19 22:00:00+00:00,0,0,0.095,0.022776836,0.062696942,0.426012076,0.576713067,0.372621,0.162537,0.090792,0.014826,0.072042188,0.263305,0.268834
2015-07-19 23:00:00+00:00,0,0,0.093,0.022782947,0.062713763,0.426082379,0.578468454,0.372621,0.161869,0.090419,0.014718,0.072367329,0.263501,0.269034
2015-07-20 00:00:00+00:00,0,0,0.091,0.022753545,0.062632829,0.426293411,0.584555741,0.372621,0.161262,0.09008,0.018037,0.072536502,0.264649,0.270205
2015-07-20 01:00:00+00:00,0,0,0.083,0.022724142,0.062551894,0.426504443,0.590643028,0.372621,0.160656,0.089741,0.021356,0.072705675,0.265796,0.271376
2015-07-20 02:00:00+00:00,0,0,0.072,0.02269474,0.06247096,0.426715476,0.596730314,0.372621,0.16005,0.089403,0.024675,0.072874848,0.266943,0.272548
2015-07-20 03:00:00+00:00,0,0,0.08,0.022665338,0.062390025,0.426926508,0.602817601,0.372621,0.159444,0.089064,0.027994,0.073044021,0.26809,0.273719
2015-07-20 04:00:00+00:00,0.000518726,0,0.099,0.022635936,0.06230909,0.42713754,0.608904888,0.372621,0.158837,0.088725,0.031313,0.073213194,0.269238,0.27489
2015-07-20 05:00:00+00:00,0.027146637,0,0.066,0.022606533,0.062228156,0.427348573,0.614992175,0.372621,0.158231,0.088387,0.034632,0.073382367,0.270385,0.276062
2015-07-20 06:00:00+00:00,0.060172164,0,0.02,0.022577131,0.062147221,0.427559605,0.621079462,0.372621,0.157625,0.088048,0.037951,0.07355154,0.271532,0.277233
2015-07-20 07:00:00+00:00,0.088874978,0,0.007,0.022547729,0.062066287,0.427770638,0.627166749,0.372621,0.157018,0.087709,0.04127,0.073720713,0.272679,0.278404
2015-07-20 08:00:00+00:00,0.110661451,0,0.004,0.022518326,0.061985352,0.42798167,0.633254036,0.372621,0.156412,0.087371,0.044589,0.073889886,0.273827,0.279576
2015-07-20 09:00:00+00:00,0.124667041,0,0.004,0.022488924,0.061904417,0.428192702,0.639341323,0.372621,0.155806,0.087032,0.047908,0.074059059,0.274974,0.280747
2015-07-20 10:00:00+00:00,0.131064656,0,0.011,0.022459522,0.061823483,0.428403735,0.64542861,0.372621,0.1552,0.086693,0.051227,0.074228232,0.276121,0.281918
2015-07-20 11:00:00+00:00,0.130200114,0,0.035,0.022430119,0.061742548,0.428614767,0.651515896,0.372621,0.154593,0.086355,0.054546,0.074397405,0.277268,0.28309
2015-07-20 12:00:00+00:00,0.121554688,0,0.041,0.022400717,0.061661613,0.428825799,0.657603183,0.372621,0.153987,0.086016,0.057865,0.074566578,0.278416,0.284261
2015-07-20 13:00:00+00:00,0.105992921,0,0.023,0.022371315,0.061580679,0.429036832,0.66369047,0.372621,0.153381,0.085677,0.061184,0.074735751,0.279563,0.285432
2015-07-20 14:00:00+00:00,0.08282318,0,0.028,0.022341913,0.061499744,0.429247864,0.669777757,0.372621,0.152774,0.085339,0.064503,0.074904924,0.28071,0.286604
2015-07-20 15:00:00+00:00,0.053774549,0,0.059,0.02231251,0.06141881,0.429458897,0.675865044,0.372621,0.152168,0.085,0.067822,0.075074097,0.281857,0.287775
2015-07-20 16:00:00+00:00,0.023169741,0,0.051,0.022283108,0.061337875,0.429669929,0.681952331,0.372621,0.151562,0.084661,0.071141,0.07524327,0.283005,0.288946
2015-07-20 17:00:00+00:00,0.002074902,0,0.043,0.022253706,0.06125694,0.429880961,0.688039618,0.372621,0.150956,0.084323,0.07446,0.075412443,0.284152,0.290118
2015-07-20 18:00:00+00:00,0,0,0.061,0.022224303,0.061176006,0.430091994,0.694126905,0.372621,0.150349,0.083984,0.077779,0.075581616,0.285299,0.291289
2015-07-20 19:00:00+00:00,0,0,0.042,0.022194901,0.061095071,0.430303026,0.700214192,0.372621,0.149743,0.083645,0.081098,0.075750789,0.286446,0.29246
2015-07-20 20:00:00+00:00,0,0,0.013,0.022165499,0.061014137,0.430514058,0.706301478,0.372621,0.149137,0.083307,0.084417,0.075919962,0.287594,0.293632
2015-07-20 21:00:00+00:00,0,0,0.012,0.022136096,0.060933202,0.430725091,0.712388765,0.372621,0.14853,0.082968,0.087736,0.076089135,0.288741,0.294803
2015-07-20 22:00:00+00:00,0,0,0.056,0.022106694,0.060852267,0.430936123,0.718476052,0.372621,0.147924,0.082629,0.091055,0.076258308,0.289888,0.295974
2015-07-20 23:00:00+00:00,0,0,0.092,0.022077292,0.060771333,0.431147156,0.724563339,0.372621,0.147318,0.082291,0.094374,0.076427481,0.291035,0.297146
2015-07-21 00:00:00+00:00,0,0,0.105,0.022034822,0.060654427,0.431188921,0.73372859,0.372621,0.146749,0.081973,0.094492,0.076286154,0.292392,0.29853
2015-07-21 01:00:00+00:00,0,0,0.106,0.021992352,0.060537521,0.431230686,0.742893841,0.372621,0.14618,0.081655,0.09461,0.076144828,0.293748,0.299915
2015-07-21 02:00:00+00:00,0,0,0.118,0.021949882,0.060420616,0.431272451,0.752059092,0.372621,0.145611,0.081337,0.094727,0.076003502,0.295104,0.3013
2015-07-21 03:00:00+00:00,0,0,0.152,0.021907412,0.06030371,0.431314216,0.761224343,0.372621,0.145042,0.081019,0.094845,0.075862175,0.296461,0.302685
2015-07-21 04:00:00+00:00,0.001383268,0,0.152,0.021864942,0.060186804,0.431355981,0.770389594,0.372621,0.144473,0.080702,0.094963,0.075720849,0.297817,0.30407
2015-07-21 05:00:00+00:00,0.026627912,0,0.141,0.021822471,0.060069898,0.431397746,0.779554845,0.372621,0.143905,0.080384,0.095081,0.075579523,0.299173,0.305454
2015-07-21 06:00:00+00:00,0.058788896,0,0.152,0.021780001,0.059952993,0.431439512,0.788720097,0.372621,0.143336,0.080066,0.095198,0.075438196,0.300529,0.306839
2015-07-21 07:00:00+00:00,0.087318801,0,0.142,0.021737531,0.059836087,0.431481277,0.797885348,0.372621,0.142767,0.079748,0.095316,0.07529687,0.301886,0.308224
2015-07-21 08:00:00+00:00,0.108932366,0,0.102,0.021695061,0.059719181,0.431523042,0.807050599,0.372621,0.142198,0.079431,0.095434,0.075155544,0.303242,0.309609
2015-07-21 09:00:00+00:00,0.123456682,0,0.069,0.021652591,0.059602275,0.431564807,0.81621585,0.372621,0.141629,0.079113,0.095552,0.075014217,0.304598,0.310993
2015-07-21 10:00:00+00:00,0.129854297,0,0.054,0.021610121,0.05948537,0.431606572,0.825381101,0.372621,0.14106,0.078795,0.095669,0.074872891,0.305955,0.312378
2015-07-21 11:00:00+00:00,0.128643937,0,0.077,0.021567651,0.059368464,0.431648337,0.834546352,0.372621,0.140491,0.078477,0.095787,0.074731565,0.307311,0.313763
2015-07-21 12:00:00+00:00,0.120344328,0,0.101,0.021525181,0.059251558,0.431690102,0.843711603,0.372621,0.139922,0.078159,0.095905,0.074590238,0.308667,0.315148
2015-07-21 13:00:00+00:00,0.10495547,0,0.147,0.021482711,0.059134652,0.431731867,0.852876854,0.372621,0.139353,0.077842,0.096022,0.074448912,0.310023,0.316532
2015-07-21 14:00:00+00:00,0.082131546,0,0.178,0.021440241,0.059017747,0.431773633,0.862042105,0.372621,0.138785,0.077524,0.09614,0.074307586,0.31138,0.317917
2015-07-21 15:00:00+00:00,0.053255823,0,0.125,0.021397771,0.058900841,0.431815398,0.871207356,0.372621,0.138216,0.077206,0.096258,0.074166259,0.312736,0.319302
2015-07-21 16:00:00+00:00,0.022996833,0,0.094,0.021355301,0.058783935,0.431857163,0.880372607,0.372621,0.137647,0.076888,0.096376,0.074024933,0.314092,0.320687
2015-07-21 17:00:00+00:00,0.002420719,0,0.091,0.021312831,0.058667029,0.431898928,0.889537858,0.372621,0.137078,0.076571,0.096493,0.073883607,0.315449,0.322071
2015-07-21 18:00:00+00:00,0,0,0.078,0.021270361,0.058550123,0.431940693,0.898703109,0.372621,0.136509,0.076253,0.096611,0.073742281,0.316805,0.323456
2015-07-21 19:00:00+00:00,0,0,0.09,0.021227891,0.058433218,0.431982458,0.90786836,0.372621,0.13594,0.075935,0.096729,0.073600954,0.318161,0.324841
2015-07-21 20:00:00+00:00,0,0,0.072,0.021185421,0.058316312,0.432024223,0.917033612,0.372621,0.135371,0.075617,0.096847,0.073459628,0.319518,0.326226
2015-07-21 21:00:00+00:00,0,0,0.05,0.02114295,0.058199406,0.432065989,0.926198863,0.372621,0.134802,0.075299,0.096964,0.073318302,0.320874,0.327611
2015-07-21 22:00:00+00:00,0,0,0.038,0.02110048,0.0580825,0.432107754,0.935364114,0.372621,0.134233,0.074982,0.097082,0.073176975,0.32223,0.328995
2015-07-21 23:00:00+00:00,0,0,0.02,0.02105801,0.057965595,0.432149519,0.944529365,0.372621,0.133665,0.074664,0.0972,0.073035649,0.323586,0.33038
2015-07-22 00:00:00+00:00,0,0,0.006,0.021013614,0.057843386,0.431854034,0.952688854,0.372621,0.133158,0.074381,0.097008,0.072811697,0.324705,0.331522
2015-07-22 01:00:00+00:00,0,0,0.007,0.020969218,0.057721178,0.431558548,0.960848342,0.372621,0.132652,0.074099,0.096815,0.072587746,0.325823,0.332663
2015-07-22 02:00:00+00:00,0,0,0.012,0.020924821,0.05759897,0.431263063,0.969007831,0.372621,0.132146,0.073816,0.096623,0.072363795,0.326941,0.333805
2015-07-22 03:00:00+00:00,0,0,0.01,0.020880425,0.057476762,0.430967578,0.97716732,0.372621,0.13164,0.073533,0.096431,0.072139843,0.328059,0.334947
2015-07-22 04:00:00+00:00,0.003112353,0,0.011,0.020836028,0.057354553,0.430672093,0.985326809,0.372621,0.131134,0.073251,0.096239,0.071915892,0.329177,0.336088
2015-07-22 05:00:00+00:00,0.025590461,0,0.012,0.020791632,0.057232345,0.430376607,0.993486298,0.372621,0.130628,0.072968,0.096047,0.07169194,0.330296,0.33723
2015-07-22 06:00:00+00:00,0.055676543,0,0.012,0.020747236,0.057110137,0.430081122,1,0.372621,0.130122,0.072685,0.095855,0.071467989,0.331154,0.338106
2015-07-22 07:00:00+00:00,0.084898082,0,0.012,0.020702839,0.056987929,0.429785637,1,0.372621,0.129616,0.072403,0.095662,0.071244037,0.330982,0.337931
2015-07-22 08:00:00+00:00,0.107030372,0,0.006,0.020658443,0.05686572,0.429490152,1,0.372621,0.12911,0.07212,0.09547,0.071020086,0.330811,0.337756
2015-07-22 09:00:00+00:00,0.121554688,0,0.003,0.020614046,0.056743512,0.429194666,1,0.372621,0.128604,0.071837,0.095278,0.070796134,0.330639,0.337581
2015-07-22 10:00:00+00:00,0.127952303,0,0.001,0.02056965,0.056621304,0.428899181,1,0.372621,0.128098,0.071555,0.095086,0.070572183,0.330468,0.337406
2015-07-22 11:00:00+00:00,0.127260669,0,0.001,0.020525254,0.056499095,0.428603696,1,0.372621,0.127592,0.071272,0.094894,0.070348232,0.330296,0.337231
2015-07-22 12:00:00+00:00,0.11896106,0,0.006,0.020480857,0.056376887,0.428308211,1,0.372621,0.127086,0.070989,0.094702,0.07012428,0.330125,0.337056
2015-07-22 13:00:00+00:00,0.103399294,0,0.015,0.020436461,0.056254679,0.428012725,1,0.372621,0.12658,0.070707,0.09451,0.069900329,0.329953,0.336881
2015-07-22 14:00:00+00:00,0.080748278,0,0.02,0.020392064,0.056132471,0.42771724,1,0.372621,0.126074,0.070424,0.094317,0.069676377,0.329782,0.336706
2015-07-22 15:00:00+00:00,0.052391281,0,0.02,0.020347668,0.056010262,0.427421755,1,0.372621,0.125568,0.070141,0.094125,0.069452426,0.329611,0.336531
2015-07-22 16:00:00+00:00,0.022651016,0,0.025,0.020303272,0.055888054,0.42712627,1,0.372621,0.125062,0.069859,0.093933,0.069228474,0.329439,0.336356
2015-07-22 17:00:00+00:00,0.002593628,0,0.037,0.020258875,0.055765846,0.426830784,1,0.372621,0.124556,0.069576,0.093741,0.069004523,0.329268,0.336181
2015-07-22 18:00:00+00:00,0,0,0.075,0.020214479,0.055643638,0.426535299,1,0.372621,0.12405,0.069293,0.093549,0.068780572,0.329096,0.336006
2015-07-22 19:00:00+00:00,0,0,0.115,0.020170083,0.055521429,0.426239814,1,0.372621,0.123544,0.069011,0.093357,0.06855662,0.328925,0.33583
2015-07-22 20:00:00+00:00,0,0,0.141,0.020125686,0.055399221,0.425944329,1,0.372621,0.123038,0.068728,0.093164,0.068332669,0.328753,0.335655
2015-07-22 21:00:00+00:00,0,0,0.155,0.02008129,0.055277013,0.425648844,1,0.372621,0.122532,0.068445,0.092972,0.068108717,0.328582,0.33548
2015-07-22 22:00:00+00:00,0,0,0.17,0.020036893,0.055154804,0.425353358,1,0.372621,0.122026,0.068163,0.09278,0.067884766,0.32841,0.335305
2015-07-22 23:00:00+00:00,0,0,0.188,0.019992497,0.055032596,0.425057873,1,0.372621,0.12152,0.06788,0.092588,0.067660814,0.328239,0.33513
2015-07-23 00:00:00+00:00,0,0,0.206,0.019949005,0.054912878,0.425110597,1,0.372621,0.121098,0.067644,0.092105,0.06747726,0.328125,0.335014
2015-07-23 01:00:00+00:00,0,0,0.223,0.019905513,0.05479316,0.425163322,1,0.372621,0.120676,0.067409,0.091621,0.067293707,0.328012,0.334898
2015-07-23 02:00:00+00:00,0,0,0.228,0.019862022,0.054673442,0.425216046,1,0.372621,0.120254,0.067173,0.091138,0.067110153,0.327898,0.334782
2015-07-23 03:00:00+00:00,0,0,0.226,0.01981853,0.054553724,0.42526877,1,0.372621,0.119832,0.066937,0.090654,0.066926599,0.327784,0.334666
2015-07-23 04:00:00+00:00,0.002766536,0,0.178,0.019775038,0.054434006,0.425321494,1,0.372621,0.11941,0.066701,0.090171,0.066743045,0.327671,0.33455
2015-07-23 05:00:00+00:00,0.025763369,0,0.156,0.019731546,0.054314287,0.425374219,1,0.372621,0.118988,0.066466,0.089688,0.066559491,0.327557,0.334434
2015-07-23 06:00:00+00:00,0.056368177,0,0.186,0.019688055,0.054194569,0.425426943,1,0.372621,0.118566,0.06623,0.089204,0.066375937,0.327444,0.334318
2015-07-23 07:00:00+00:00,0.08403354,0,0.155,0.019644563,0.054074851,0.425479667,1,0.372621,0.118144,0.065994,0.088721,0.066192383,0.32733,0.334202
2015-07-23 08:00:00+00:00,0.105301287,0,0.147,0.019601071,0.053955133,0.425532391,1,0.372621,0.117722,0.065759,0.088238,0.066008829,0.327216,0.334086
2015-07-23 09:00:00+00:00,0.118096518,0,0.164,0.019557579,0.053835415,0.425585116,1,0.372621,0.117301,0.065523,0.087754,0.065825276,0.327103,0.33397
2015-07-23 10:00:00+00:00,0.12483995,0,0.173,0.019514088,0.053715697,0.42563784,1,0.372621,0.116879,0.065287,0.087271,0.065641722,0.326989,0.333854
2015-07-23 11:00:00+00:00,0.124148316,0,0.168,0.019470596,0.053595979,0.425690564,1,0.372621,0.116457,0.065052,0.086787,0.065458168,0.326876,0.333738
2015-07-23 12:00:00+00:00,0.116367432,0,0.162,0.019427104,0.053476261,0.425743289,1,0.372621,0.116035,0.064816,0.086304,0.065274614,0.326762,0.333622
2015-07-23 13:00:00+00:00,0.100978574,0,0.169,0.019383612,0.053356543,0.425796013,1,0.372621,0.115613,0.06458,0.085821,0.06509106,0.326648,0.333506
2015-07-23 14:00:00+00:00,0.075042297,0,0.186,0.019340121,0.053236824,0.425848737,1,0.372621,0.115191,0.064345,0.085337,0.064907506,0.326535,0.33339
2015-07-23 15:00:00+00:00,0.047722751,0,0.198,0.019296629,0.053117106,0.425901461,1,0.372621,0.114769,0.064109,0.084854,0.064723952,0.326421,0.333274
2015-07-23 16:00:00+00:00,0.021613565,0,0.182,0.019253137,0.052997388,0.425954186,1,0.372621,0.114347,0.063873,0.08437,0.064540398,0.326307,0.333158
2015-07-23 17:00:00+00:00,0.00345817,0,0.152,0.019209645,0.05287767,0.42600691,1,0.372621,0.113925,0.063638,0.083887,0.064356845,0.326194,0.333042
2015-07-23 18:00:00+00:00,0,0,0.133,0.019166154,0.052757952,0.426059634,1,0.372621,0.113503,0.063402,0.083404,0.064173291,0.32608,0.332926
2015-07-23 19:00:00+00:00,0,0,0.11,0.019122662,0.052638234,0.426112358,1,0.372621,0.113081,0.063166,0.08292,0.063989737,0.325967,0.33281
2015-07-23 20:00:00+00:00,0,0,0.083,0.01907917,0.052518516,0.426165083,1,0.372621,0.11266,0.062931,0.082437,0.063806183,0.325853,0.332694
2015-07-23 21:00:00+00:00,0,0,0.077,0.019035678,0.052398798,0.426217807,1,0.372621,0.112238,0.062695,0.081954,0.063622629,0.325739,0.332578
2015-07-23 22:00:00+00:00,0,0,0.088,0.018992187,0.052279079,0.426270531,1,0.372621,0.111816,0.062459,0.08147,0.063439075,0.325626,0.332462
2015-07-23 23:00:00+00:00,0,0,0.107,0.018948695,0.052159361,0.426323256,1,0.372621,0.111394,0.062224,0.080987,0.063255521,0.325512,0.332346
2015-07-24 00:00:00+00:00,0,0,0.129,0.018913364,0.052062107,0.426039588,1,0.367649,0.111021,0.062015,0.080306,0.069062311,0.324855,0.331675
2015-07-24 01:00:00+00:00,0,0,0.15,0.018878033,0.051964853,0.42575592,1,0.362676,0.110647,0.061807,0.079625,0.074869101,0.324197,0.331004
2015-07-24 02:00:00+00:00,0,0,0.167,0.018842702,0.051867599,0.425472252,1,0.357704,0.110274,0.061598,0.078944,0.080675891,0.32354,0.330332
2015-07-24 03:00:00+00:00,0,0,0.181,0.018807371,0.051770344,0.425188584,1,0.352732,0.109901,0.06139,0.078263,0.086482681,0.322882,0.329661
2015-07-24 04:00:00+00:00,0.002939445,0,0.163,0.01877204,0.05167309,0.424904916,1,0.34776,0.109528,0.061181,0.077583,0.092289471,0.322225,0.32899
2015-07-24 05:00:00+00:00,0.025590461,0,0.115,0.018736709,0.051575836,0.424621249,1,0.342787,0.109155,0.060973,0.076902,0.098096261,0.321567,0.328319
2015-07-24 06:00:00+00:00,0.05602236,0,0.115,0.018701378,0.051478582,0.424337581,1,0.337815,0.108782,0.060765,0.076221,0.103903051,0.32091,0.327647
2015-07-24 07:00:00+00:00,0.083860631,0,0.068,0.018666047,0.051381327,0.424053913,1,0.332843,0.108409,0.060556,0.07554,0.109709841,0.320252,0.326976
2015-07-24 08:00:00+00:00,0.105128379,0,0.034,0.018630716,0.051284073,0.423770245,1,0.327871,0.108035,0.060348,0.074859,0.115516631,0.319595,0.326305
2015-07-24 09:00:00+00:00,0.117923609,0,0.013,0.018595385,0.051186819,0.423486577,1,0.322898,0.107662,0.060139,0.074179,0.121323421,0.318937,0.325633
2015-07-24 10:00:00+00:00,0.125012858,0,0.006,0.018560054,0.051089565,0.423202909,1,0.317926,0.107289,0.059931,0.073498,0.127130211,0.31828,0.324962
2015-07-24 11:00:00+00:00,0.12362959,0,0.007,0.018524723,0.050992311,0.422919242,1,0.312954,0.106916,0.059722,0.072817,0.132937,0.317622,0.324291
2015-07-24 12:00:00+00:00,0.114811256,0,0.013,0.018489392,0.050895056,0.422635574,1,0.307982,0.106543,0.059514,0.072136,0.13874379,0.316965,0.323619
